,main_temp,main_pressure,No.24_temp
387,140.0,-14.012,448.0
388,140.0,-13.978,450.0
389,139.0,-13.773,454.0
390,140.0,-13.695,457.0
391,138.0,-13.68,456.0
392,138.0,-13.68,455.0
393,138.0,-13.68,455.0
394,140.0,-13.67,456.0
395,139.0,-13.714,454.0
396,140.0,-13.695,451.0
397,140.0,-13.68,447.0
398,139.0,-13.724,445.0
399,139.0,-13.719,446.0
400,140.0,-13.734,446.0
401,139.0,-13.724,447.0
402,137.0,-13.729,449.0
403,138.0,-13.724,450.0
404,139.0,-13.714,448.0
405,137.0,-13.763,441.0
406,138.0,-13.758,446.0
407,137.0,-13.753,454.0
408,137.0,-13.739,451.0
409,137.0,-13.714,450.0
410,138.0,-13.724,448.0
411,137.0,-13.7,450.0
412,138.0,-13.68,452.0
413,137.0,-13.7,451.0
414,137.0,-13.661,450.0
415,138.0,-13.665,454.0
416,137.0,-13.665,461.0
417,138.0,-13.651,462.0
418,139.0,-13.626,459.0
419,139.0,-13.636,456.0
420,138.0,-13.636,453.0
421,137.0,-13.67,456.0
422,137.0,-13.641,458.0
423,137.0,-13.631,453.0
424,137.0,-13.612,449.0
425,138.0,-13.607,453.0
426,139.0,-13.612,456.0
427,138.0,-13.626,455.0
428,139.0,-13.592,460.0
429,140.0,-13.578,462.0
430,139.0,-13.617,460.0
431,140.0,-13.621,461.0
432,140.0,-13.612,460.0
433,139.0,-13.626,461.0
434,138.0,-13.617,462.0
435,138.0,-13.607,461.0
436,139.0,-13.617,459.0
437,139.0,-13.621,457.0
438,140.0,-13.651,456.0
439,139.0,-13.661,455.0
440,139.0,-13.661,458.0
441,138.0,-13.675,457.0
442,137.0,-13.651,458.0
443,139.0,-13.656,455.0
444,138.0,-13.661,458.0
445,138.0,-13.621,460.0
446,137.0,-13.602,456.0
447,139.0,-13.573,455.0
448,139.0,-13.563,454.0
449,137.0,-13.538,454.0
450,139.0,-13.534,456.0
451,138.0,-13.519,459.0
452,139.0,-13.524,455.0
453,140.0,-13.509,453.0
454,140.0,-13.509,453.0
455,139.0,-13.499,451.0
456,138.0,-13.509,450.0
457,138.0,-13.495,454.0
458,139.0,-13.509,456.0
459,138.0,-13.519,459.0
460,140.0,-13.504,460.0
461,140.0,-13.524,456.0
462,140.0,-13.538,454.0
463,139.0,-13.558,450.0
464,139.0,-13.543,451.0
465,140.0,-13.534,451.0
466,140.0,-13.602,454.0
467,140.0,-13.587,457.0
468,138.0,-13.587,459.0
469,139.0,-13.578,458.0
470,138.0,-13.582,450.0
471,138.0,-13.553,449.0
472,140.0,-13.578,451.0
473,138.0,-13.573,449.0
474,139.0,-13.558,452.0
475,141.0,-13.582,457.0
476,139.0,-13.553,460.0
477,140.0,-13.519,459.0
478,141.0,-13.524,459.0
479,141.0,-13.495,462.0
480,141.0,-13.485,466.0
481,142.0,-13.47,463.0
482,143.0,-13.455,462.0
483,141.0,-13.451,455.0
484,141.0,-13.455,456.0
485,144.0,-13.48,454.0
486,142.0,-13.465,452.0
487,142.0,-13.441,448.0
488,144.0,-13.485,444.0
489,143.0,-13.504,444.0
490,143.0,-13.504,444.0
491,144.0,-13.495,442.0
492,144.0,-13.514,443.0
493,144.0,-13.475,442.0
494,144.0,-13.49,445.0
495,144.0,-13.509,444.0
496,144.0,-13.499,444.0
497,146.0,-13.509,446.0
498,146.0,-13.475,443.0
499,144.0,-13.451,446.0
500,144.0,-13.47,451.0
501,146.0,-13.451,455.0
502,144.0,-13.416,454.0
503,145.0,-13.465,448.0
504,145.0,-13.46,447.0
505,146.0,-13.475,445.0
506,144.0,-13.519,447.0
507,145.0,-13.534,448.0
508,145.0,-13.534,448.0
509,145.0,-13.553,449.0
510,144.0,-13.563,445.0
511,144.0,-13.568,446.0
512,143.0,-13.578,450.0
513,143.0,-13.592,446.0
514,143.0,-13.592,446.0
515,142.0,-13.568,437.0
516,143.0,-13.602,439.0
517,141.0,-13.621,438.0
518,143.0,-13.646,439.0
519,140.0,-13.621,444.0
520,141.0,-13.612,448.0
521,140.0,-13.631,450.0
522,141.0,-13.641,452.0
523,141.0,-13.661,449.0
524,140.0,-13.675,450.0
525,141.0,-13.656,454.0
526,139.0,-13.661,456.0
527,140.0,-13.651,455.0
528,140.0,-13.631,452.0
529,138.0,-13.636,450.0
530,139.0,-13.656,450.0
531,137.0,-13.607,452.0
532,139.0,-13.612,457.0
533,138.0,-13.641,461.0
534,138.0,-13.651,461.0
535,137.0,-13.661,460.0
536,137.0,-13.67,460.0
537,139.0,-13.641,460.0
538,139.0,-13.641,462.0
539,137.0,-13.607,461.0
540,138.0,-13.597,462.0
541,138.0,-13.587,465.0
542,138.0,-13.597,465.0
543,138.0,-13.597,466.0
544,137.0,-13.602,470.0
545,139.0,-13.621,466.0
546,138.0,-13.626,455.0
547,138.0,-13.631,455.0
548,137.0,-13.7,454.0
549,137.0,-13.729,456.0
550,138.0,-13.724,460.0
551,138.0,-13.768,462.0
552,138.0,-13.768,459.0
553,137.0,-13.744,458.0
554,137.0,-13.705,459.0
555,138.0,-13.744,462.0
556,136.0,-13.729,465.0
557,136.0,-13.748,466.0
558,138.0,-13.748,468.0
559,138.0,-13.734,469.0
560,136.0,-13.744,469.0
561,136.0,-13.783,467.0
562,135.0,-13.788,466.0
563,135.0,-13.788,460.0
564,135.0,-13.773,462.0
565,137.0,-13.783,464.0
566,136.0,-13.802,459.0
567,137.0,-13.778,458.0
568,135.0,-13.768,455.0
569,136.0,-13.739,457.0
570,135.0,-13.719,459.0
571,137.0,-13.705,461.0
572,137.0,-13.7,454.0
573,137.0,-13.67,454.0
574,137.0,-13.67,454.0
575,135.0,-13.734,453.0
576,136.0,-13.729,448.0
577,135.0,-13.695,447.0
578,135.0,-13.719,450.0
579,134.0,-13.744,450.0
580,136.0,-13.812,449.0
581,135.0,-13.832,451.0
582,136.0,-13.807,456.0
583,134.0,-13.822,458.0
584,134.0,-13.836,457.0
585,135.0,-13.841,446.0
586,136.0,-13.856,446.0
587,136.0,-13.871,455.0
588,136.0,-13.895,455.0
589,135.0,-13.91,456.0
590,135.0,-13.924,457.0
591,135.0,-13.929,457.0
592,133.0,-13.919,458.0
593,134.0,-13.963,456.0
594,134.0,-13.929,454.0
595,133.0,-13.924,458.0
596,135.0,-13.89,460.0
597,134.0,-13.885,458.0
598,134.0,-13.895,455.0
599,132.0,-13.871,455.0
600,133.0,-13.866,450.0
601,133.0,-13.846,449.0
602,133.0,-13.88,455.0
603,132.0,-13.866,455.0
604,134.0,-13.841,451.0
605,133.0,-13.827,453.0
606,133.0,-13.822,452.0
607,135.0,-13.817,446.0
608,133.0,-13.817,449.0
609,135.0,-13.778,451.0
610,135.0,-13.812,454.0
611,133.0,-13.827,455.0
612,134.0,-13.802,451.0
613,133.0,-13.817,451.0
614,134.0,-13.783,451.0
615,133.0,-13.773,451.0
616,133.0,-13.758,451.0
617,134.0,-13.724,449.0
618,133.0,-13.739,448.0
619,134.0,-13.729,448.0
620,135.0,-13.758,454.0
621,136.0,-13.753,460.0
622,136.0,-13.797,461.0
623,134.0,-13.807,461.0
624,136.0,-13.832,439.0
625,136.0,-13.827,429.0
626,137.0,-13.832,436.0
627,137.0,-13.827,440.0
628,137.0,-13.817,440.0
629,137.0,-13.827,442.0
630,137.0,-13.807,441.0
631,137.0,-13.812,438.0
632,136.0,-13.773,432.0
633,137.0,-13.734,425.0
634,137.0,-13.734,425.0
635,135.0,-13.724,430.0
636,136.0,-13.705,439.0
637,136.0,-13.705,445.0
638,137.0,-13.709,452.0
639,136.0,-13.714,455.0
640,137.0,-13.753,455.0
641,136.0,-13.773,455.0
642,137.0,-13.788,450.0
643,137.0,-13.758,448.0
644,137.0,-13.792,444.0
645,137.0,-13.783,443.0
646,138.0,-13.734,436.0
647,137.0,-13.714,437.0
648,139.0,-13.68,431.0
649,138.0,-13.695,422.0
650,139.0,-13.739,436.0
651,138.0,-13.739,448.0
652,138.0,-13.744,451.0
653,138.0,-13.724,454.0
654,139.0,-13.744,453.0
655,139.0,-13.734,448.0
656,139.0,-13.758,438.0
657,140.0,-13.792,433.0
658,138.0,-13.778,439.0
659,139.0,-13.807,445.0
660,137.0,-13.807,447.0
661,136.0,-13.797,448.0
662,138.0,-13.817,450.0
663,137.0,-13.822,453.0
664,136.0,-13.812,453.0
665,137.0,-13.812,454.0
666,138.0,-13.802,453.0
667,137.0,-13.807,454.0
668,137.0,-13.807,453.0
669,136.0,-13.836,454.0
670,137.0,-13.788,456.0
671,136.0,-13.807,455.0
672,136.0,-13.807,450.0
673,136.0,-13.797,441.0
674,135.0,-13.832,443.0
675,136.0,-13.866,451.0
676,134.0,-13.89,455.0
677,135.0,-13.866,455.0
678,133.0,-13.89,452.0
679,133.0,-13.875,450.0
680,132.0,-13.871,449.0
681,133.0,-13.9,444.0
682,134.0,-13.875,442.0
683,132.0,-13.846,447.0
684,133.0,-13.88,448.0
685,131.0,-13.89,450.0
686,132.0,-13.915,450.0
687,133.0,-13.919,446.0
688,132.0,-13.895,442.0
689,133.0,-13.885,445.0
690,133.0,-13.866,450.0
691,132.0,-13.861,448.0
692,131.0,-13.812,446.0
693,131.0,-13.832,444.0
694,131.0,-13.832,444.0
695,132.0,-13.836,443.0
696,131.0,-13.851,441.0
697,131.0,-13.817,442.0
698,131.0,-13.797,441.0
699,133.0,-13.773,436.0
700,132.0,-13.788,436.0
701,132.0,-13.773,435.0
702,134.0,-13.773,437.0
703,133.0,-13.763,439.0
704,134.0,-13.748,449.0
705,135.0,-13.705,453.0
706,136.0,-13.69,452.0
707,137.0,-13.661,449.0
708,135.0,-13.651,442.0
709,137.0,-13.665,446.0
710,136.0,-13.67,448.0
711,139.0,-13.631,441.0
712,139.0,-13.636,440.0
713,138.0,-13.612,438.0
714,137.0,-13.661,432.0
715,138.0,-13.641,434.0
716,140.0,-13.68,444.0
717,138.0,-13.709,450.0
718,138.0,-13.69,456.0
719,139.0,-13.724,458.0
720,137.0,-13.739,454.0
721,138.0,-13.773,455.0
722,139.0,-13.768,456.0
723,138.0,-13.783,450.0
724,139.0,-13.792,446.0
725,139.0,-13.832,444.0
726,138.0,-13.846,443.0
727,138.0,-13.851,442.0
728,137.0,-13.822,441.0
729,138.0,-13.802,440.0
730,139.0,-13.778,438.0
731,139.0,-13.763,435.0
732,139.0,-13.709,435.0
733,138.0,-13.69,436.0
734,137.0,-13.641,440.0
735,138.0,-13.636,443.0
736,137.0,-13.661,450.0
737,139.0,-13.675,445.0
738,138.0,-13.69,446.0
739,138.0,-13.763,451.0
740,138.0,-13.827,452.0
741,138.0,-13.905,453.0
742,136.0,-13.934,459.0
743,138.0,-13.963,460.0
744,136.0,-13.988,455.0
745,138.0,-13.973,449.0
746,137.0,-13.963,445.0
747,136.0,-13.929,443.0
748,137.0,-13.915,438.0
749,137.0,-13.885,437.0
750,137.0,-13.817,447.0
751,135.0,-13.807,459.0
752,135.0,-13.802,462.0
753,135.0,-13.753,464.0
754,135.0,-13.753,464.0
755,135.0,-13.744,461.0
756,136.0,-13.748,460.0
757,134.0,-13.778,461.0
758,136.0,-13.817,460.0
759,137.0,-13.817,457.0
760,136.0,-13.802,459.0
761,137.0,-13.841,462.0
762,137.0,-13.832,461.0
763,137.0,-13.802,450.0
764,136.0,-13.807,442.0
765,137.0,-13.807,452.0
766,137.0,-13.832,465.0
767,137.0,-13.822,471.0
768,137.0,-13.846,466.0
769,137.0,-13.871,461.0
770,136.0,-13.89,461.0
771,136.0,-13.919,461.0
772,137.0,-13.978,460.0
773,135.0,-13.958,458.0
774,135.0,-13.988,458.0
775,134.0,-13.983,455.0
776,135.0,-13.978,455.0
777,137.0,-13.968,453.0
778,136.0,-13.968,454.0
779,135.0,-13.968,449.0
780,135.0,-13.944,450.0
781,135.0,-13.934,457.0
782,136.0,-13.915,457.0
783,136.0,-13.895,454.0
784,134.0,-13.88,457.0
785,135.0,-13.861,458.0
786,134.0,-13.841,460.0
787,135.0,-13.836,462.0
788,135.0,-13.802,459.0
789,135.0,-13.822,460.0
790,135.0,-13.846,461.0
791,135.0,-13.827,457.0
792,136.0,-13.875,457.0
793,137.0,-13.875,462.0
794,137.0,-13.861,463.0
795,136.0,-13.846,460.0
796,134.0,-13.846,457.0
797,135.0,-13.851,454.0
798,134.0,-13.841,456.0
799,135.0,-13.836,460.0
800,134.0,-13.832,462.0
801,134.0,-13.861,462.0
802,135.0,-13.885,464.0
803,134.0,-13.88,467.0
804,133.0,-13.866,462.0
805,133.0,-13.88,459.0
806,133.0,-13.875,456.0
807,134.0,-13.836,455.0
808,134.0,-13.832,455.0
809,133.0,-13.836,449.0
810,135.0,-13.827,448.0
811,134.0,-13.812,453.0
812,133.0,-13.802,453.0
813,134.0,-13.788,451.0
814,133.0,-13.792,448.0
815,133.0,-13.792,448.0
816,134.0,-13.783,446.0
817,132.0,-13.807,450.0
818,134.0,-13.832,452.0
819,133.0,-13.866,449.0
820,134.0,-13.836,444.0
821,134.0,-14.017,442.0
822,134.0,-14.398,448.0
823,133.0,-14.422,453.0
824,134.0,-14.427,454.0
825,134.0,-14.408,451.0
826,133.0,-14.388,448.0
827,134.0,-14.349,445.0
828,134.0,-14.349,443.0
829,134.0,-14.354,446.0
830,133.0,-14.344,448.0
831,132.0,-14.374,449.0
832,132.0,-14.364,450.0
833,133.0,-14.359,447.0
834,135.0,-14.383,446.0
835,134.0,-14.383,446.0
836,134.0,-14.393,449.0
837,134.0,-14.418,451.0
838,135.0,-14.422,446.0
839,135.0,-14.413,445.0
840,135.0,-14.427,443.0
841,135.0,-14.413,442.0
842,135.0,-14.452,443.0
843,136.0,-14.427,443.0
844,135.0,-14.398,438.0
845,136.0,-14.418,435.0
846,136.0,-14.403,429.0
847,135.0,-14.447,429.0
848,135.0,-14.462,430.0
849,136.0,-14.422,432.0
850,134.0,-14.442,432.0
851,134.0,-14.447,431.0
852,134.0,-14.447,422.0
853,136.0,-14.466,421.0
854,136.0,-14.442,429.0
855,136.0,-14.432,433.0
856,136.0,-14.408,434.0
857,137.0,-14.427,428.0
858,135.0,-14.413,426.0
859,134.0,-14.418,430.0
860,137.0,-14.427,434.0
861,135.0,-14.422,431.0
862,136.0,-14.437,432.0
863,136.0,-14.496,435.0
864,135.0,-14.515,439.0
865,136.0,-14.52,440.0
866,136.0,-14.486,439.0
867,134.0,-14.496,438.0
868,135.0,-14.476,435.0
869,135.0,-14.466,442.0
870,135.0,-14.432,444.0
871,135.0,-14.418,440.0
872,135.0,-14.388,437.0
873,135.0,-14.369,439.0
874,136.0,-14.364,438.0
875,135.0,-14.359,439.0
876,135.0,-14.359,439.0
877,136.0,-14.369,444.0
878,136.0,-14.374,448.0
879,136.0,-14.388,446.0
880,135.0,-14.403,445.0
881,136.0,-14.388,442.0
882,135.0,-14.413,439.0
883,136.0,-14.408,442.0
884,135.0,-14.408,442.0
885,135.0,-14.427,439.0
886,135.0,-14.413,435.0
887,135.0,-14.383,439.0
888,135.0,-14.418,445.0
889,134.0,-14.388,451.0
890,136.0,-14.418,449.0
891,135.0,-14.457,448.0
892,136.0,-14.447,446.0
893,136.0,-14.496,444.0
894,136.0,-14.457,446.0
895,135.0,-14.476,449.0
896,134.0,-14.505,451.0
897,136.0,-14.466,449.0
898,136.0,-14.486,444.0
899,136.0,-14.452,445.0
900,137.0,-14.437,444.0
901,137.0,-14.383,442.0
902,136.0,-14.339,440.0
903,135.0,-14.281,440.0
904,136.0,-14.232,442.0
905,136.0,-14.247,445.0
906,137.0,-14.227,450.0
907,136.0,-14.252,453.0
908,137.0,-14.242,452.0
909,138.0,-14.198,451.0
910,137.0,-14.159,453.0
911,138.0,-14.139,451.0
912,139.0,-14.115,450.0
913,140.0,-14.105,453.0
914,139.0,-14.105,454.0
915,139.0,-14.081,448.0
916,141.0,-14.085,448.0
917,141.0,-14.056,449.0
918,141.0,-14.042,442.0
919,140.0,-14.051,439.0
920,141.0,-14.071,437.0
921,141.0,-14.081,437.0
922,142.0,-14.051,432.0
923,141.0,-14.1,428.0
924,144.0,-14.085,432.0
925,144.0,-14.1,430.0
926,143.0,-14.095,429.0
927,144.0,-14.081,433.0
