,main_temp,main_pressure,No.24_temp
4379,135.0,-14.657,456.0
4380,135.0,-14.696,455.0
4381,136.0,-14.735,452.0
4382,135.0,-14.74,450.0
4383,137.0,-14.774,445.0
4384,137.0,-14.774,445.0
4385,136.0,-14.799,439.0
4386,137.0,-14.745,443.0
4387,136.0,-14.696,452.0
4388,137.0,-14.711,458.0
4389,137.0,-14.701,461.0
4390,136.0,-14.701,461.0
4391,136.0,-14.681,461.0
4392,137.0,-14.691,455.0
4393,138.0,-14.667,452.0
4394,138.0,-14.686,454.0
4395,137.0,-14.657,448.0
4396,139.0,-14.628,450.0
4397,138.0,-14.623,459.0
4398,139.0,-14.589,460.0
4399,138.0,-14.574,448.0
4400,139.0,-14.584,445.0
4401,141.0,-14.584,454.0
4402,139.0,-14.598,458.0
4403,141.0,-14.593,458.0
4404,139.0,-14.593,461.0
4405,140.0,-14.564,458.0
4406,141.0,-14.589,460.0
4407,140.0,-14.584,461.0
4408,139.0,-14.569,460.0
4409,140.0,-14.554,455.0
4410,141.0,-14.569,450.0
4411,140.0,-14.589,451.0
4412,141.0,-14.618,454.0
4413,141.0,-14.613,448.0
4414,141.0,-14.623,448.0
4415,140.0,-14.613,453.0
4416,141.0,-14.642,451.0
4417,141.0,-14.632,437.0
4418,141.0,-14.667,442.0
4419,141.0,-14.667,453.0
4420,141.0,-14.652,456.0
4421,140.0,-14.632,455.0
4422,140.0,-14.623,446.0
4423,139.0,-14.632,444.0
4424,141.0,-14.593,451.0
4425,140.0,-14.623,458.0
4426,141.0,-14.623,457.0
4427,140.0,-14.584,459.0
4428,140.0,-14.589,462.0
4429,141.0,-14.569,463.0
4430,140.0,-14.589,463.0
4431,140.0,-14.613,462.0
4432,141.0,-14.608,461.0
4433,141.0,-14.589,465.0
4434,140.0,-14.559,472.0
4435,141.0,-14.574,469.0
4436,142.0,-14.593,457.0
4437,140.0,-14.554,453.0
4438,140.0,-14.54,450.0
4439,140.0,-14.589,451.0
4440,141.0,-14.589,447.0
4441,141.0,-14.569,448.0
4442,139.0,-14.545,446.0
4443,141.0,-14.535,445.0
4444,141.0,-14.554,448.0
4445,141.0,-14.554,448.0
4446,139.0,-14.564,448.0
4447,140.0,-14.603,452.0
4448,140.0,-14.608,455.0
4449,139.0,-14.593,457.0
4450,139.0,-14.589,455.0
4451,140.0,-14.569,446.0
4452,138.0,-14.574,437.0
4453,138.0,-14.618,436.0
4454,139.0,-14.574,445.0
4455,137.0,-14.593,450.0
4456,138.0,-14.598,453.0
4457,139.0,-14.608,457.0
4458,137.0,-14.647,459.0
4459,139.0,-14.598,456.0
4460,138.0,-14.603,458.0
4461,138.0,-14.618,462.0
4462,137.0,-14.642,463.0
4463,139.0,-14.618,463.0
4464,138.0,-14.613,468.0
4465,137.0,-14.628,471.0
4466,139.0,-14.618,471.0
4467,138.0,-14.623,468.0
4468,138.0,-14.628,463.0
4469,138.0,-14.559,449.0
4470,139.0,-14.593,446.0
4471,138.0,-14.593,450.0
4472,140.0,-14.574,445.0
4473,140.0,-14.549,439.0
4474,138.0,-14.559,438.0
4475,139.0,-14.564,438.0
4476,140.0,-14.579,434.0
4477,138.0,-14.51,438.0
4478,138.0,-14.559,445.0
4479,140.0,-14.51,447.0
4480,140.0,-14.54,443.0
4481,139.0,-14.549,443.0
4482,138.0,-14.535,445.0
4483,139.0,-14.535,444.0
4484,140.0,-14.515,446.0
4485,140.0,-14.51,448.0
4486,139.0,-14.496,444.0
4487,137.0,-14.457,444.0
4488,138.0,-14.471,445.0
4489,138.0,-14.486,438.0
4490,139.0,-14.491,434.0
4491,139.0,-14.486,439.0
4492,137.0,-14.471,449.0
4493,138.0,-14.505,451.0
4494,138.0,-14.53,451.0
4495,136.0,-14.515,452.0
4496,138.0,-14.54,452.0
4497,137.0,-14.569,450.0
4498,138.0,-14.525,451.0
4499,137.0,-14.549,450.0
4500,138.0,-14.554,449.0
4501,137.0,-14.569,449.0
4502,138.0,-14.593,447.0
4503,137.0,-14.593,445.0
4504,138.0,-14.564,445.0
4505,138.0,-14.564,445.0
4506,138.0,-14.608,449.0
4507,136.0,-14.574,454.0
4508,138.0,-14.574,442.0
4509,137.0,-14.598,438.0
4510,137.0,-14.618,443.0
4511,136.0,-14.632,450.0
4512,139.0,-14.623,450.0
4513,138.0,-14.613,443.0
4514,138.0,-14.603,441.0
4515,138.0,-14.569,447.0
4516,138.0,-14.54,446.0
4517,139.0,-14.51,442.0
4518,140.0,-14.462,448.0
4519,140.0,-14.447,457.0
4520,139.0,-14.437,456.0
4521,140.0,-14.452,453.0
4522,141.0,-14.442,450.0
4523,140.0,-14.457,452.0
4524,139.0,-14.52,453.0
4525,141.0,-14.496,457.0
4526,141.0,-14.486,459.0
4527,140.0,-14.496,455.0
4528,141.0,-14.52,454.0
4529,140.0,-14.505,456.0
4530,141.0,-14.54,454.0
4531,142.0,-14.52,446.0
4532,140.0,-14.476,447.0
4533,141.0,-14.422,454.0
4534,141.0,-14.418,457.0
4535,140.0,-14.408,461.0
4536,141.0,-14.393,462.0
4537,141.0,-14.408,464.0
4538,140.0,-14.379,469.0
4539,141.0,-14.339,468.0
4540,141.0,-14.335,462.0
4541,140.0,-14.325,461.0
4542,142.0,-14.32,461.0
4543,140.0,-14.335,462.0
4544,141.0,-14.33,464.0
4545,140.0,-14.339,468.0
4546,141.0,-14.349,469.0
4547,141.0,-14.379,470.0
4548,142.0,-14.374,465.0
4549,140.0,-14.359,458.0
4550,141.0,-14.383,460.0
4551,140.0,-14.383,463.0
4552,140.0,-14.398,458.0
4553,140.0,-14.408,456.0
4554,141.0,-14.418,458.0
4555,140.0,-14.379,456.0
4556,141.0,-14.383,460.0
4557,140.0,-14.369,463.0
4558,140.0,-14.339,459.0
4559,142.0,-14.305,454.0
4560,141.0,-14.315,452.0
4561,141.0,-14.359,449.0
4562,143.0,-14.325,447.0
4563,142.0,-14.354,447.0
4564,142.0,-14.374,450.0
4565,144.0,-14.388,448.0
4566,144.0,-14.388,448.0
4567,143.0,-14.364,447.0
4568,144.0,-14.32,448.0
4569,142.0,-14.33,450.0
4570,143.0,-14.344,445.0
4571,144.0,-14.369,447.0
4572,143.0,-14.374,449.0
4573,144.0,-14.354,448.0
4574,142.0,-14.344,446.0
4575,143.0,-14.398,447.0
4576,142.0,-14.418,448.0
4577,143.0,-14.413,451.0
4578,141.0,-14.393,453.0
4579,142.0,-14.379,453.0
4580,141.0,-14.398,449.0
4581,140.0,-14.383,447.0
4582,141.0,-14.383,450.0
4583,141.0,-14.369,451.0
4584,140.0,-14.379,448.0
4585,141.0,-14.379,450.0
4586,140.0,-14.359,451.0
4587,139.0,-14.379,452.0
4588,141.0,-14.393,450.0
4589,139.0,-14.379,451.0
4590,140.0,-14.379,455.0
4591,139.0,-14.388,459.0
4592,140.0,-14.437,457.0
4593,139.0,-14.491,456.0
4594,140.0,-14.496,455.0
4595,138.0,-14.486,452.0
4596,139.0,-14.535,452.0
4597,139.0,-14.51,454.0
4598,139.0,-14.545,441.0
4599,140.0,-14.559,431.0
4600,139.0,-14.574,437.0
4601,138.0,-14.618,445.0
4602,140.0,-14.598,447.0
4603,138.0,-14.584,446.0
4604,139.0,-14.574,442.0
4605,139.0,-14.554,445.0
4606,140.0,-14.559,447.0
4607,139.0,-14.589,440.0
4608,140.0,-14.589,440.0
4609,139.0,-14.574,446.0
4610,139.0,-14.593,450.0
4611,139.0,-14.579,450.0
4612,140.0,-14.584,450.0
4613,139.0,-14.559,448.0
4614,139.0,-14.579,449.0
4615,141.0,-14.569,445.0
4616,139.0,-14.559,446.0
4617,141.0,-14.584,446.0
4618,139.0,-14.525,440.0
4619,139.0,-14.559,440.0
4620,140.0,-14.554,441.0
4621,139.0,-14.545,436.0
4622,140.0,-14.569,430.0
4623,139.0,-14.574,439.0
4624,140.0,-14.545,446.0
4625,138.0,-14.569,446.0
4626,140.0,-14.574,445.0
4627,140.0,-14.574,445.0
4628,140.0,-14.564,443.0
4629,138.0,-14.598,444.0
4630,140.0,-14.608,449.0
4631,138.0,-14.618,452.0
4632,140.0,-14.618,454.0
4633,138.0,-14.613,450.0
4634,139.0,-14.632,445.0
4635,137.0,-14.662,445.0
4636,137.0,-14.652,447.0
4637,138.0,-14.652,445.0
4638,137.0,-14.662,444.0
4639,137.0,-14.701,444.0
4640,137.0,-14.74,443.0
4641,137.0,-14.72,438.0
4642,138.0,-14.686,440.0
4643,138.0,-14.686,445.0
4644,138.0,-14.652,448.0
4645,137.0,-14.637,451.0
4646,137.0,-14.662,455.0
4647,138.0,-14.647,455.0
4648,138.0,-14.628,457.0
4649,138.0,-14.584,459.0
4650,138.0,-14.598,460.0
4651,139.0,-14.574,453.0
4652,137.0,-14.559,450.0
4653,139.0,-14.549,452.0
4654,138.0,-14.574,452.0
4655,138.0,-14.603,453.0
4656,138.0,-14.598,448.0
4657,137.0,-14.598,443.0
4658,139.0,-14.593,436.0
4659,138.0,-14.559,439.0
4660,137.0,-14.579,445.0
4661,138.0,-14.579,452.0
4662,138.0,-14.554,452.0
4663,137.0,-14.574,451.0
4664,136.0,-14.579,454.0
4665,137.0,-14.574,450.0
4666,138.0,-14.559,446.0
4667,136.0,-14.579,453.0
4668,137.0,-14.574,455.0
4669,137.0,-14.584,455.0
4670,136.0,-14.593,456.0
4671,138.0,-14.559,453.0
4672,136.0,-14.535,442.0
4673,137.0,-14.53,440.0
4674,137.0,-14.53,444.0
4675,136.0,-14.496,440.0
4676,137.0,-14.491,431.0
4677,136.0,-14.476,437.0
4678,137.0,-14.471,440.0
4679,136.0,-14.462,445.0
4680,136.0,-14.525,442.0
4681,137.0,-14.383,444.0
4682,137.0,-14.393,444.0
4683,137.0,-14.374,441.0
4684,137.0,-14.388,439.0
4685,138.0,-14.418,438.0
4686,138.0,-14.418,438.0
4687,136.0,-14.403,439.0
4688,138.0,-14.403,439.0
4689,138.0,-14.388,439.0
4690,138.0,-14.388,440.0
4691,137.0,-14.364,429.0
4692,138.0,-14.374,423.0
4693,137.0,-14.379,429.0
4694,138.0,-14.418,428.0
4695,137.0,-14.393,428.0
4696,138.0,-14.393,430.0
4697,138.0,-14.462,427.0
4698,137.0,-14.432,433.0
4699,139.0,-14.422,439.0
4700,138.0,-14.442,441.0
4701,139.0,-14.403,443.0
4702,139.0,-14.388,448.0
4703,139.0,-14.339,451.0
4704,141.0,-14.32,451.0
4705,140.0,-14.295,448.0
4706,141.0,-14.256,443.0
4707,143.0,-14.11,441.0
4708,143.0,-14.09,445.0
4709,143.0,-14.051,449.0
4710,144.0,-13.998,449.0
4711,144.0,-13.968,449.0
4712,143.0,-13.963,447.0
4713,145.0,-13.968,443.0
4714,144.0,-13.998,435.0
4715,145.0,-14.017,436.0
4716,144.0,-14.002,442.0
4717,146.0,-14.027,439.0
4718,145.0,-14.037,440.0
4719,145.0,-14.056,440.0
4720,146.0,-14.081,443.0
4721,144.0,-14.09,446.0
4722,145.0,-14.105,444.0
4723,145.0,-14.12,446.0
4724,144.0,-14.12,445.0
4725,143.0,-14.085,438.0
4726,143.0,-14.125,441.0
4727,144.0,-14.12,447.0
4728,142.0,-14.076,448.0
4729,141.0,-14.125,444.0
4730,142.0,-14.129,442.0
4731,142.0,-14.149,441.0
4732,139.0,-14.173,436.0
4733,141.0,-14.144,429.0
4734,139.0,-14.198,429.0
4735,139.0,-14.173,433.0
4736,138.0,-14.168,433.0
4737,138.0,-14.188,435.0
4738,138.0,-14.154,433.0
4739,138.0,-14.168,431.0
4740,137.0,-14.139,435.0
4741,137.0,-14.168,434.0
4742,138.0,-14.129,432.0
4743,136.0,-14.159,430.0
4744,137.0,-14.183,437.0
4745,136.0,-14.208,440.0
4746,137.0,-14.198,438.0
4747,136.0,-14.188,437.0
4748,136.0,-14.188,437.0
4749,138.0,-14.212,434.0
4750,136.0,-14.203,436.0
4751,137.0,-14.154,439.0
4752,136.0,-14.173,442.0
4753,136.0,-14.144,443.0
4754,135.0,-14.154,439.0
4755,137.0,-14.125,432.0
4756,135.0,-14.105,430.0
4757,135.0,-14.1,430.0
4758,136.0,-14.09,435.0
4759,135.0,-14.056,438.0
4760,135.0,-14.061,436.0
4761,136.0,-14.042,440.0
4762,135.0,-14.042,440.0
4763,136.0,-14.085,429.0
4764,135.0,-14.085,420.0
4765,136.0,-14.085,427.0
4766,136.0,-14.081,435.0
4767,134.0,-14.095,436.0
4768,136.0,-14.085,428.0
4769,134.0,-14.11,425.0
4770,134.0,-14.1,426.0
4771,134.0,-14.125,428.0
4772,136.0,-14.134,430.0
4773,136.0,-14.1,437.0
4774,136.0,-14.081,438.0
4775,137.0,-14.115,434.0
4776,135.0,-14.1,434.0
4777,136.0,-14.1,434.0
4778,137.0,-14.095,430.0
4779,138.0,-14.076,426.0
4780,138.0,-14.061,432.0
4781,138.0,-14.027,436.0
4782,139.0,-13.998,426.0
4783,139.0,-13.988,426.0
4784,140.0,-13.963,431.0
4785,140.0,-13.949,431.0
4786,141.0,-13.919,429.0
4787,142.0,-13.944,426.0
4788,142.0,-13.968,427.0
4789,141.0,-13.934,427.0
4790,141.0,-13.988,428.0
4791,141.0,-14.002,430.0
4792,142.0,-14.007,434.0
4793,143.0,-14.042,439.0
4794,142.0,-14.081,439.0
4795,142.0,-14.095,441.0
4796,140.0,-14.125,441.0
4797,142.0,-14.159,443.0
4798,140.0,-14.159,441.0
4799,139.0,-14.188,438.0
4800,139.0,-14.227,439.0
4801,138.0,-14.203,433.0
4802,139.0,-14.227,431.0
4803,139.0,-14.276,431.0
4804,138.0,-14.266,431.0
4805,136.0,-14.295,430.0
4806,136.0,-14.3,434.0
4807,135.0,-14.305,434.0
4808,135.0,-14.325,432.0
4809,135.0,-14.325,432.0
4810,135.0,-14.354,433.0
4811,136.0,-14.364,437.0
4812,135.0,-14.393,442.0
4813,135.0,-14.359,442.0
4814,134.0,-14.369,441.0
4815,134.0,-14.354,440.0
4816,134.0,-14.32,438.0
4817,134.0,-14.325,438.0
4818,134.0,-14.305,438.0
4819,133.0,-14.315,440.0
4820,134.0,-14.31,439.0
4821,134.0,-14.33,436.0
4822,133.0,-14.374,440.0
4823,134.0,-14.364,440.0
4824,135.0,-14.364,440.0
4825,133.0,-14.364,439.0
4826,134.0,-14.344,439.0
4827,134.0,-14.33,439.0
4828,135.0,-14.32,439.0
4829,134.0,-14.31,444.0
4830,134.0,-14.286,442.0
4831,135.0,-14.295,436.0
4832,135.0,-14.295,436.0
4833,136.0,-14.33,430.0
4834,134.0,-14.305,429.0
4835,134.0,-14.315,434.0
4836,134.0,-14.315,438.0
4837,135.0,-14.31,442.0
4838,136.0,-14.3,441.0
4839,136.0,-14.354,441.0
4840,134.0,-14.33,440.0
4841,134.0,-14.325,443.0
4842,134.0,-14.315,449.0
4843,135.0,-14.364,451.0
4844,135.0,-14.388,448.0
4845,133.0,-14.374,444.0
4846,134.0,-14.388,441.0
4847,134.0,-14.369,438.0
4848,134.0,-14.393,436.0
4849,134.0,-14.388,442.0
4850,133.0,-14.422,447.0
4851,132.0,-14.413,446.0
4852,132.0,-14.413,449.0
4853,133.0,-14.432,449.0
4854,134.0,-14.437,447.0
4855,134.0,-14.447,439.0
4856,133.0,-14.427,442.0
4857,134.0,-14.403,448.0
4858,134.0,-14.408,448.0
4859,133.0,-14.393,443.0
4860,133.0,-14.374,445.0
4861,134.0,-14.379,446.0
4862,133.0,-14.393,441.0
4863,133.0,-14.422,438.0
4864,133.0,-14.422,438.0
4865,134.0,-14.422,442.0
4866,132.0,-14.457,439.0
4867,132.0,-14.457,441.0
4868,134.0,-14.476,438.0
4869,134.0,-14.476,438.0
4870,134.0,-14.466,434.0
4871,133.0,-14.437,436.0
4872,133.0,-14.452,437.0
4873,132.0,-14.462,434.0
4874,134.0,-14.466,432.0
4875,134.0,-14.471,431.0
4876,133.0,-14.491,428.0
4877,132.0,-14.486,424.0
4878,133.0,-14.437,425.0
4879,133.0,-14.471,427.0
4880,134.0,-14.486,428.0
4881,133.0,-14.457,431.0
4882,133.0,-14.476,430.0
4883,134.0,-14.51,429.0
4884,133.0,-14.471,430.0
4885,133.0,-14.515,433.0
4886,134.0,-14.53,433.0
4887,134.0,-14.54,428.0
4888,134.0,-14.554,431.0
4889,135.0,-14.584,438.0
4890,134.0,-14.559,443.0
4891,134.0,-14.545,448.0
4892,134.0,-14.515,448.0
4893,136.0,-14.52,439.0
4894,136.0,-14.476,432.0
4895,136.0,-14.471,431.0
4896,134.0,-14.496,429.0
4897,134.0,-14.486,422.0
4898,136.0,-14.491,423.0
4899,136.0,-14.476,425.0
4900,136.0,-14.491,430.0
4901,134.0,-14.501,439.0
4902,136.0,-14.496,441.0
4903,136.0,-14.505,443.0
4904,134.0,-14.515,445.0
4905,134.0,-14.501,447.0
4906,134.0,-14.515,447.0
4907,135.0,-14.525,447.0
4908,135.0,-14.515,447.0
4909,133.0,-14.51,451.0
4910,135.0,-14.501,450.0
4911,134.0,-14.486,448.0
4912,133.0,-14.505,448.0
4913,135.0,-14.501,447.0
4914,134.0,-14.525,443.0
4915,133.0,-14.496,438.0
4916,132.0,-14.496,435.0
4917,133.0,-14.52,436.0
4918,134.0,-14.51,438.0
4919,133.0,-14.496,436.0
4920,134.0,-14.515,440.0
4921,133.0,-14.515,442.0
4922,133.0,-14.486,441.0
4923,133.0,-14.476,444.0
4924,133.0,-14.471,443.0
4925,132.0,-14.442,443.0
4926,133.0,-14.437,442.0
4927,134.0,-14.432,444.0
4928,134.0,-14.462,444.0
4929,134.0,-14.462,444.0
4930,134.0,-14.447,442.0
4931,133.0,-14.462,438.0
4932,132.0,-14.437,433.0
4933,133.0,-14.442,431.0
4934,133.0,-14.403,433.0
4935,135.0,-14.427,433.0
4936,135.0,-14.418,435.0
4937,133.0,-14.418,436.0
4938,133.0,-14.447,433.0
4939,134.0,-14.447,431.0
4940,133.0,-14.447,423.0
4941,133.0,-14.437,422.0
4942,134.0,-14.457,429.0
4943,133.0,-14.452,431.0
4944,133.0,-14.476,431.0
4945,134.0,-14.466,434.0
4946,134.0,-14.466,433.0
4947,133.0,-14.447,425.0
4948,134.0,-14.462,427.0
4949,134.0,-14.471,434.0
4950,134.0,-14.476,443.0
4951,134.0,-14.471,442.0
4952,134.0,-14.437,443.0
4953,133.0,-14.437,450.0
4954,134.0,-14.379,454.0
4955,133.0,-14.422,452.0
4956,134.0,-14.369,453.0
4957,133.0,-14.335,455.0
4958,134.0,-14.335,456.0
4959,133.0,-14.325,455.0
4960,134.0,-14.369,456.0
4961,135.0,-14.374,459.0
4962,135.0,-14.359,458.0
4963,134.0,-14.398,457.0
4964,134.0,-14.403,455.0
4965,134.0,-14.393,448.0
4966,135.0,-14.403,442.0
4967,134.0,-14.413,446.0
4968,133.0,-14.427,452.0
4969,134.0,-14.403,452.0
4970,133.0,-14.393,447.0
4971,135.0,-14.393,442.0
4972,135.0,-14.379,448.0
4973,133.0,-14.349,452.0
4974,132.0,-14.374,452.0
4975,132.0,-14.359,451.0
4976,133.0,-14.374,454.0
4977,134.0,-14.383,455.0
4978,132.0,-14.422,446.0
4979,133.0,-14.418,440.0
4980,133.0,-14.369,437.0
4981,134.0,-14.388,434.0
4982,134.0,-14.339,438.0
4983,134.0,-14.364,442.0
4984,134.0,-14.354,445.0
4985,133.0,-14.315,442.0
4986,133.0,-14.32,442.0
4987,133.0,-14.291,446.0
4988,133.0,-14.305,444.0
4989,133.0,-14.305,444.0
4990,134.0,-14.295,445.0
4991,135.0,-14.276,442.0
4992,135.0,-14.266,444.0
4993,136.0,-14.266,447.0
4994,136.0,-14.266,446.0
4995,136.0,-14.3,445.0
4996,137.0,-14.286,446.0
4997,137.0,-14.276,447.0
4998,137.0,-14.256,451.0
4999,137.0,-14.242,451.0
5000,136.0,-14.198,448.0
5001,137.0,-14.183,446.0
5002,136.0,-14.164,447.0
5003,136.0,-14.139,450.0
5004,136.0,-14.139,454.0
5005,138.0,-14.168,453.0
5006,138.0,-14.168,454.0
5007,138.0,-14.168,447.0
5008,139.0,-14.164,446.0
5009,139.0,-14.178,448.0
5010,139.0,-14.149,446.0
5011,139.0,-14.12,439.0
5012,138.0,-14.125,439.0
5013,139.0,-14.105,446.0
5014,139.0,-14.105,451.0
5015,138.0,-14.081,452.0
5016,139.0,-14.071,449.0
5017,138.0,-14.051,442.0
5018,139.0,-14.032,439.0
5019,138.0,-14.027,442.0
5020,138.0,-14.042,440.0
5021,139.0,-14.027,436.0
5022,138.0,-14.032,433.0
5023,139.0,-14.071,433.0
5024,139.0,-14.1,437.0
5025,139.0,-14.081,438.0
5026,140.0,-14.09,440.0
5027,139.0,-14.1,443.0
5028,139.0,-14.115,442.0
5029,140.0,-14.129,449.0
5030,140.0,-14.09,454.0
5031,138.0,-14.12,454.0
5032,138.0,-14.12,456.0
5033,138.0,-14.134,459.0
5034,139.0,-14.164,456.0
5035,138.0,-14.159,459.0
5036,138.0,-14.159,458.0
5037,138.0,-14.129,459.0
5038,137.0,-14.159,460.0
5039,138.0,-14.168,466.0
5040,137.0,-14.173,473.0
5041,138.0,-14.164,476.0
5042,137.0,-14.164,474.0
5043,138.0,-14.168,475.0
5044,137.0,-14.183,467.0
5045,138.0,-14.178,458.0
5046,138.0,-14.217,453.0
5047,138.0,-14.227,453.0
5048,137.0,-14.193,452.0
5049,137.0,-14.242,451.0
5050,137.0,-14.242,451.0
5051,138.0,-14.217,446.0
5052,138.0,-14.256,438.0
5053,139.0,-14.242,436.0
5054,139.0,-14.237,438.0
5055,139.0,-14.227,439.0
5056,139.0,-14.193,439.0
5057,139.0,-14.193,434.0
5058,139.0,-14.193,430.0
5059,140.0,-14.188,431.0
5060,140.0,-14.173,430.0
5061,139.0,-14.164,433.0
5062,139.0,-14.149,434.0
5063,138.0,-14.173,440.0
5064,138.0,-14.144,440.0
5065,140.0,-14.178,439.0
5066,139.0,-14.188,435.0
5067,139.0,-14.168,435.0
5068,138.0,-14.212,439.0
5069,138.0,-14.198,441.0
5070,138.0,-14.227,439.0
5071,139.0,-14.208,439.0
5072,139.0,-14.217,444.0
5073,140.0,-14.208,442.0
5074,139.0,-14.178,446.0
5075,140.0,-14.178,451.0
5076,140.0,-14.154,448.0
5077,140.0,-14.12,449.0
5078,139.0,-14.1,449.0
5079,139.0,-14.125,444.0
5080,138.0,-14.139,446.0
5081,138.0,-14.134,450.0
5082,138.0,-14.125,445.0
5083,138.0,-14.154,443.0
5084,138.0,-14.159,442.0
5085,138.0,-14.188,439.0
5086,138.0,-14.242,441.0
5087,140.0,-14.242,450.0
5088,139.0,-14.237,453.0
5089,140.0,-14.261,450.0
5090,139.0,-14.237,444.0
5091,140.0,-14.247,440.0
5092,139.0,-14.247,438.0
5093,139.0,-14.261,438.0
5094,139.0,-14.247,444.0
5095,139.0,-14.247,446.0
5096,138.0,-14.281,451.0
5097,138.0,-14.286,450.0
5098,138.0,-14.232,449.0
5099,138.0,-14.261,449.0
5100,138.0,-14.203,444.0
5101,138.0,-14.193,437.0
5102,138.0,-14.212,439.0
5103,138.0,-14.188,443.0
5104,138.0,-14.232,446.0
5105,138.0,-14.237,446.0
5106,137.0,-14.247,445.0
5107,137.0,-14.266,447.0
5108,137.0,-14.247,447.0
5109,137.0,-14.256,450.0
5110,137.0,-14.276,445.0
5111,137.0,-14.276,445.0
5112,136.0,-14.271,440.0
5113,136.0,-14.32,440.0
5114,136.0,-14.335,443.0
5115,137.0,-14.339,440.0
5116,137.0,-14.466,437.0
5117,136.0,-14.427,441.0
5118,136.0,-14.462,449.0
5119,136.0,-14.437,454.0
5120,136.0,-14.437,448.0
5121,134.0,-14.442,448.0
5122,135.0,-14.432,447.0
5123,135.0,-14.545,447.0
5124,136.0,-14.598,449.0
5125,136.0,-14.589,444.0
5126,134.0,-14.589,442.0
5127,134.0,-14.574,444.0
5128,135.0,-14.569,443.0
5129,136.0,-14.569,442.0
5130,135.0,-14.564,438.0
5131,135.0,-14.554,447.0
5132,136.0,-14.545,454.0
5133,135.0,-14.554,453.0
5134,137.0,-14.545,449.0
5135,137.0,-14.559,446.0
5136,135.0,-14.574,437.0
5137,135.0,-14.584,437.0
5138,136.0,-14.593,443.0
5139,137.0,-14.584,444.0
5140,136.0,-14.593,440.0
5141,136.0,-14.657,437.0
5142,135.0,-14.701,438.0
5143,136.0,-14.74,435.0
5144,136.0,-14.701,440.0
5145,135.0,-14.701,443.0
5146,135.0,-14.672,444.0
5147,135.0,-14.667,433.0
5148,135.0,-14.642,422.0
5149,135.0,-14.696,428.0
5150,136.0,-14.701,441.0
5151,135.0,-14.667,445.0
5152,135.0,-14.657,449.0
5153,136.0,-14.657,449.0
5154,136.0,-14.657,454.0
5155,134.0,-14.623,461.0
5156,134.0,-14.642,465.0
5157,135.0,-14.647,461.0
5158,136.0,-14.603,467.0
5159,135.0,-14.628,466.0
5160,136.0,-14.618,462.0
5161,135.0,-14.618,454.0
5162,136.0,-14.564,452.0
5163,138.0,-14.545,451.0
5164,137.0,-14.545,443.0
5165,137.0,-14.486,447.0
5166,137.0,-14.496,448.0
5167,138.0,-14.442,445.0
5168,138.0,-14.457,445.0
5169,139.0,-14.442,448.0
5170,139.0,-14.442,444.0
5171,139.0,-14.442,444.0
5172,137.0,-14.437,443.0
5173,138.0,-14.422,446.0
5174,138.0,-14.393,446.0
5175,139.0,-14.408,443.0
5176,140.0,-14.374,437.0
5177,138.0,-14.398,435.0
5178,139.0,-14.393,443.0
5179,139.0,-14.359,447.0
5180,140.0,-14.31,448.0
5181,140.0,-14.305,450.0
5182,139.0,-14.295,443.0
5183,138.0,-14.291,437.0
5184,138.0,-14.256,440.0
5185,138.0,-14.227,442.0
5186,138.0,-14.232,445.0
5187,138.0,-14.222,449.0
5188,140.0,-14.193,451.0
5189,138.0,-14.208,448.0
5190,138.0,-13.631,449.0
5191,139.0,-13.602,449.0
5192,141.0,-13.573,445.0
5193,141.0,-13.495,448.0
5194,140.0,-13.485,452.0
5195,141.0,-13.485,445.0
5196,141.0,-13.47,445.0
5197,141.0,-13.451,443.0
5198,142.0,-13.426,439.0
5199,143.0,-13.411,434.0
5200,141.0,-13.451,423.0
5201,142.0,-13.499,414.0
5202,141.0,-13.495,412.0
5203,142.0,-13.548,413.0
5204,143.0,-13.573,418.0
5205,141.0,-13.543,420.0
5206,142.0,-13.519,422.0
5207,143.0,-13.504,424.0
5208,143.0,-13.524,436.0
5209,142.0,-13.475,442.0
5210,143.0,-13.455,443.0
5211,143.0,-13.431,442.0
5212,145.0,-13.421,440.0
5213,143.0,-13.421,444.0
5214,145.0,-13.421,447.0
5215,144.0,-13.407,445.0
5216,144.0,-13.421,439.0
5217,145.0,-13.451,432.0
5218,143.0,-13.426,433.0
5219,144.0,-13.46,435.0
5220,145.0,-13.465,437.0
5221,144.0,-13.402,435.0
5222,145.0,-13.416,430.0
5223,144.0,-13.431,427.0
5224,145.0,-13.451,428.0
5225,145.0,-13.465,426.0
5226,145.0,-13.46,431.0
5227,143.0,-13.514,431.0
5228,144.0,-13.46,430.0
5229,145.0,-13.485,430.0
5230,143.0,-13.514,431.0
5231,143.0,-13.587,427.0
5232,143.0,-13.587,427.0
5233,144.0,-13.617,422.0
5234,143.0,-13.617,420.0
5235,142.0,-13.636,429.0
5236,142.0,-13.636,441.0
5237,144.0,-13.656,451.0
5238,141.0,-13.636,453.0
5239,142.0,-13.626,456.0
5240,141.0,-13.656,462.0
5241,141.0,-13.675,461.0
5242,142.0,-13.695,456.0
5243,141.0,-13.709,452.0
5244,141.0,-13.675,457.0
5245,142.0,-13.665,461.0
5246,141.0,-13.695,461.0
5247,141.0,-13.68,459.0
5248,142.0,-13.656,464.0
5249,142.0,-13.626,462.0
5250,142.0,-13.626,454.0
5251,142.0,-13.338,446.0
