,Iron_ore_mix_ratio,coke_ratio,quick_lime,returning_sinter,light_burning,second_water,bed_depth,trolley_speed,flue_temp,ignition_temp,pressure_flue,BRP,BTP
144,0.5839862879529873,0.0457068233757753,0.061296114920013,0.2732615083251714,0.0357492654260529,6.132,719.495,2.369,148.0,845.0,517.216,69.61972051652442,86.82195686622383
145,0.5892068683565004,0.0484873262469337,0.0611610793131643,0.2645952575633687,0.0365494685200327,6.22,740.09,2.354,150.0,833.0,526.984,67.31585377863418,88.11995292322857
146,0.5923393739703459,0.0474464579901153,0.0607907742998352,0.2620263591433278,0.0373970345963756,6.267,753.683,2.359,151.0,824.0,525.031,66.24720859087853,88.35437958718546
147,0.5900882328688052,0.0479096231549435,0.0624226931640141,0.2621423270388389,0.0374371237733982,5.963,769.556,2.358,153.0,819.0,529.915,64.73778960417037,87.49500310645104
148,0.5910010520352836,0.045965849316177,0.061018046451404,0.2660840009711094,0.0359310512260257,5.766,777.941,2.357,153.0,824.0,515.263,67.44942583610872,85.9188933658952
149,0.5884257385673817,0.0459732901659247,0.0611898016997167,0.268069607446378,0.0363415621205989,6.055,759.544,2.359,155.0,827.0,526.984,68.5188077411497,86.10076594195233
150,0.5858089860054014,0.0476307390130125,0.0615434978312464,0.2682707259186513,0.0367460512316883,6.0,752.218,2.359,156.0,840.0,509.402,64.51288355876363,88.65571084074362
151,0.5925805136567468,0.046799836934366,0.0609865470852018,0.2630248675091725,0.0366082348145128,6.143,757.835,2.361,158.0,840.0,470.33,68.86235211377428,86.84503507650206
152,0.5907014681892333,0.0462479608482871,0.0631321370309951,0.2633768352365416,0.0365415986949429,6.055,744.892,2.358,158.0,839.0,471.306,65.06623476340303,88.92354876534269
154,0.591303635768097,0.0474123812643301,0.0623157549950868,0.2619554536521454,0.0370127743203406,5.729,754.579,2.36,160.0,813.0,478.144,64.36548783502353,86.0106075473132
155,0.5941066947300251,0.0463045414069456,0.0624139885048166,0.2607463773982029,0.0364283979600097,6.04,737.322,2.358,160.0,800.0,472.283,65.46594800864514,85.82833348123934
156,0.586413748378729,0.0477464332036316,0.0627431906614786,0.2673476005188068,0.035749027237354,5.806,732.438,2.362,160.0,801.0,485.958,64.67593583951022,86.99500149485445
157,0.5909828089523191,0.0461401232565682,0.0628446318520921,0.2641096334738891,0.0359228024651313,5.916,792.674,2.357,158.0,810.0,481.074,64.07650880981483,87.97570746756716
160,0.5919716266322747,0.0454618732871191,0.062711591165565,0.2646300177333548,0.0352248911816862,5.762,741.066,2.364,158.0,849.0,471.306,59.42561053389429,87.49500087607022
161,0.5903051181102362,0.0478182414698162,0.0637303149606299,0.260990813648294,0.0371555118110236,5.945,728.938,2.351,156.0,849.0,446.886,60.00820750118579,86.62000515623724
162,0.5790213258389816,0.0477764919821458,0.0643081501074557,0.2713671681269631,0.0375268639444536,5.718,751.323,2.356,155.0,832.0,458.608,64.77542220156194,86.0106269046722
163,0.5843923101987618,0.0461876832844574,0.0641088302378624,0.2688172043010752,0.0364939719778429,6.073,739.845,2.355,155.0,816.0,449.817,69.10770336345261,86.39500006740877
164,0.5888761467889908,0.0466087811271297,0.0632372214941022,0.2644167758846658,0.0368610747051114,5.905,742.613,2.359,155.0,820.0,434.188,69.26465794792756,88.38787380358788
166,0.5850097339390006,0.0460739779364049,0.0622972096041531,0.2701168072680077,0.0365022712524334,5.927,735.287,2.355,153.0,833.0,460.562,67.97888640255717,88.89206065793812
167,0.5933817594834544,0.0468926553672316,0.0619047619047618,0.2616626311541565,0.0361581920903954,6.0,759.544,2.353,150.0,838.0,435.165,67.40730165001555,87.49499688782878
168,0.5929030682835518,0.0467160413445104,0.062179539350533,0.2622283714494995,0.0359729795719052,5.941,774.685,2.358,150.0,847.0,445.91,70.43959821942693,86.12000621839913
169,0.5846443788921666,0.0484267453294001,0.0637495902982628,0.2669616519174041,0.0362176335627663,5.725,743.59,2.355,149.0,861.0,425.397,71.90601601681085,86.3491759952436
170,0.5814565181653789,0.0466874897254644,0.0631267466710504,0.2720697024494493,0.0366595429886569,5.897,783.232,2.356,147.0,860.0,426.374,71.93170389220795,86.79647249371696
171,0.5880012989121611,0.0455431076473453,0.0629160578015911,0.2683065432700113,0.035232992368891,6.022,770.859,2.353,146.0,847.0,423.443,71.76849607824494,87.21272524712603
172,0.5919358756376002,0.0474455509675329,0.0620192696947615,0.2625698324022346,0.0360294712978706,6.128,750.02,2.354,147.0,846.0,428.327,72.36089814535988,86.90676770457677
173,0.5930470347648262,0.047361963190184,0.0620040899795501,0.2610224948875256,0.0365644171779141,6.0,800.57,2.354,145.0,860.0,432.234,70.72257883395176,87.80750425613502
174,0.5875972843185958,0.0465308825964563,0.0623447590660705,0.2661036595462825,0.0374234144725948,6.238,751.241,2.353,144.0,872.0,436.142,66.60015480331624,88.65574269964488
175,0.5892129705067622,0.0464396284829721,0.0608603552224213,0.2669056542284504,0.0365813915593938,6.216,760.765,2.306,145.0,879.0,439.072,66.66431066102656,87.18247775742351
176,0.5866817887232664,0.0472294232015554,0.0601101749837977,0.2696856772521062,0.0362929358392741,6.165,781.034,2.3,145.0,885.0,428.327,70.62000000000076,85.7450031302545
177,0.5882783287270363,0.0462526418468541,0.061534709803284,0.267761339619574,0.0361729800032515,6.0,754.253,2.306,144.0,886.0,435.165,69.08529732579585,86.40802660910248
178,0.5875232023242676,0.0465660560083931,0.0614962472762488,0.2679364054555726,0.0364780889355177,5.989,776.638,2.306,142.0,873.0,420.513,70.4777900148923,86.2449875453542
179,0.590775269872424,0.0465325482499182,0.0629702322538436,0.2630029440628066,0.0367190055610075,5.718,749.451,2.305,142.0,847.0,447.863,70.85854405736491,86.64678161437277
180,0.5861244019138755,0.0478468899521531,0.0636033657812242,0.2661277016993895,0.0362976406533575,6.11,763.533,2.308,142.0,830.0,468.376,70.06202368124781,87.38628623982599
181,0.5911484040802896,0.0469726883843369,0.0633432050016452,0.2620105297795327,0.0365251727541954,5.681,748.881,2.309,141.0,817.0,458.608,67.10630593674037,87.65125326071414
182,0.5863978183621189,0.0462771671762664,0.064870671845302,0.2664242624576482,0.0360300801586645,5.963,757.591,2.311,141.0,807.0,474.237,68.77444847881077,86.24499001764964
183,0.5878807892347064,0.0475522166267646,0.0634855114339965,0.2638487575332287,0.0372327251713035,6.088,767.44,2.307,143.0,788.0,468.376,71.58272394313181,85.80382051660196
184,0.5903080082135524,0.0478850102669404,0.0638193018480492,0.2610266940451745,0.0369609856262833,5.963,751.16,2.306,142.0,778.0,473.26,69.4749654675797,86.89717452711706
185,0.5910898320214234,0.0462549703805891,0.0637020206118639,0.2625172441775542,0.0364359328085693,5.978,778.836,2.307,142.0,782.0,473.26,69.56940565685726,86.39499059969692
186,0.5899534585138823,0.0450168512277323,0.0621890547263681,0.2669715936446798,0.0358690418873375,6.194,762.882,2.293,143.0,789.0,504.518,70.16241458684239,86.24498714054184
187,0.5884773662551441,0.0456709432744291,0.0625353021867183,0.2673283305091584,0.0359880577745501,6.165,782.092,2.308,144.0,799.0,492.796,69.84527562204367,86.67766533388733
188,0.5868307391410642,0.0464509819900578,0.0631570369163067,0.2668894140656833,0.0366718278868877,5.952,790.883,2.301,144.0,800.0,490.842,67.81463302635244,87.62658425728989
189,0.58973938698574,0.0484346828388788,0.0623668251106375,0.2625799049336174,0.036879200131126,6.143,768.091,2.303,144.0,803.0,488.889,69.53169225711072,86.84499916390449
190,0.5843063607414062,0.0465420102882338,0.0627092349146729,0.2697803543724994,0.0366620396831877,6.0,794.465,2.308,145.0,799.0,480.098,69.53169225711072,86.84499916390449
191,0.5889098206241298,0.0473421246621345,0.0622491604554017,0.2652141862560406,0.0362847080022933,5.879,780.871,2.302,145.0,791.0,481.074,68.6283044492076,87.09724518290456
192,0.5874579331855866,0.0480177296232455,0.0630386604284659,0.2652056143806944,0.0362800623820077,6.128,781.848,2.307,146.0,783.0,484.982,69.06856541432683,86.71375215241507
193,0.5911121943293526,0.0466325452920627,0.0624746120724673,0.2643594118124949,0.0354212364936225,5.934,795.035,2.306,148.0,785.0,482.051,69.49759695543408,86.38927347452584
194,0.5923120775307436,0.0470722371528626,0.0630344490593696,0.2615033797540516,0.0360778565029725,5.989,760.195,2.303,148.0,784.0,486.935,65.17791452996819,88.12004046673626
195,0.5897999023914104,0.0470148039694159,0.062225475841874,0.2645192776964372,0.0364405401008622,5.725,795.116,2.312,148.0,787.0,490.842,65.81936606144677,86.46556768844074
196,0.5848534201954397,0.0458469055374592,0.062214983713355,0.2706840390879478,0.036400651465798,6.037,772.65,2.31,148.0,797.0,487.912,66.65052994901588,86.24497388135875
