,Iron_ore_mix_ratio,coke_ratio,quick_lime,returning_sinter,light_burning,second_water,bed_depth,trolley_speed,flue_temp,ignition_temp,pressure_flue,BRP,BTP
6218,0.7179953521269071,0.0611296352430029,0.0789128018591492,0.0916439325047994,0.0503182782661412,6.355,764.998,2.403,157.0,892.0,451.77,62.99655146775768,87.39878824015258
6219,0.718131030980193,0.0631792788217369,0.0791264601320467,0.089080751650584,0.0504824784154393,6.571,723.728,2.399,157.0,894.0,485.958,63.62552553660983,86.24500055071685
6220,0.6560120334680831,0.0562188587007614,0.0731409231926295,0.1686565761022845,0.0459716085362414,6.363,742.043,2.409,155.0,896.0,477.167,62.8369828294429,86.24498673487128
6221,0.6114371960422605,0.0518195539158141,0.0641455643132651,0.2309240315277544,0.0416736542009055,6.575,732.194,2.443,154.0,905.0,486.935,66.39144024594745,86.05749982263026
6222,0.6054605207718885,0.0513187831802477,0.064295946743069,0.2365382994859695,0.0423864498188253,6.527,728.856,2.457,156.0,894.0,501.587,67.09858307770382,86.80752726673258
6223,0.6066840204887061,0.0513057351582836,0.0638172810479469,0.2364598203039718,0.0417331430010916,6.388,736.589,2.455,155.0,883.0,493.773,63.08915459632551,88.43250394348401
6225,0.613960730040654,0.0513796384395813,0.0658247556439754,0.2262780036329037,0.0425568722428855,6.399,742.287,2.455,154.0,881.0,511.355,61.87000000000101,85.95654718568554
6226,0.6180904522613065,0.054063420551031,0.0671460752036042,0.2169468029804193,0.0437532490036388,6.473,730.729,2.457,153.0,887.0,534.799,65.98559029830442,86.04761960624568
6227,0.6194353022691841,0.0530919799064611,0.0666897626883769,0.2176511345920665,0.0431318205439113,6.579,765.649,2.456,153.0,904.0,517.216,65.7705439233494,86.4533357170373
6228,0.6284548005782805,0.0537460668424185,0.064801428692916,0.211667658814525,0.0413300450718598,6.462,746.357,2.458,152.0,904.0,521.123,61.18378335732728,87.6086463028175
6229,0.6220371006526967,0.0532463071109584,0.0669014084507042,0.2148746135348677,0.0429405702507729,6.509,748.962,2.451,152.0,899.0,508.425,63.20302526396684,85.74499919895425
6230,0.6175087108013938,0.0533101045296167,0.0671602787456445,0.2181184668989547,0.0439024390243902,6.557,740.008,2.459,151.0,908.0,523.077,63.68459981493661,85.54187619666612
6231,0.6253567413301045,0.0533598547089855,0.0673700596730952,0.2115367984087174,0.0423765458790971,6.608,737.241,2.456,152.0,907.0,530.891,65.09926581930016,85.25817702398885
6232,0.6276328334922423,0.052353298084424,0.067955274334749,0.2100199358585421,0.0420386582300424,6.615,743.915,2.46,151.0,901.0,522.1,67.38122973698151,85.46374879047698
6233,0.6232990957773681,0.0539022034939864,0.0678605916951979,0.2109560179088754,0.043982091124572,6.524,737.485,2.445,152.0,897.0,520.147,66.24894361014742,86.05749775523148
6234,0.6262555681718928,0.0536291379159751,0.0677788453140012,0.2087518560572975,0.0435845925408332,6.784,752.3,2.451,152.0,909.0,534.799,68.38975713242053,86.09505433706717
6235,0.6300663871418588,0.052498252969951,0.0655136268343815,0.2080712788259958,0.0438504542278127,6.685,737.973,2.457,152.0,939.0,542.613,68.48534880962369,86.89717452711706
6236,0.6257212799440462,0.0548172757475083,0.0660080433642245,0.2103514600454624,0.0431019408987585,6.546,737.078,2.442,152.0,959.0,542.613,67.00795676968805,87.70335035612929
6238,0.6240515263808012,0.0544379742368096,0.0672313393329804,0.210428798305982,0.0438503617434268,6.451,751.486,2.454,154.0,944.0,535.775,62.491875203099625,86.53345758904209
6243,0.6253531073446327,0.0542019774011299,0.0681497175141242,0.2083333333333333,0.0439618644067796,6.799,774.278,2.444,158.0,963.0,537.729,62.85964269246929,85.70928474087394
6247,0.6317446436379536,0.0525579361609094,0.0675994752951464,0.2042850896370791,0.0438128552689112,6.546,800.0,2.478,160.0,1004.0,546.52,67.71485054411784,85.19499934443947
6253,0.6384364820846905,0.05361387446078,0.0677876573642045,0.1973765296240866,0.0427854564662382,6.465,759.707,2.504,162.0,939.0,533.822,64.05357449229223,84.78666384601614
6257,0.6338040600176522,0.0541924095322153,0.0669902912621359,0.2027360988526036,0.0422771403353927,6.502,742.939,2.503,164.0,956.0,547.497,55.79374554478301,87.18248744416078
6258,0.62779991146525,0.0561310314298362,0.0655157149181053,0.2063745019920318,0.0441788401947764,6.56,753.928,2.503,163.0,954.0,550.427,60.00093419807989,86.9267941498257
6259,0.6262749542324122,0.0543980472495859,0.0676488536308953,0.2081771423589922,0.0435010025281143,6.692,750.916,2.457,164.0,947.0,543.59,65.47200560021555,86.66168074075584
6260,0.6280790321176778,0.0545739402907128,0.0665854295413003,0.2075028287927582,0.0432587692575507,6.681,724.786,2.452,162.0,943.0,543.59,65.06839474291478,87.65121809852795
6262,0.6244359904450146,0.0554719985844466,0.0677696186853047,0.2079978766699106,0.0443245156153233,6.473,742.206,2.447,162.0,933.0,553.358,65.42349867276681,87.88565852590432
6263,0.6283682963223031,0.0556482050381813,0.0673220398490301,0.2046870885631528,0.0439743702273325,6.516,734.717,2.453,163.0,927.0,560.195,68.63825388207054,87.3863146554103
6266,0.6294986294102042,0.0550888672738526,0.0692368909717923,0.2018746131399769,0.0443009992041736,6.403,749.288,2.505,161.0,917.0,555.311,63.39206910805129,87.04854160486471
6267,0.6261498615700634,0.0565329999106903,0.069214968295079,0.2033580423327677,0.0447441278913994,6.418,730.159,2.51,159.0,910.0,532.845,66.57444978616594,87.03446495178963
6271,0.634690009926902,0.0561321180398881,0.0698492915801823,0.194206299070481,0.0451222813825467,6.685,742.939,2.504,157.0,889.0,595.36,67.22653027300518,84.57833896235343
6272,0.6406054092781659,0.0563317212967938,0.068332437757478,0.1902203116603976,0.0445101200071646,6.59,755.067,2.46,157.0,887.0,605.128,67.9104266312362,85.41165713964338
6273,0.6404656619438679,0.0553199169750022,0.0677736666365851,0.1914087176247631,0.0450320368197816,6.63,740.822,2.451,156.0,896.0,601.221,64.78158876381968,86.90676106919881
6274,0.6372732958098812,0.055927812025373,0.0687036540695077,0.1929777539533637,0.0451174841418743,6.495,760.114,2.462,155.0,903.0,605.128,65.69223580025094,87.28666784735475
6275,0.6421691045308598,0.0557438458794149,0.0661790938280414,0.1916696396717802,0.0442383160899036,6.604,766.463,2.456,155.0,907.0,602.198,63.35471579749283,88.84112746267846
6277,0.6411168415436599,0.0556642361728614,0.0665125377912146,0.1918904499377556,0.0448159345545082,6.385,760.602,2.401,155.0,939.0,614.896,68.25042436429072,86.39500171629999
6281,0.639513191791774,0.0557875099937816,0.0686683841165496,0.1912587723194456,0.0447721417784489,6.286,763.614,2.403,153.0,962.0,618.803,66.70812885442717,87.70331037808452
6282,0.6389552899513059,0.0557768924302788,0.0685258964143426,0.1926516157591855,0.0440903054448871,6.278,743.346,2.413,154.0,956.0,607.082,65.46099929022976,87.6512495993655
6283,0.645158488927486,0.054190186712983,0.0662613981762918,0.1907946157186279,0.0435953104646113,6.502,719.74,2.404,153.0,945.0,613.919,58.74720078608477,88.32835302274403
6284,0.6372923514257796,0.0557875099937816,0.0688460513458292,0.1937461135293595,0.04432797370525,6.509,741.88,2.404,154.0,932.0,621.734,63.21478886332234,86.24503410334599
6285,0.639179872862387,0.0550631211388665,0.0667920136090966,0.1950935625391709,0.043871429850479,6.44,733.578,2.406,155.0,926.0,628.571,56.41087276508672,88.11996812446866
6286,0.628649386084584,0.0572987721691678,0.0709413369713506,0.1989995452478399,0.0441109595270577,6.139,760.684,2.45,155.0,915.0,630.525,58.86621716251841,85.90402323629618
6287,0.6346631205673758,0.0562943262411347,0.0699468085106383,0.1945921985815603,0.0445035460992907,6.117,764.754,2.455,157.0,913.0,634.432,65.05663196305001,85.30748719442308
6288,0.6410099598112878,0.0541673947230473,0.0681460772322208,0.1925563515638651,0.0441202166695788,6.147,751.893,2.455,158.0,913.0,630.525,64.93642689006388,85.85027748950984
6289,0.6337888868908469,0.056015105196907,0.0693220643769106,0.1963675597914044,0.0445063837439309,6.183,765.568,2.452,159.0,933.0,636.386,65.22896993395742,86.24502370422897
6290,0.6396531894187384,0.0551181102362204,0.0664425373794567,0.1941077590020348,0.0446784039635494,6.179,798.942,2.455,161.0,953.0,630.525,66.42461777214709,86.99502340270398
6294,0.6380346412159774,0.0550547896783315,0.0689289501590668,0.1936196535878402,0.044361965358784,6.176,731.95,2.455,162.0,967.0,634.432,42.79513665154012,86.24494874592811
6296,0.6385606397156819,0.0549089293647267,0.0677032430031097,0.1946690359840071,0.0441581519324744,6.114,810.501,2.459,164.0,939.0,611.966,49.34807692100365,84.99498748186353
6297,0.6397636058922114,0.0563641174913998,0.0668607215312693,0.1942312781159036,0.0427802769692158,6.168,816.931,2.459,164.0,932.0,616.85,49.21682054659738,84.99499872402195
6298,0.6346393588601958,0.0557435440783615,0.0681211041852181,0.1968833481745324,0.0446126447016918,6.245,786.325,2.609,166.0,953.0,608.059,46.14858180215373,85.49501640909756
6299,0.6357538901806475,0.0560722589876587,0.0690395278125559,0.1945090323734573,0.0446252906456805,6.201,717.135,2.61,165.0,983.0,613.919,53.629010309281554,84.83870577098055
6300,0.6379803395889186,0.0563002680965147,0.0685433422698838,0.193118856121537,0.0440571939231456,6.249,692.877,2.404,165.0,1020.0,612.943,23.804403229951387,86.24507004251397
6301,0.6408687943262411,0.0543439716312056,0.0697695035460993,0.1917553191489362,0.0432624113475177,6.099,738.95,2.402,163.0,1006.0,613.919,60.336766795483776,85.09115528592844
6302,0.6410210955504343,0.0566388938131537,0.0663889381315369,0.1918985995390888,0.0440524729657862,6.062,746.602,2.406,165.0,933.0,610.989,60.846552380429344,85.66808876670764
6303,0.6299982069212839,0.0552268244575936,0.0711852250313788,0.198583467814237,0.0450062757755065,6.154,747.171,2.403,163.0,891.0,614.896,59.00843768798355,85.90402323629618
6304,0.6365958946348339,0.0561184036648753,0.0678354330014976,0.1967227557043432,0.0427275129944498,6.136,759.381,2.412,163.0,900.0,610.012,64.59174519842169,85.62000444231317
6305,0.6321777300008958,0.0555406252799426,0.0706799247514109,0.1970796380901191,0.0445220818776314,6.256,741.473,2.402,162.0,913.0,611.966,61.64910740200201,86.24496586327635
6306,0.6368621208101175,0.0562483417352082,0.0698682232245511,0.1932431237286636,0.0437781905014592,6.179,756.288,2.408,159.0,906.0,610.989,52.89167638107892,86.24503222042625
6307,0.6235988705399161,0.0545050055617352,0.0657996064002738,0.2136561991956875,0.0424403183023872,6.081,750.183,2.413,160.0,891.0,624.664,58.70691854044156,84.3699998339894
6308,0.6234370958006381,0.0537207898594464,0.0663964818487539,0.213589721479693,0.0428559110114684,6.436,740.904,2.405,159.0,898.0,623.687,60.20601645714661,85.09115959888976
6309,0.6152369316694302,0.0551531547255432,0.0686796404572824,0.2167728423073566,0.0441574308403874,6.293,767.766,2.403,158.0,902.0,622.711,68.15575146877013,85.30748537840542
6310,0.6166709325142905,0.0525552427267297,0.0661206381708045,0.2216534425390325,0.0429997440491425,6.165,745.706,2.412,159.0,908.0,618.803,69.86999999999955,86.49500202708212
6311,0.6166709325142905,0.0525552427267297,0.0661206381708045,0.2216534425390325,0.0429997440491425,6.165,745.706,2.412,159.0,908.0,618.803,69.86999999999955,86.49500202708212
6314,0.612861458782909,0.054553301683211,0.0664652567975831,0.2227017695295641,0.0434182132067328,6.432,734.066,2.409,159.0,903.0,620.757,61.82905304160542,84.74499607035337
6315,0.617790727568772,0.0536464135744279,0.0654726197617619,0.2204130602450938,0.0426771788499443,6.242,764.021,2.402,160.0,899.0,628.571,65.78517570325798,85.05181993752329
6316,0.6198389147944043,0.0532428995337007,0.0636710470538363,0.2221280203476049,0.0411191182704535,6.315,743.59,2.405,160.0,902.0,634.432,64.23728707652727,86.4656299258999
6317,0.6070816186556928,0.0544410150891632,0.0659293552812071,0.229338134430727,0.0432098765432098,6.593,757.998,2.412,161.0,903.0,645.177,61.11297516343423,87.80749531794532
6318,0.6156343442973088,0.0532251174711661,0.0647586501495087,0.2233233660828705,0.0430585219991456,6.414,749.125,2.404,160.0,909.0,616.85,63.0164262603241,87.85214218995935
6322,0.6142185049660219,0.0533193936225823,0.0651681477609339,0.2241679735145495,0.0431259801359121,6.227,760.928,2.408,163.0,877.0,598.291,61.23756057799686,87.49498828365783
6323,0.6208301502419149,0.0544096426449367,0.0640013581190051,0.2195908666496902,0.0411679823444529,6.322,758.242,2.4,162.0,869.0,611.966,64.63422650897375,87.41687873298768
6324,0.6171665658224565,0.0538508081943123,0.0658656755121445,0.2200708790733857,0.0430460713977007,6.414,760.521,2.408,162.0,863.0,546.52,64.59594820297174,87.99499809431109
6325,0.6156482989116463,0.0542462935984231,0.0650441340303367,0.2217842145856542,0.0432770588739395,6.458,777.452,2.412,164.0,873.0,551.404,66.60117680426669,87.23184571450018
6326,0.6169347863691403,0.0544023525341636,0.0659920428991524,0.2202041169347863,0.0424667012627573,6.289,764.103,2.404,165.0,887.0,546.52,63.69238951323906,87.58433661360118
6328,0.6163511333729519,0.0544188810595127,0.0634179471941591,0.2230240258086425,0.0427880125647338,6.612,766.545,2.417,165.0,897.0,550.427,59.58002840406315,87.74499395893096
6329,0.6128612340536318,0.0530243860105875,0.0661286123405363,0.224507506725679,0.0434782608695652,6.242,778.348,2.408,165.0,893.0,553.358,66.27906222340835,87.28666784735475
6332,0.613221298122267,0.0543599416959615,0.0658492669124582,0.2236131355568893,0.0429563577124239,6.271,754.66,2.457,167.0,910.0,560.195,62.38703415212612,85.44143348948991
6333,0.6171975066177099,0.0537955768081291,0.0657501494321578,0.2209034241311587,0.0423533430108445,6.249,788.604,2.457,166.0,925.0,546.52,66.95215228249613,85.1036942541567
6334,0.6135261517145826,0.0518704537582265,0.066245237270523,0.2248008313127814,0.0435573259438863,6.498,783.069,2.452,167.0,935.0,544.567,48.69995389937614,87.7449699868334
6335,0.6181802706613329,0.054302493829262,0.0647714699123329,0.2199336113711805,0.0428121542258915,6.498,771.184,2.443,168.0,959.0,559.219,66.73096858840596,86.06643414405005
6359,0.6139029942216775,0.0534932586237086,0.066275608474873,0.2240413237611627,0.0422868149185781,6.077,760.277,2.4,163.0,962.0,509.402,55.58996580081894,88.11998748742583
6361,0.6270638297872341,0.0518297872340425,0.064,0.2146382978723404,0.0424680851063829,6.183,750.916,2.412,160.0,957.0,498.657,60.16127192665068,87.94952611903452
6363,0.6184334966898805,0.0526180036110394,0.0656865273837159,0.2201014530134984,0.0431605193018656,6.293,745.136,2.316,157.0,948.0,524.054,59.16961140157278,88.12000270338064
6364,0.6223860130270826,0.053993829276654,0.0661638669866301,0.2146040452519712,0.0428522454576619,6.297,762.23,2.305,157.0,931.0,557.265,54.37000000000282,88.92354925682739
6365,0.6136794893910643,0.0533896843194755,0.0664136622390891,0.2228739002932551,0.0436432637571157,6.143,778.755,2.308,155.0,927.0,556.288,56.64668747832974,87.0783388068843
6366,0.6252033216334218,0.0521359472647889,0.0646348771509288,0.2156493450903176,0.0423765088605427,6.077,777.208,2.31,155.0,933.0,550.427,62.49335532010572,86.24500055071685
6367,0.6170046123052824,0.0536071708293446,0.0674440866765294,0.218344791576016,0.0435993386128274,6.41,784.29,2.311,152.0,943.0,562.149,66.47447700374556,86.24500717535054
6368,0.6219808861859253,0.052910512597741,0.0667245873153779,0.215291051259774,0.0430929626411815,6.253,759.137,2.356,153.0,951.0,552.381,69.05313823116872,86.64676457419694
6369,0.6235679214402619,0.0542682401584977,0.0656387285726591,0.2137134981479886,0.0428116116805926,6.136,766.952,2.355,152.0,956.0,560.195,67.49500000000072,88.30752733056855
6370,0.6238008815141302,0.0520266182698124,0.0668913663469017,0.2151931553020482,0.0420879785671074,6.059,731.054,2.357,151.0,961.0,569.963,67.6305767218628,88.3075080833426
6371,0.6238008815141302,0.0520266182698124,0.0668913663469017,0.2151931553020482,0.0420879785671074,6.059,731.054,2.357,151.0,961.0,569.963,67.6305767218628,88.3075080833426
6372,0.6156804475133292,0.0541910672144043,0.0681758587536054,0.2179005331701774,0.0440520933484835,6.59,738.95,2.36,151.0,953.0,570.94,68.85313755584588,88.03846895260234
6374,0.6253313948516206,0.0532797400153938,0.0673907466005302,0.2114940562729838,0.0425040622594714,6.359,742.206,2.412,149.0,922.0,577.778,65.58234386029241,87.56848102354239
6375,0.6230289377924103,0.0535435799688095,0.0675792756887887,0.2120949575463524,0.0437532490036388,6.333,748.881,2.403,149.0,916.0,580.708,59.83508679357281,88.49499182628914
6376,0.6216121392860277,0.0532409437768616,0.0681519164985527,0.2128760635032015,0.0441189369353565,6.355,759.626,2.405,150.0,918.0,580.708,56.43578005067162,88.58876903717535
6377,0.6260303687635576,0.0541431670281995,0.068112798264642,0.2077223427331887,0.0439913232104121,6.465,744.485,2.398,150.0,936.0,579.731,60.09355550628199,87.60856591401915
6379,0.6247718383311603,0.0541503694046066,0.0651021295089091,0.2121686223381138,0.0438070404172099,6.293,756.451,2.405,151.0,954.0,579.731,61.09277281446045,86.53345758904209
6380,0.6248800488528309,0.0542615371194277,0.066474744831196,0.2107650702259443,0.043618598970601,6.143,759.137,2.412,152.0,946.0,578.755,64.63097604137592,86.4532961759353
6381,0.6161749209694415,0.0551457674745345,0.0665612925886898,0.2186512118018967,0.0434668071654372,6.216,758.323,2.401,152.0,946.0,574.847,60.518763063838165,88.63144655245247
6383,0.6251816394563637,0.0535088469099923,0.0651337721172749,0.213522523292589,0.0426532182237798,6.22,748.718,2.406,153.0,958.0,580.708,61.208687322984495,88.11996542019605
6384,0.6168346073662265,0.0543780403057679,0.0671473245309242,0.2177727588603197,0.0438672689367616,6.315,777.452,2.413,154.0,965.0,580.708,64.1003905466011,87.41687295638624
6388,0.6220220046781598,0.0541453694880013,0.0661872996621328,0.2140691328077622,0.0435761933639435,6.132,782.255,2.411,160.0,950.0,568.987,63.393571845695405,87.24497361758945
6391,0.616668115060398,0.0545754757973407,0.0656991396541235,0.2194316502998175,0.0436256191883201,6.128,757.998,2.409,160.0,931.0,585.592,63.3806515419692,86.47941815233777
6394,0.623434551381026,0.0533539200548979,0.0655343969806141,0.2146165723108594,0.0430605592726025,6.198,767.033,2.411,161.0,895.0,598.291,58.92774931595739,88.12003818855803
6400,0.6235567809753577,0.0528175081854213,0.0653110460106841,0.2165259348612786,0.0417887299672583,6.106,738.38,2.404,158.0,895.0,569.963,56.57426504886278,86.66168072595963
6401,0.6209761163032191,0.0531325718241606,0.0671512634129456,0.2155590169608861,0.0431810314987885,6.242,754.416,2.399,160.0,903.0,590.476,65.18974842125598,86.0476345969404
6404,0.6211682561307902,0.0537295640326975,0.0662465940054495,0.2168767029972752,0.0419788828337874,6.432,744.241,2.401,158.0,895.0,580.708,58.85692715631554,86.24507391725668
6405,0.623529411764706,0.0529411764705882,0.0655583972719522,0.2150895140664961,0.0428815004262574,6.267,759.951,2.397,158.0,890.0,590.476,63.87066380018764,86.02440030876356
6407,0.6151364547911763,0.0534484261923445,0.0691429069666056,0.2190251983607987,0.0432470136890749,6.147,740.904,2.408,159.0,925.0,576.801,53.657579312328814,87.85210354865805
6408,0.6209094040647605,0.0521012745435756,0.0669996555287633,0.2175335859455735,0.0424560799173268,5.993,737.241,2.405,159.0,923.0,586.569,56.6262419799567,86.66168072595963
6409,0.6255586112066002,0.0531969749054657,0.0663458233069783,0.2114128566517703,0.0434857339291852,6.462,732.926,2.398,159.0,911.0,588.523,58.51227497236374,86.99497144237594
6411,0.6219575799721835,0.0542420027816411,0.0655424200278164,0.215664116828929,0.0425938803894297,6.432,740.578,2.396,158.0,876.0,571.917,54.702617797639526,86.24500676672366
6412,0.620770229337949,0.0521852012115967,0.0648204240588489,0.2187797490263955,0.0434443963652098,6.168,739.357,2.351,159.0,862.0,574.847,56.15929667706438,85.82833348123935
6413,0.6248392903059912,0.0539984571869375,0.0643695894403016,0.2138510328276334,0.042941630239136,6.121,733.659,2.368,157.0,854.0,579.731,60.22189603490522,85.93254637475084
6415,0.6208239570711442,0.0526224684092089,0.0664704864116323,0.217760083088108,0.0423230050199065,6.201,788.441,2.36,157.0,885.0,581.685,42.07292878979034,86.2450261752965
6416,0.6241289198606271,0.0535714285714285,0.0670731707317073,0.2111498257839721,0.0440766550522648,6.289,750.834,2.36,158.0,899.0,567.033,61.747377840308175,84.74497983453395
6417,0.6255834053586862,0.0518582541054451,0.0650821089023336,0.2134831460674157,0.0439930855661192,6.179,736.671,2.362,159.0,910.0,554.335,54.75839570547812,86.24498740643384
6418,0.6232345849121599,0.0545125732001377,0.0664829486737857,0.2131415776782638,0.0426283155356527,6.249,730.484,2.361,157.0,904.0,572.894,58.36778769724528,86.62003113087027
6419,0.6197084751680196,0.0528061447150213,0.0676442349655232,0.216199703238195,0.0436414419132408,6.399,755.8,2.356,157.0,891.0,567.033,61.43018103260545,86.24501917261716
6421,0.6229932677369239,0.0525634386328327,0.0662005869152425,0.2149145520455722,0.0433281546694286,6.407,739.601,2.358,158.0,886.0,571.917,61.24925620310471,85.95653488029771
6422,0.6189193884642112,0.053769979152189,0.0675816539263377,0.2169909659485754,0.0427380125086865,6.681,745.543,2.361,157.0,901.0,558.242,55.79374554478301,87.18248744416078
6423,0.6221238169662239,0.0546149170791004,0.0659894069636189,0.2140314317964747,0.0432404271945819,6.399,725.519,2.357,158.0,914.0,560.195,60.40486485198951,85.93250381259642
6424,0.6209025302147639,0.0527780193026693,0.0654725676028171,0.2175463003217111,0.0433005825580384,6.626,759.951,2.358,159.0,913.0,573.871,55.962201614976095,87.18256739742154
6425,0.6200412158681093,0.0523784990554696,0.0653443242314957,0.2196462304653958,0.0425897303795294,6.557,748.555,2.359,159.0,914.0,566.056,58.37112109877911,86.24500030200443
6427,0.6220148934349055,0.0536677223315929,0.0653941624582727,0.2162115894890011,0.0427116322862278,6.392,776.15,2.358,159.0,886.0,553.358,61.04665196519078,84.63785380230641
6428,0.6186235517897286,0.0539512363825004,0.0664015217015389,0.2177070724537437,0.0433166176724883,6.311,752.055,2.353,158.0,879.0,575.824,65.96233613835872,85.35216369051467
6429,0.6169552856035151,0.0540191263892478,0.0661669682088395,0.2202119410700439,0.0426466787283535,6.52,757.835,2.358,158.0,872.0,550.427,57.96085662322459,87.49499688782876
6430,0.6150198310053457,0.0539748232453871,0.0668218658389377,0.2206414899120538,0.0435419899982755,6.469,751.323,2.355,157.0,859.0,550.427,52.15126357515618,88.12003786247963
6431,0.6239786703362862,0.0532381525759009,0.0650210716435882,0.214672744474069,0.0430893609701556,6.234,742.369,2.356,158.0,843.0,559.219,59.06805274377668,85.56318588630424
6432,0.6239786703362862,0.0532381525759009,0.0650210716435882,0.214672744474069,0.0430893609701556,6.234,742.369,2.356,158.0,843.0,559.219,59.06805274377668,85.56318588630424
6433,0.6152045769764216,0.0541782246879334,0.0676144244105409,0.2192267683772538,0.0437760055478502,6.425,755.637,2.354,158.0,839.0,561.172,47.01311723865538,86.24498941795245
6434,0.6231982942430703,0.0521961620469083,0.066183368869936,0.2162899786780383,0.0421321961620469,6.337,747.009,2.35,158.0,835.0,559.219,60.07786059831246,84.51422947588422
6435,0.6177942699344149,0.0540214014497756,0.0669658267172937,0.2176389368312046,0.043579565067311,6.139,734.636,2.401,157.0,829.0,555.311,60.73777321416592,84.37000110381221
6436,0.6193768672641912,0.0536064874093043,0.0669227486128894,0.217157490396927,0.042936406316688,6.106,741.636,2.403,156.0,830.0,556.288,63.828706100068366,84.78666708840858
6437,0.6198102016607354,0.052618200305033,0.0657515675309269,0.2203016437891883,0.0415183867141162,6.502,734.229,2.403,157.0,832.0,556.288,62.43224593635977,85.49501500909554
6438,0.6203305216044069,0.0530211740402823,0.0660182475469099,0.2187984162506455,0.0418316405577552,6.458,725.763,2.397,159.0,837.0,550.427,61.11825790081736,85.95651830587641
6439,0.6158610012041974,0.0541028728711508,0.0660588336487184,0.2207982109065887,0.0431790813693445,6.106,754.09,2.408,159.0,846.0,568.01,65.22148611768999,85.85026048165781
6440,0.6139664318636403,0.0545264805635272,0.0659187755456996,0.2221062701104444,0.0434820419166884,6.714,744.078,2.403,158.0,855.0,568.01,63.77021528625158,86.99502934082871
6442,0.6143269988615465,0.0542954724581837,0.0677817672300551,0.2199842367983185,0.0436115246518959,6.293,748.881,2.408,160.0,871.0,568.01,56.26481297274309,85.82833223654262
6443,0.6216983567065301,0.0536006194614127,0.0642691215693022,0.2175858212165533,0.0428460810462015,6.626,752.951,2.403,158.0,876.0,564.103,64.15857283470919,85.20334550518847
6444,0.6223150357995227,0.0534435731333106,0.0669962495738152,0.2147118990794408,0.0425332424139106,6.3,748.555,2.403,157.0,878.0,554.335,51.63370120168548,88.11994961703898
6445,0.6177735719201651,0.0531658637302133,0.065209910529938,0.2220406056434961,0.0418100481761872,6.055,751.811,2.413,157.0,882.0,562.149,51.63370120168548,88.11994961703898
6446,0.6175390658355393,0.053539407394757,0.0661770984544445,0.2198787464776705,0.0428656818375885,6.509,728.612,2.403,156.0,882.0,570.94,59.69025586980262,86.58594365655094
6447,0.6131265334735366,0.0534525061338941,0.0672099544339292,0.2216088328075709,0.044602173151069,6.223,757.916,2.406,155.0,886.0,551.404,63.25553230281412,86.24499863992939
6448,0.6118102613746369,0.0541230308897298,0.068555839126991,0.2215964093989263,0.0439144592097157,6.165,763.207,2.404,155.0,881.0,562.149,64.31265387596756,86.4793672457697
6449,0.6192636986301371,0.0529965753424657,0.0646404109589041,0.2205479452054794,0.0425513698630137,6.352,768.987,2.402,156.0,877.0,554.335,62.95360704218389,86.51288423788445
6450,0.6142521125533583,0.0526178238522519,0.0662949734297412,0.2228417109504312,0.0439933792142172,6.077,740.741,2.405,155.0,890.0,549.451,58.92072203107084,86.61994123150441
6451,0.6200273177394571,0.0526720163906436,0.0633430083660577,0.2212736896021854,0.0426839679016561,6.176,767.277,2.399,155.0,901.0,544.567,65.17282983186178,85.25814464470845
6452,0.6200085873765565,0.0532417346500644,0.065521683125805,0.2187204808930871,0.0425075139544869,6.103,771.266,2.405,153.0,894.0,542.613,60.479768298602735,85.62000029068832
6453,0.6230070289730841,0.053231613235042,0.0645465455168866,0.2162695011143494,0.0429453111606377,6.355,773.871,2.414,153.0,873.0,548.474,62.48632111828961,84.99505319836803
6454,0.6153319057815846,0.0523340471092077,0.0662955032119914,0.2226980728051391,0.043340471092077,6.238,768.254,2.404,154.0,872.0,547.497,63.42134213138443,85.30751639307941
6455,0.6185118895423165,0.0539503963180772,0.065882553481633,0.2185289354811216,0.0431262251768516,6.26,751.73,2.405,154.0,883.0,552.381,62.04107535588493,85.44142993155974
6456,0.6232231546497689,0.0525774961466004,0.0653365302277787,0.2165610549751669,0.042301764000685,6.121,741.718,2.409,154.0,876.0,550.427,63.66215424046992,84.92145074171103
6457,0.6174300909246868,0.05412592211357,0.0664779550523245,0.2192485846628924,0.0427174472465259,6.073,740.252,2.412,152.0,874.0,546.52,64.1290745729323,84.78666384601614
6458,0.6213998803521067,0.0523032219468421,0.0649517135287582,0.21835740534997,0.0429877788223228,6.227,750.427,2.414,153.0,869.0,544.567,62.15870714349184,84.74497983453395
6459,0.6128976186337562,0.0525812619502868,0.0678776290630975,0.2228402572570832,0.0438032330957761,6.114,757.184,2.45,152.0,870.0,572.894,64.32912503370628,84.46868450361386
6460,0.6128948507139766,0.054348766767633,0.0662916486369537,0.223453050627434,0.0430116832540026,6.158,765.649,2.444,154.0,873.0,570.94,64.05357449229223,84.78666384601614
6461,0.6180895881695468,0.0524460493508726,0.0663743444243831,0.2197575444931648,0.0433324735620325,6.256,760.602,2.458,154.0,869.0,569.963,58.74030621004137,85.22224187928934
6462,0.6188849995731239,0.053274139844617,0.0646290446512422,0.2200119525313753,0.0431998633996414,6.227,759.626,2.455,155.0,874.0,578.755,63.07272013982621,84.48028336221132
6463,0.6176142697881828,0.0517965869136437,0.0643169539490609,0.2228796844181459,0.0433925049309664,6.608,762.149,2.449,156.0,889.0,571.917,60.73777321416592,84.37000110381221
