,0,1,2,3,4,5,6
0,11.335251,11.507732,11.779542,11.728941,11.650725,11.733444,11.617727
1,9.816553,10.116908,10.697756,10.524875,10.394192,10.5898285,10.101499
2,8.485766,8.88838,9.693907,9.48835,9.285975,9.600526,8.794619
3,7.1690063,7.619425,8.691964,8.452416,8.136724,8.493716,7.4797745
4,5.8535852,6.327483,7.656353,7.453025,6.973319,7.4085164,6.2112417
5,4.5343966,5.016171,6.6524606,6.462937,5.7843413,6.3463116,4.958179
6,3.2101593,3.6865516,5.658926,5.478339,4.5757513,5.2868404,3.7140589
7,1.8857769,2.347825,4.670769,4.4640307,3.3541744,4.224142,2.4777365
8,0.6300041,1.02924,3.687035,3.4593234,2.1411166,3.156287,1.2512051
9,0.13062268,0.16906227,2.678144,2.4094174,1.0475922,2.0874689,0.31436378
10,0.07440767,0.08262238,1.5593234,1.1390979,0.29437983,0.827276,0.19356383
11,0.07041425,0.07729752,0.46705854,0.21478239,0.1536929,0.20074774,0.17987782
12,0.06407668,0.072616205,0.08264482,0.09364118,0.09635896,0.11754827,0.13720496
13,0.061093573,0.069766074,0.07414727,0.08442188,0.08859556,0.097264014,0.111318104
14,0.059143323,0.067714445,0.071152724,0.080163464,0.084731735,0.09113278,0.102763005
15,0.057972666,0.06586716,0.069204055,0.07792208,0.08205538,0.08834255,0.09842526
16,0.057803,0.0654461,0.06885656,0.07663433,0.08087014,0.08651541,0.096652135
17,0.056815248,0.06447168,0.067156024,0.0745132,0.07915994,0.08489471,0.09367658
18,0.05665211,0.063731365,0.06634495,0.072574645,0.07715322,0.083039604,0.09210505
19,0.05617579,0.06339676,0.06567087,0.07107671,0.07650266,0.08223866,0.09151759
20,0.05626631,0.06327237,0.065467484,0.07079639,0.07584439,0.08158295,0.090350926
21,0.055860206,0.0628017,0.06499407,0.06983168,0.0745475,0.080632485,0.0894394
22,0.055603705,0.062465176,0.06473595,0.069049396,0.07417078,0.07958987,0.08767101
23,0.055264186,0.061838083,0.06466624,0.06871728,0.07313302,0.07930665,0.0875881
24,0.055689774,0.061911184,0.06399553,0.06809583,0.07281959,0.07854486,0.08702497
25,0.054994207,0.06168175,0.064022265,0.06803645,0.0721322,0.07734829,0.08593838
26,0.054777782,0.06123597,0.06333271,0.06700525,0.071257636,0.077225976,0.08608997
27,0.054934245,0.061366998,0.063347556,0.06682695,0.07091283,0.07616172,0.084651165
28,0.05463513,0.061253466,0.06280696,0.06641834,0.07080204,0.07656264,0.08542601
29,0.05476805,0.060963724,0.062564984,0.06629059,0.069948934,0.07556969,0.08355154
30,0.054412246,0.06077194,0.062267628,0.066214,0.06986936,0.07493068,0.08309921
31,0.05438508,0.06051893,0.062148068,0.065906644,0.06892787,0.0744855,0.08225559
32,0.054515738,0.060361527,0.062093448,0.064924575,0.06850735,0.073425986,0.08204109
33,0.054622322,0.060605764,0.06225466,0.065294266,0.068881854,0.07401063,0.08279056
34,0.054402154,0.06039822,0.061810557,0.0647843,0.06839989,0.07357168,0.08188545
35,0.054020923,0.059777778,0.061312456,0.06438628,0.06748121,0.0727659,0.08066183
36,0.053865734,0.05985011,0.061312918,0.06417426,0.06710437,0.07203154,0.08061715
37,0.05403249,0.05975671,0.061106313,0.0640244,0.06695716,0.072088465,0.08033388
38,0.053852983,0.059287183,0.060887754,0.063225105,0.066285565,0.071187764,0.07999017
39,0.053843345,0.05956074,0.0608931,0.06318352,0.06617819,0.07112978,0.079849586
40,0.05389828,0.05942485,0.0607972,0.06357562,0.06695472,0.07148422,0.080272265
41,0.05362091,0.059052162,0.06028941,0.06257604,0.06520666,0.07017514,0.079211436
42,0.05343042,0.058831513,0.06013378,0.062324822,0.06540326,0.07001989,0.078498
43,0.053583123,0.058988996,0.060244013,0.06230436,0.0652236,0.070091635,0.07853065
44,0.05355846,0.058868263,0.059785485,0.06202901,0.064676404,0.06937904,0.078138
45,0.05355007,0.05869171,0.05983916,0.06195308,0.06472327,0.06932212,0.07759425
46,0.053028744,0.058320925,0.059488162,0.0615241,0.06395867,0.069040835,0.07772528
47,0.053353213,0.058401912,0.05978562,0.061865736,0.064713575,0.06940554,0.078479424
48,0.053118784,0.058005586,0.059116833,0.060947057,0.06373342,0.068292096,0.07717289
49,0.053097688,0.058138095,0.058773626,0.06094262,0.063032545,0.06811464,0.07692095
50,0.052740578,0.05767788,0.05877257,0.060808044,0.06347445,0.06794647,0.0767147
