,0,1,2,3,4,5,6
0,11.240827,11.209245,11.4151125,11.189636,11.208175,11.110325,11.232207
1,9.547893,9.613363,9.876516,9.509033,9.414495,9.32942,9.451108
2,8.081761,8.258841,8.57923,8.115214,7.8889823,7.813778,7.9486365
3,6.643729,6.9293847,7.310219,6.7527013,6.3965893,6.3391156,6.489392
4,5.218896,5.612041,6.05474,5.4051895,4.9199624,4.881834,5.0477767
5,3.8019896,4.301329,4.806318,4.065645,3.4525812,3.4347744,3.6163776
6,2.3935156,2.9967527,3.5636036,2.7334745,1.9961157,1.9989595,2.195188
7,1.0135474,1.7019445,2.3270545,1.4156357,0.63386726,0.6500621,0.8219942
8,0.23412551,0.52422184,1.1105632,0.35673845,0.21659017,0.2167163,0.21947949
9,0.21664892,0.21668558,0.2732452,0.2166779,0.21668515,0.21667592,0.21663292
10,0.21677001,0.21678434,0.2167252,0.21670936,0.21664573,0.2166641,0.2166198
11,0.14205953,0.15298598,0.17130822,0.20757198,0.21345885,0.21336582,0.21180403
12,0.07715942,0.08391867,0.08998863,0.10710295,0.124146834,0.12640546,0.13536413
13,0.06611217,0.07526135,0.08049452,0.092651255,0.1054476,0.10723602,0.11599763
14,0.06304592,0.07251074,0.07703618,0.08661638,0.09741789,0.09752391,0.10777788
15,0.061553866,0.07037153,0.0742189,0.08197443,0.091979936,0.09243612,0.10149634
16,0.06107988,0.06911612,0.07199287,0.078446284,0.08832027,0.08965716,0.09790939
17,0.059534613,0.068358526,0.070601694,0.07692949,0.08389035,0.087697186,0.095237166
18,0.058861542,0.06705534,0.06941895,0.07528028,0.07928499,0.08548888,0.09262068
19,0.059689023,0.06728985,0.06866775,0.074073665,0.07775916,0.08386833,0.091227025
20,0.058400363,0.06655842,0.06767431,0.07265652,0.076441795,0.08230848,0.08993205
21,0.05756469,0.06568107,0.06699936,0.071901284,0.07535012,0.081291705,0.08890564
22,0.057229005,0.064977124,0.06635432,0.070965976,0.07430188,0.07990126,0.08730206
23,0.05685185,0.06422012,0.065687165,0.06997604,0.07263335,0.07867916,0.08595369
24,0.056688048,0.063882746,0.06493645,0.06917515,0.07189532,0.077829175,0.08555646
25,0.056247965,0.063149326,0.06472451,0.06863264,0.0714017,0.07676967,0.08434555
26,0.055999976,0.062796116,0.06415431,0.068315074,0.07069328,0.076267175,0.08409864
27,0.055854633,0.062505014,0.063652776,0.067698814,0.069703236,0.07493713,0.08261763
28,0.0558177,0.06232561,0.063363716,0.067133315,0.06930168,0.074409015,0.08200694
29,0.055604845,0.062103953,0.063164264,0.06705141,0.06865297,0.0740791,0.08150069
30,0.055596575,0.06182679,0.06258932,0.06654919,0.06805368,0.07296044,0.08061088
31,0.05539642,0.061483547,0.062542245,0.066441186,0.0672441,0.07247859,0.08012138
32,0.055299822,0.061251845,0.062196795,0.065729186,0.06660514,0.07155439,0.07930434
33,0.05519735,0.06112378,0.061951555,0.06570597,0.066540904,0.071016096,0.078971185
34,0.054940946,0.06097708,0.061715193,0.06523095,0.0659372,0.07079536,0.078685395
35,0.05483992,0.060473252,0.06139201,0.06526321,0.06589415,0.06996919,0.07771273
36,0.054654244,0.06033802,0.0610203,0.0646232,0.065199494,0.06967146,0.07772141
37,0.05466352,0.06034672,0.060773317,0.06438175,0.06467054,0.06886278,0.076795585
38,0.054631356,0.05972513,0.060354088,0.06370518,0.0641102,0.06861203,0.07651548
39,0.05449806,0.059747,0.06019393,0.06350082,0.06374864,0.067868784,0.0759688
40,0.05426995,0.059516978,0.05968254,0.06352049,0.06355112,0.06752234,0.07545948
41,0.054111436,0.05922035,0.059698265,0.06309145,0.06312038,0.067212366,0.07546683
42,0.053998996,0.058808748,0.059388723,0.063012205,0.06314619,0.06699249,0.075007565
43,0.053910367,0.058707293,0.05916299,0.062593564,0.06248622,0.06678468,0.07441318
44,0.054063264,0.058773242,0.05873576,0.06224388,0.062140614,0.06604161,0.07420559
45,0.05386158,0.05844321,0.05866754,0.0624279,0.06189133,0.06583596,0.07349177
46,0.05333647,0.057782162,0.05826546,0.06195954,0.06173285,0.06568111,0.07355482
47,0.05356235,0.058120113,0.058157496,0.061899118,0.061740838,0.06586481,0.07344083
48,0.053177804,0.057402983,0.05774174,0.061250735,0.060694396,0.06474716,0.072807886
49,0.053163875,0.057671785,0.057677794,0.061662223,0.061133854,0.06459718,0.072450146
50,0.052769653,0.056775372,0.057356413,0.061097335,0.060598027,0.06408534,0.07190259
51,0.05238563,0.05677898,0.05697972,0.060810324,0.060226735,0.06367448,0.07149249
52,0.0528644,0.05660345,0.056845266,0.06049481,0.060127433,0.06343194,0.071602955
