,Iron_ore_mix_ratio,coke_ratio,quick_lime,returning_sinter,light_burning,second_water,bed_depth,trolley_speed,flue_temp,ignition_temp,pressure_flue
57,0.5767328739359545,0.05310093230644507,0.06404539927036887,0.2697203080664775,0.03640048642075395,6.201,817.664,2.25,136.0,1038.0,422.466
58,0.5822784810126581,0.05193119117169749,0.062317429406036996,0.267121064589419,0.036351833820188244,6.498,802.523,2.257,136.0,1046.0,418.559
59,0.5822784810126581,0.05193119117169749,0.062317429406036996,0.267121064589419,0.036351833820188244,6.498,802.523,2.257,136.0,1046.0,418.559
60,0.5822525036939746,0.05450664915449022,0.06435724839927762,0.2627647348547036,0.03611886389755376,6.751,779.569,2.25,137.0,1046.0,433.211
61,0.5884277733439746,0.05267358339984038,0.06272944932162809,0.2605746209098165,0.035594573024740624,6.744,777.778,2.252,138.0,1055.0,442.002
62,0.5861459337833493,0.0511089681774349,0.0627611700417872,0.26398264223722273,0.03600128576020572,6.824,761.254,2.257,138.0,1045.0,437.118
63,0.5838534489746291,0.05341655183594067,0.06257599092161789,0.26384047985733966,0.03631352841047256,6.766,778.673,2.258,137.0,1031.0,439.072
64,0.5794484569927775,0.054415627051871314,0.06278726198292843,0.2668253447143795,0.036523309258043334,6.846,778.917,2.255,137.0,1012.0,429.304
65,0.5760124101894186,0.05274330502939256,0.06352057478772044,0.27065643370346176,0.03706727629000653,6.392,773.789,2.254,139.0,997.0,429.304
66,0.5776479302115052,0.054316517159081555,0.06542671385071187,0.2654925520533289,0.03711628672537239,6.41,799.593,2.258,137.0,1003.0,433.211
67,0.5808422791081751,0.054830718414533436,0.06416184971098265,0.2629232039636664,0.03724194880264244,6.696,771.51,2.261,139.0,1018.0,430.281
68,0.5701204421712589,0.05205411648242865,0.0633558818676786,0.2778419402738822,0.03662761920475169,6.52,801.221,2.258,137.0,1025.0,435.165
69,0.5728091186916661,0.05344015858594201,0.06483852316841496,0.2721566036177418,0.03675559593623524,6.718,776.15,2.251,137.0,1029.0,446.886
70,0.5720968403775134,0.053262207632334836,0.06384899466557242,0.27517439474764055,0.035617562576938856,6.216,808.384,2.207,138.0,1027.0,435.165
71,0.5777796106895414,0.05188056746948201,0.06557241834378091,0.267403497195645,0.03736390630155064,6.209,780.22,2.213,137.0,1018.0,442.979
72,0.5756089586398562,0.05010626123916953,0.06375674350171652,0.273418342324669,0.03710969429458885,6.432,789.092,2.213,136.0,1015.0,442.979
73,0.5816768916155419,0.05137014314928425,0.06282208588957056,0.2667484662576687,0.037382413087934566,6.667,762.719,2.212,135.0,1017.0,433.211
74,0.5797374897456932,0.05274815422477439,0.06480721903199343,0.26685808039376535,0.035849056603773584,6.645,777.615,2.202,137.0,1016.0,441.026
75,0.5808714309291962,0.053226605050338334,0.0646146228750619,0.26481267535897013,0.03647466578643341,6.733,768.335,2.207,137.0,1011.0,449.817
76,0.5736465949231907,0.05331471288918098,0.06424053232563871,0.2720775486732934,0.0367206111886963,6.593,795.93,2.207,134.0,1016.0,443.956
77,0.576628039823731,0.05141178390729559,0.06316304880039171,0.2719928186714542,0.03680430879712747,6.509,793.162,2.209,134.0,1012.0,447.863
78,0.5786822985468957,0.051354029062087185,0.06472919418758256,0.2680812417437252,0.03715323645970938,6.773,798.372,2.202,134.0,1011.0,442.002
79,0.5834231247409863,0.05155408205553254,0.06547865727310402,0.26166597596353086,0.03787815996684625,6.487,797.07,2.161,134.0,1030.0,442.979
80,0.5836778567884903,0.05341491648751448,0.06350256325450637,0.2626095584587399,0.03679510501074914,6.63,794.383,2.164,133.0,1040.0,439.072
81,0.581370361186875,0.05223572196049261,0.06314571452186131,0.26655095462434913,0.03669724770642201,6.619,763.044,2.158,133.0,1050.0,417.582
82,0.5808556326395772,0.05327056491575818,0.06351172778328379,0.2661876445325405,0.03617443012884044,6.44,779.65,2.157,134.0,1062.0,432.234
83,0.5854042412193505,0.053180914512922464,0.06411530815109344,0.2600231941683234,0.037276341948310136,6.531,755.556,2.158,134.0,1068.0,433.211
84,0.5840085993054406,0.05167851827352406,0.06532164709773441,0.26145195964941287,0.03753927567388787,6.209,753.114,2.154,134.0,1035.0,435.165
85,0.5792443572129539,0.05111220150474321,0.06337912986588158,0.26970886490022894,0.03655544651619235,6.348,750.916,2.155,134.0,992.0,446.886
86,0.5854019398323196,0.05227683708696367,0.06361992437941806,0.2609732040111787,0.037728094690120006,6.575,772.161,2.154,132.0,968.0,458.608
87,0.5850534388512686,0.0524598188790079,0.06412662152239534,0.2622175083625683,0.03614261238475972,6.344,791.616,2.164,133.0,963.0,445.91
88,0.5826713618868234,0.05232986651379904,0.06313979199082795,0.265744001310294,0.03611497829825567,5.963,780.22,2.155,133.0,966.0,430.281
89,0.5805948077555044,0.053647716069668096,0.06252053894183372,0.2675813342096615,0.03565560302333224,5.875,784.127,2.157,133.0,972.0,450.794
90,0.5793303017775941,0.051839603141794144,0.06357999173212071,0.26787928896238117,0.037370814386109966,6.238,803.175,2.158,133.0,953.0,432.234
91,0.5855463290306668,0.05097426621721615,0.06412891556359451,0.2621063882265889,0.037244100961933736,6.593,775.824,2.153,133.0,939.0,451.77
92,0.57993447993448,0.05200655200655201,0.06363636363636363,0.267977067977068,0.03644553644553644,6.044,795.849,2.159,132.0,926.0,443.956
93,0.575363614203299,0.05159665231169253,0.0641911107499797,0.27179653855529373,0.037052084179735115,6.106,788.93,2.159,133.0,922.0,451.77
94,0.580378347391696,0.0510195725165834,0.0646957661125215,0.2677094423061174,0.036196871673081644,6.223,798.616,2.158,133.0,919.0,451.77
95,0.5873275087776598,0.05250265371111292,0.06189270841838817,0.2624316159059361,0.03584551318690292,6.238,781.359,2.162,132.0,913.0,440.049
96,0.575524246395806,0.055045871559633024,0.06487549148099607,0.2686762778505898,0.035878112712975106,6.117,779.813,2.203,133.0,916.0,448.84
97,0.5817729908864955,0.0523612261806131,0.06412593206296605,0.26470588235294124,0.03703396851698426,5.985,769.149,2.206,132.0,928.0,443.956
98,0.576766586398738,0.05347504774557835,0.06426970024080379,0.267707381881591,0.037781283733289046,6.136,775.417,2.204,131.0,933.0,452.747
99,0.5838007258330583,0.0532827449686572,0.0637578356977895,0.2617947871989442,0.037363906301550634,6.084,785.348,2.211,132.0,930.0,450.794
100,0.5802649760221085,0.0522636755262944,0.06283020401528083,0.2687149475737625,0.03592619686255385,5.901,772.65,2.203,133.0,915.0,449.817
101,0.5843812045003309,0.05104235605559232,0.06477498345466579,0.2629053606882859,0.036896095301125094,6.088,776.475,2.21,132.0,898.0,457.631
102,0.5763368212902694,0.053720029661366075,0.06616132487435117,0.2673642580538848,0.03641756612012853,6.161,787.627,2.21,131.0,895.0,459.585
103,0.5817181340341655,0.0534658344283837,0.06504599211563732,0.26289421813403413,0.03687582128777924,6.623,773.789,2.254,132.0,891.0,460.562
104,0.5796220213640099,0.05242399342645851,0.06425636811832375,0.266721446179129,0.03697617091207889,6.37,801.872,2.263,133.0,900.0,447.863
105,0.5879778713566179,0.0535050780282388,0.06481710841383866,0.2564610684501693,0.03723887375113533,6.022,819.048,2.25,132.0,903.0,442.002
106,0.5842456169232036,0.052103053749279774,0.06486130545723928,0.2616676269651823,0.03712239690509507,6.139,848.677,2.255,131.0,910.0,433.211
107,0.5859368627131087,0.052124969410229226,0.06436087772248959,0.26135900154988173,0.03621828860429072,6.132,825.56,2.258,133.0,925.0,444.933
108,0.5842175066312998,0.05387931034482758,0.0631631299734748,0.26284814323607425,0.03589190981432361,6.399,802.849,2.262,131.0,952.0,445.91
109,0.5822045583583422,0.05377565090437181,0.061481060913293854,0.2657960905182902,0.036742639305702,6.44,811.722,2.307,134.0,989.0,443.956
