,Iron_ore_mix_ratio,coke_ratio,quick_lime,returning_sinter,light_burning,time2,second_water,bed_depth,trolley_speed,flue_temp,ignition_temp,pressure_flue
0,0.599562718,0.050125516,0.063486922,0.249655843,0.037169002,2021-12-22T02:17:00.001000Z,6.011,741.392,2.459,141,823,476.19
1,0.601172314,0.047454633,0.063433435,0.251083989,0.036855629,2021-12-22T02:18:00.002000Z,5.974,755.474,2.459,142,832,475.214
2,0.601988454,0.049069917,0.063983323,0.248236049,0.036722258,2021-12-22T02:19:00Z,5.853,720.309,2.46,141,832,463.492
3,0.601430063,0.04868643,0.062906725,0.251144854,0.035831927,2021-12-22T02:20:00Z,5.879,732.519,2.456,141,822,494.75
4,0.598427132,0.049889408,0.063078561,0.251986565,0.036618334,2021-12-22T02:21:00.001000Z,5.821,754.416,2.456,141,811,486.935
5,0.603603604,0.050482915,0.062007954,0.245840435,0.038065092,2021-12-22T02:22:00.002000Z,5.835,722.914,2.456,143,808,486.935
6,0.604266183,0.050568275,0.055345083,0.251441278,0.03837918,2021-12-22T02:23:00Z,5.846,738.38,2.457,142,801,495.726
7,0.599774339,0.049484204,0.064313346,0.249194068,0.037234043,2021-12-22T02:24:00Z,5.707,751.73,2.454,142,798,478.144
8,0.598421392,0.049291237,0.063305412,0.251449742,0.037532216,2021-12-22T02:25:00.001000Z,5.766,758.649,2.449,143,797,497.68
9,0.593950728,0.049434913,0.065859013,0.253028702,0.037726644,2021-12-22T02:26:00.002000Z,5.828,742.369,2.454,144,801,476.19
10,0.599789576,0.048235675,0.065636128,0.248543218,0.037795403,2021-12-22T02:27:00Z,6.143,748.23,2.459,143,795,476.19
11,0.600291168,0.049579424,0.06349078,0.24894856,0.037690068,2021-12-22T02:28:00.001000Z,6.15,755.718,2.457,142,794,472.283
12,0.597841727,0.048601119,0.063948841,0.252358114,0.0372502,2021-12-22T02:29:00Z,5.872,744.16,2.447,143,800,478.144
13,0.601655038,0.048677592,0.064903456,0.247282168,0.037481746,2021-12-22T02:30:00Z,5.919,764.347,2.458,142,807,484.982
14,0.605894669,0.047914318,0.064422612,0.244242229,0.037526172,2021-12-22T02:31:00Z,5.919,755.556,2.451,143,814,488.889
15,0.60436387,0.049414407,0.064334991,0.244264399,0.037622333,2021-12-22T02:32:00.001000Z,5.773,735.368,2.457,145,812,480.098
16,0.597402597,0.04978355,0.063892897,0.251803752,0.037117204,2021-12-22T02:33:00Z,5.945,747.985,2.461,143,812,488.889
17,0.602429282,0.04964539,0.064808022,0.245618326,0.037498981,2021-12-22T02:34:00Z,6.055,762.637,2.451,145,806,466.422
18,0.597783572,0.051417862,0.065270535,0.248125815,0.037402216,2021-12-22T02:35:00.001000Z,6.088,751.404,2.459,145,810,471.306
19,0.600820397,0.048902115,0.063379715,0.250221186,0.036676587,2021-12-22T02:36:00.002000Z,6.055,744.078,2.458,144,806,482.051
20,0.602592321,0.050134507,0.063911307,0.245944404,0.037417461,2021-12-22T02:37:00Z,6.22,741.392,2.456,143,804,476.19
21,0.60598666,0.050349764,0.063445583,0.242964048,0.037253945,2021-12-22T02:38:00Z,5.985,733.985,2.447,144,804,490.842
22,0.607509913,0.047988994,0.061827304,0.245286073,0.037387715,2021-12-22T02:39:00Z,5.842,747.334,2.459,143,804,467.399
23,0.598050366,0.049796913,0.06490658,0.250121852,0.037124289,2021-12-22T02:40:00.001000Z,5.96,735.124,2.445,146,804,484.005
24,0.601584191,0.04899559,0.065409113,0.246937776,0.03707333,2021-12-22T02:41:00.002000Z,6.095,740.659,2.452,144,803,486.935
25,0.601572529,0.049342105,0.064906932,0.247833761,0.036344673,2021-12-22T02:42:00Z,5.993,736.182,2.451,144,807,497.68
26,0.6043634,0.049169652,0.064555519,0.244952784,0.036958645,2021-12-22T02:43:00.001000Z,6.154,742.287,2.447,147,806,486.935
27,0.604114963,0.049155392,0.064046113,0.246577536,0.036105996,2021-12-22T02:44:00Z,5.89,741.148,2.455,146,811,499.634
28,0.596856106,0.049334946,0.063522773,0.254091092,0.036195083,2021-12-22T02:45:00.001000Z,5.85,736.996,2.455,146,818,492.796
29,0.604584068,0.04816477,0.0626703,0.247315275,0.037265587,2021-12-22T02:46:00.002000Z,5.901,736.101,2.459,146,828,493.773
30,0.6012501,0.04920266,0.063787162,0.24857761,0.037182467,2021-12-22T02:47:00.003000Z,5.985,738.136,2.456,146,831,503.541
31,0.601784266,0.049067315,0.065531225,0.246390916,0.037226277,2021-12-22T02:48:00Z,6.264,730.647,2.459,148,836,499.634
32,0.597900136,0.048328925,0.064759157,0.25230424,0.036707542,2021-12-22T02:49:00.001000Z,6.114,721.286,2.458,146,846,493.773
33,0.603903466,0.048752834,0.064301911,0.245464853,0.037576936,2021-12-22T02:50:00Z,6.139,731.868,2.447,148,847,499.634
34,0.599662975,0.049430268,0.06251003,0.251324025,0.037072701,2021-12-22T02:51:00Z,5.894,738.95,2.401,148,846,504.518
35,0.602549529,0.049204287,0.063738227,0.246589802,0.037918155,2021-12-22T02:52:00.001000Z,6.205,724.461,2.408,147,842,520.147
36,0.600506826,0.050110357,0.063925448,0.247527181,0.037930189,2021-12-22T02:53:00Z,6.033,746.683,2.404,148,838,507.448
37,0.600290463,0.049620784,0.06317573,0.249394868,0.037518154,2021-12-22T02:54:00Z,5.956,732.601,2.403,146,844,507.448
38,0.599109672,0.048644274,0.065803318,0.248563335,0.037879401,2021-12-22T02:55:00Z,6.158,739.438,2.408,148,854,499.634
39,0.60552906,0.050359712,0.06434403,0.24217929,0.037587907,2021-12-22T02:56:00.001000Z,6.15,770.452,2.411,147,859,507.448
