,Iron_ore_mix_ratio,coke_ratio,quick_lime,returning_sinter,light_burning,time2,second_water,bed_depth,trolley_speed,flue_temp,ignition_temp,pressure_flue
0,0.6281146355982651,0.05179011820733055,0.06692745981801174,0.21430393740964365,0.038863848966748875,2021-12-20T02:17:00.002000Z,5.593,764.835,2.356,143.0,965.0,495.726
1,0.6271071002894604,0.0515068959645837,0.06734207389749704,0.21488166184232932,0.03916226800612975,2021-12-20T02:18:00Z,5.63,789.011,2.356,141.0,961.0,486.935
2,0.6193510023785253,0.05224260958205911,0.06965681277607881,0.21924906557934076,0.03950050968399592,2021-12-20T02:19:00Z,5.802,764.021,2.364,142.0,965.0,489.866
3,0.6273728005547369,0.053046719251105136,0.06050099679292711,0.21920776631706682,0.03987171708416399,2021-12-20T02:20:00Z,5.927,756.939,2.357,142.0,972.0,490.842
4,0.6263923135787773,0.051016070062069555,0.06674602499787433,0.21664824419692202,0.03919734716435678,2021-12-20T02:21:00.001000Z,5.52,768.58,2.359,140.0,977.0,488.889
5,0.6277890466531441,0.051808654496281276,0.06626098715348208,0.21526369168356999,0.03887762001352265,2021-12-20T02:22:00.002000Z,5.484,759.381,2.354,140.0,974.0,482.051
6,0.6301003344481605,0.05041806020066889,0.06622073578595318,0.21471571906354514,0.03854515050167223,2021-12-20T02:23:00Z,5.63,774.196,2.361,142.0,962.0,490.842
7,0.625716694772344,0.052276559865092755,0.06812816188870152,0.21534569983136595,0.03853288364249579,2021-12-20T02:24:00Z,6.179,752.869,2.357,142.0,964.0,499.634
8,0.6218765935747068,0.05175930647628761,0.06765255821859596,0.21944586095529492,0.039265680775114734,2021-12-20T02:25:00Z,5.67,777.941,2.357,141.0,964.0,488.889
9,0.6308180830617531,0.049887189771872655,0.06526280604997076,0.2154257541572658,0.03860616695913763,2021-12-20T02:26:00.001000Z,5.571,792.755,2.358,141.0,961.0,503.541
10,0.6245039263700075,0.05218272397196655,0.06467955754454106,0.21945453010217003,0.03917926201131469,2021-12-20T02:27:00Z,5.989,764.265,2.357,142.0,963.0,504.518
11,0.6289665705073816,0.050398778211437296,0.06516205667741388,0.21703716273544882,0.03843543186831834,2021-12-20T02:28:00.001000Z,5.938,755.393,2.357,141.0,962.0,498.657
12,0.6226811046755645,0.05279946277176193,0.06883236800134306,0.21715772685301768,0.03852933769831276,2021-12-20T02:29:00Z,5.711,750.346,2.359,141.0,964.0,483.028
13,0.6255646645474318,0.05094529027940438,0.06775974569181863,0.21708214823490043,0.0386481512464447,2021-12-20T02:30:00.001000Z,5.927,764.998,2.358,141.0,966.0,503.541
14,0.6302746148693904,0.05132283991962492,0.06522103148024112,0.21450100468854655,0.03868050904219691,2021-12-20T02:31:00Z,5.806,772.324,2.358,141.0,959.0,491.819
15,0.626231164239414,0.05084603081067429,0.06641973230069871,0.21777927434969274,0.038723798299520155,2021-12-20T02:32:00.001000Z,5.912,764.672,2.355,141.0,954.0,508.425
16,0.6237222269156035,0.05094196164568725,0.06809157725775113,0.21922784489313168,0.03801638928782631,2021-12-20T02:33:00Z,6.117,758.242,2.361,142.0,953.0,502.564
17,0.6230048137826197,0.052360442530191696,0.06637952875601723,0.21957604932015876,0.03867916561101258,2021-12-20T02:34:00Z,5.934,766.138,2.351,140.0,959.0,502.564
18,0.6336386344712739,0.05054121565362198,0.06477935054121566,0.21298917568692755,0.03805162364696087,2021-12-20T02:35:00Z,5.788,758.16,2.359,141.0,971.0,509.402
19,0.62406078514141,0.05175179400590967,0.06948079358379064,0.21587167581257918,0.03883495145631068,2021-12-20T02:36:00.001000Z,5.835,764.917,2.356,141.0,976.0,515.263
20,0.6264512872286724,0.05115261652364125,0.06570755510684839,0.21756688541140834,0.03912165572942958,2021-12-20T02:37:00Z,5.766,765.079,2.36,139.0,963.0,517.216
21,0.6311152135604599,0.05076781069061005,0.06570445581941764,0.213560459847277,0.03885206008223546,2021-12-20T02:38:00Z,5.842,774.359,2.365,140.0,961.0,501.587
22,0.6249787883930087,0.05150178177498728,0.06872560665195997,0.21559477346003736,0.0391990497200068,2021-12-20T02:39:00.001000Z,5.875,777.534,2.349,139.0,951.0,505.495
23,0.6265266034674183,0.05192586898966607,0.06704244598172346,0.21521906225980017,0.03928601930139209,2021-12-20T02:40:00Z,5.645,750.916,2.356,140.0,941.0,498.657
24,0.6301037483266398,0.0517904953145917,0.0679384203480589,0.21126171352074966,0.03890562248995984,2021-12-20T02:41:00.001000Z,6.234,769.638,2.364,140.0,953.0,497.68
25,0.6335069736178793,0.05083179297597043,0.06578726264493362,0.21114098470845238,0.038732986052764234,2021-12-20T02:42:00Z,6.275,788.685,2.347,142.0,974.0,494.75
26,0.6226512226512226,0.052509652509652505,0.06906906906906907,0.21604461604461603,0.03972543972543972,2021-12-20T02:43:00Z,5.799,749.939,2.357,141.0,990.0,496.703
27,0.6283185840707965,0.052501701837985026,0.06798842750170184,0.2117937372362151,0.039397549353301566,2021-12-20T02:44:00.001000Z,5.586,776.638,2.355,141.0,996.0,505.495
28,0.6317030053034768,0.051687852512837786,0.06633555013048235,0.21146561158346658,0.038807980469736506,2021-12-20T02:45:00.002000Z,6.106,760.195,2.355,142.0,981.0,494.75
29,0.6314810115875835,0.05167893089740336,0.0652964560602216,0.21272096760551468,0.03882263384927683,2021-12-20T02:46:00.003000Z,5.912,739.031,2.358,142.0,976.0,490.842
30,0.6304384917249616,0.050929875447875785,0.06645623613717795,0.21284763692202696,0.03932775976795768,2021-12-20T02:47:00Z,6.179,764.754,2.359,141.0,965.0,483.028
31,0.6239301609038,0.05255049640534063,0.06838411502909962,0.21516603902773024,0.03996918863402944,2021-12-20T02:48:00.001000Z,5.63,736.02,2.357,144.0,951.0,485.958
32,0.6285066353099278,0.050142785150344364,0.06778095078111876,0.21442969931127162,0.039139929447337476,2021-12-20T02:49:00Z,5.722,767.196,2.356,144.0,945.0,499.634
33,0.6285066353099278,0.050142785150344364,0.06778095078111876,0.21442969931127162,0.039139929447337476,2021-12-20T02:50:00.001000Z,5.722,767.196,2.356,144.0,945.0,499.634
34,0.629360707728259,0.05199465865464863,0.06468035386412953,0.21498915039225505,0.038975129360707725,2021-12-20T02:51:00Z,5.725,783.232,2.355,143.0,960.0,501.587
35,0.6263411337332094,0.05111092337585537,0.06623299822590184,0.2178761510517868,0.0384387936132466,2021-12-20T02:52:00Z,5.762,764.428,2.357,144.0,966.0,494.75
36,0.6205839788882268,0.0526091768111007,0.068357878607304,0.21997105643994208,0.038477909253426396,2021-12-20T02:53:00.001000Z,5.645,779.894,2.349,145.0,970.0,484.005
37,0.6257034859302814,0.051322973540529185,0.06619067618647627,0.21847963040739188,0.0383032339353213,2021-12-20T02:54:00Z,5.531,801.709,2.358,143.0,964.0,489.866
38,0.62534901429901,0.050596497165580845,0.06658769777476943,0.21863101785261022,0.03883577290802944,2021-12-20T02:55:00Z,5.725,792.104,2.353,143.0,949.0,480.098
39,0.6238949229603435,0.05253851982823945,0.06668350593584238,0.21798433947966658,0.03889871179590806,2021-12-20T02:56:00Z,5.725,761.091,2.35,143.0,943.0,467.399
40,0.62775,0.05025,0.06433333333333333,0.21941666666666665,0.03825,2021-12-20T02:57:00Z,5.59,744.567,2.351,142.0,952.0,472.283
41,0.6294896030245747,0.05396116171163431,0.05696855129747381,0.2210001718508335,0.038580512115483766,2021-12-20T02:58:00Z,5.766,723.403,2.356,142.0,952.0,483.028
42,0.6247036911615306,0.05155773789366745,0.06848967152048764,0.21639011175076192,0.03885878767355232,2021-12-20T02:59:00.001000Z,5.33,727.88,2.403,143.0,931.0,485.958
43,0.625767387099487,0.05138339920948617,0.07156673114119923,0.21285005466319065,0.038432427886636956,2021-12-20T03:00:00.002000Z,5.853,736.427,2.399,142.0,925.0,489.866
44,0.6311793487430403,0.051796861818795344,0.06706596929306562,0.2109836342162983,0.0389741859288004,2021-12-20T03:01:00Z,5.78,761.254,2.405,143.0,924.0,478.144
45,0.6302556697528242,0.051728531385373304,0.0646394292024123,0.21387921515331687,0.03949715450607322,2021-12-20T03:02:00.001000Z,5.766,768.905,2.412,143.0,928.0,484.982
46,0.6390881147540983,0.053022540983606564,0.059682377049180335,0.20910177595628418,0.0391051912568306,2021-12-20T03:03:00Z,5.707,758.567,2.4,142.0,953.0,481.074
47,0.6360188774650261,0.051575931232091685,0.06674532277094218,0.20697792010787122,0.03868194842406876,2021-12-20T03:04:00.001000Z,5.916,747.497,2.411,140.0,958.0,468.376
48,0.6312388402346739,0.05186633789643737,0.0668310517813111,0.2112065300569679,0.03885724003060964,2021-12-20T03:05:00Z,5.901,781.766,2.406,140.0,949.0,458.608
49,0.6303495311167946,0.05336743393009378,0.0659846547314578,0.21099744245524296,0.039300937766410915,2021-12-20T03:06:00Z,5.945,748.799,2.406,140.0,940.0,473.26
50,0.6307261621988464,0.05268069222938581,0.0671021377672209,0.21029860875466577,0.03919239904988123,2021-12-20T03:07:00Z,5.93,765.731,2.405,141.0,943.0,490.842
51,0.6285137182292543,0.052684733209897326,0.06606631880154856,0.213684564888066,0.039050664871233806,2021-12-20T03:08:00.001000Z,6.143,776.068,2.412,141.0,939.0,477.167
52,0.6258129909620744,0.05186248838584338,0.06968493960638567,0.21386941464650727,0.038770166399189114,2021-12-20T03:09:00Z,6.106,758.567,2.399,140.0,925.0,482.051
53,0.6280668987180577,0.05280584090330249,0.06554036845233042,0.21453434077595723,0.03905255115035232,2021-12-20T03:10:00.001000Z,6.139,774.44,2.406,141.0,912.0,468.376
54,0.6344331641285955,0.052115059221658204,0.05981387478849408,0.21480541455160745,0.03883248730964467,2021-12-20T03:11:00.002000Z,6.201,784.778,2.404,139.0,897.0,480.098
55,0.6295084717329307,0.052004697198456636,0.0657607783928871,0.2141419224962255,0.03858413017950008,2021-12-20T03:12:00Z,6.007,768.987,2.406,138.0,898.0,497.68
56,0.6259944728247214,0.0521731848253915,0.06758227954107696,0.21555983585964322,0.03869022694916673,2021-12-20T03:13:00.001000Z,6.37,765.486,2.408,139.0,915.0,492.796
57,0.6233755274261603,0.05274261603375527,0.06641350210970463,0.21856540084388182,0.03890295358649788,2021-12-20T03:14:00Z,6.044,769.475,2.413,139.0,912.0,484.005
58,0.6261272650653182,0.051411715128529295,0.06523388116308472,0.21828908554572274,0.03893805309734513,2021-12-20T03:15:00Z,6.249,755.067,2.409,138.0,896.0,499.634
59,0.626094276094276,0.05084175084175084,0.06548821548821548,0.21877104377104378,0.0388047138047138,2021-12-20T03:16:00Z,6.136,758.649,2.414,140.0,875.0,500.611
60,0.6320661157024793,0.051239669421487596,0.06479338842975206,0.21380165289256198,0.038099173553719,2021-12-20T03:17:00Z,5.707,769.556,2.399,140.0,867.0,498.657
61,0.6256513699781476,0.05126912086064885,0.06858295511850732,0.21600268952765173,0.03849386451504455,2021-12-20T03:18:00Z,5.619,772.487,2.401,140.0,873.0,505.495
62,0.6244479626697775,0.05266227814348805,0.06682776435297058,0.21789850845762856,0.03816348637613533,2021-12-20T03:19:00Z,6.018,758.812,2.409,139.0,868.0,510.379
63,0.628373297685688,0.050129501211462944,0.06809257247890384,0.21547330604060486,0.03793132258334029,2021-12-20T03:20:00.001000Z,5.978,762.393,2.405,138.0,858.0,506.471
64,0.6230511316010059,0.05230511316010058,0.06848281642917016,0.21810561609388096,0.038055322715842416,2021-12-20T03:21:00Z,5.908,776.475,2.405,139.0,864.0,495.726
65,0.625473206023387,0.05156894085976278,0.06730041221502484,0.21721208042399265,0.03844536047783294,2021-12-20T03:22:00Z,5.692,764.103,2.405,137.0,866.0,506.471
66,0.626136948687146,0.05174189119615582,0.06718723185172473,0.2155483095932727,0.0393856186717007,2021-12-20T03:23:00.001000Z,5.586,742.287,2.401,136.0,863.0,522.1
67,0.629014205768403,0.0522600086095566,0.05871717606543263,0.22109341368919502,0.03891519586741283,2021-12-20T03:24:00.002000Z,5.868,768.417,2.408,138.0,857.0,503.541
68,0.6331128046227283,0.049158361946235664,0.06465120174189767,0.2149736202998074,0.03810401138933087,2021-12-20T03:25:00Z,6.073,778.999,2.404,137.0,848.0,510.379
69,0.6361468358742867,0.051869517076909975,0.057150157567498514,0.21608040201005027,0.038753087471254576,2021-12-20T03:26:00Z,5.989,763.044,2.405,138.0,855.0,514.286
70,0.6280312023062575,0.05027980328980838,0.06545701204002034,0.21756825504493815,0.03866372731897576,2021-12-20T03:27:00.001000Z,5.938,770.859,2.413,137.0,886.0,506.471
71,0.6273641165445561,0.050008519338899306,0.06917703186232747,0.2140057931504515,0.039444539103765545,2021-12-20T03:28:00.002000Z,5.941,782.662,2.409,136.0,921.0,524.054
72,0.6277347407848812,0.051247126926023664,0.06937941602111178,0.21196901336511448,0.03966970290286882,2021-12-20T03:29:00.003000Z,5.886,766.219,2.399,136.0,935.0,522.1
73,0.6359450933583426,0.04962059851649757,0.060192684798363025,0.21442578224912606,0.03981584107767073,2021-12-20T03:30:00Z,5.491,775.58,2.401,136.0,946.0,520.147
74,0.6314585803828562,0.05116042690157546,0.06843977638488903,0.2095544638319498,0.03938675249872946,2021-12-20T03:31:00Z,6.121,768.335,2.417,137.0,951.0,512.332
75,0.6306890957219708,0.050294594825377854,0.0660917086499872,0.21364529075228417,0.03927931005037999,2021-12-20T03:32:00.001000Z,5.989,755.311,2.36,136.0,957.0,504.518
76,0.6331773713313483,0.04993619736282433,0.06575925138239047,0.21207996597192683,0.03904721395150999,2021-12-20T03:33:00Z,5.989,760.033,2.359,137.0,957.0,517.216
77,0.6319303583502366,0.04986477349560514,0.0653313049357674,0.2135733603786342,0.03930020283975659,2021-12-20T03:34:00.001000Z,5.711,773.301,2.353,137.0,948.0,517.216
78,0.6272328951803168,0.04946073474890462,0.06791371755982473,0.21604314122008764,0.03934951129086619,2021-12-20T03:35:00.002000Z,5.681,762.8,2.361,136.0,937.0,517.216
79,0.6273533136344449,0.05132967496834107,0.07032503165892781,0.2118193330519206,0.03917264668636556,2021-12-20T03:36:00.003000Z,5.568,764.428,2.359,137.0,936.0,505.495
80,0.629122747364842,0.04989799387963277,0.06817409044542672,0.21361781706902416,0.03918735124107446,2021-12-20T03:37:00Z,5.711,788.36,2.357,137.0,941.0,501.587
81,0.6275471379047942,0.04971674980975734,0.06611989515515347,0.21746850426989095,0.03914771286040417,2021-12-20T03:38:00.001000Z,5.557,780.627,2.354,137.0,927.0,491.819
82,0.6283783783783783,0.05008445945945945,0.06807432432432431,0.21418918918918914,0.03927364864864864,2021-12-20T03:39:00.002000Z,5.663,749.288,2.361,137.0,930.0,491.819
83,0.6262029377004896,0.05039675839945973,0.06761776126962689,0.2159378693229782,0.03984467330744555,2021-12-20T03:40:00.003000Z,5.52,741.229,2.353,137.0,946.0,499.634
84,0.6316593145571768,0.0505598914149983,0.06107906345436037,0.21717000339328132,0.03953172718018324,2021-12-20T03:41:00.004000Z,5.806,748.799,2.351,139.0,941.0,490.842
85,0.6301991429291657,0.04923955970086547,0.06621292328375768,0.21493992101504075,0.03940845307117049,2021-12-20T03:42:00Z,5.879,749.858,2.359,138.0,935.0,490.842
86,0.628527970255197,0.05061686665539971,0.06684130471522731,0.21463579516646952,0.03937806320770662,2021-12-20T03:43:00.001000Z,5.615,758.893,2.364,139.0,932.0,485.958
87,0.6282718120805368,0.049580536912751674,0.06770134228187918,0.2151845637583892,0.03926174496644295,2021-12-20T03:44:00Z,5.685,762.149,2.348,140.0,934.0,488.889
88,0.628645877111877,0.05026477263175591,0.06581491132218206,0.21593679078759354,0.039337648146591575,2021-12-20T03:45:00Z,5.659,758.242,2.356,139.0,939.0,486.935
89,0.6284902190269186,0.04932285570974754,0.06821601738839658,0.21543220197291418,0.03853870590202307,2021-12-20T03:46:00.001000Z,6.293,775.336,2.357,141.0,921.0,458.608
90,0.6271314573708525,0.04972700545989081,0.06719865602687947,0.21738765224695505,0.038555228895422095,2021-12-20T03:47:00Z,5.784,773.138,2.307,141.0,904.0,489.866
91,0.626337517903783,0.050551857780773445,0.06689695846322352,0.2173729884573258,0.03884067739489426,2021-12-20T03:48:00Z,5.956,766.952,2.309,141.0,901.0,491.819
92,0.62718594238405,0.05077299991551914,0.0663174790909859,0.2168623806707781,0.038861197938666894,2021-12-20T03:49:00Z,5.864,787.79,2.307,140.0,896.0,488.889
93,0.6292596944770857,0.04985731072687595,0.0668121537686755,0.21537686755078062,0.03869397347658217,2021-12-20T03:50:00Z,6.15,777.778,2.298,142.0,892.0,487.912
94,0.6292596944770857,0.04985731072687595,0.0668121537686755,0.21537686755078062,0.03869397347658217,2021-12-20T03:51:00.001000Z,6.15,777.778,2.298,142.0,892.0,487.912
95,0.6333950513381585,0.05074903214946979,0.05950176737922908,0.21696684059922575,0.03938730853391685,2021-12-20T03:52:00Z,6.359,769.149,2.31,140.0,908.0,482.051
96,0.6333976348234505,0.05057451983561183,0.06508429086639267,0.21253040342195753,0.038413151052587434,2021-12-20T03:53:00.001000Z,6.15,771.754,2.304,141.0,916.0,484.982
97,0.6338240214118435,0.049682167949146865,0.06423553027768485,0.2140347942455671,0.03822348611575778,2021-12-20T03:54:00.002000Z,6.3,771.347,2.307,140.0,910.0,478.144
98,0.6369614703650619,0.05041733412022595,0.059101256217856835,0.21524323412865692,0.03827670516819829,2021-12-20T03:55:00Z,6.487,763.207,2.315,142.0,908.0,490.842
99,0.6318626637916737,0.04876430585503402,0.06775584674075305,0.21371703433405206,0.03790014927848732,2021-12-20T03:56:00Z,6.278,765.486,2.309,141.0,904.0,493.773
100,0.6171462125660598,0.05150574616223471,0.07608422112238906,0.21650868215753713,0.03875513799177921,2021-12-20T03:57:00Z,6.139,767.44,2.311,142.0,899.0,482.051
