,temp1,temp2,temp3,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp13,temp14,temp15,temp16,temp17,temp18,temp19,temp20,temp21,temp22,temp23,temp24,simulation_BTP,time1,BTP,BRP
10,111.0,110.0,97.0,91.0,93.0,83.0,83.0,70.0,83.0,78.0,82.0,60.0,93.0,97.0,129.0,189.0,285.0,350.0,440.0,457.0,433.0,439.0,448.0,86.6,2021-12-30T02:27:00.002000Z,90.0,75.03480383918466
11,109.0,110.0,97.0,92.0,93.0,84.0,83.0,70.0,84.0,78.0,81.0,60.0,92.0,105.0,132.0,198.0,281.0,351.0,434.0,453.0,430.0,442.0,446.0,86.44,2021-12-30T02:28:00Z,88.1200286963085,57.53967544318853
12,109.0,110.0,97.0,93.0,94.0,84.0,84.0,70.0,84.0,78.0,80.0,59.0,91.0,105.0,136.0,210.0,285.0,350.0,433.0,449.0,428.0,439.0,448.0,86.56,2021-12-30T02:29:00.001000Z,90.0,39.92387670117902
13,109.0,110.0,97.0,93.0,94.0,84.0,84.0,70.0,84.0,78.0,79.0,59.0,89.0,106.0,140.0,216.0,299.0,346.0,432.0,447.0,425.0,436.0,441.0,86.78,2021-12-30T02:30:00Z,89.37004707099545,54.37000000000241
14,108.0,110.0,97.0,92.0,95.0,85.0,85.0,70.0,83.0,78.0,79.0,59.0,87.0,105.0,140.0,220.0,310.0,349.0,428.0,444.0,423.0,434.0,435.0,87.24,2021-12-30T02:31:00Z,86.62003113087027,59.79766788662975
15,109.0,110.0,97.0,93.0,95.0,85.0,85.0,70.0,83.0,77.0,79.0,59.0,86.0,103.0,144.0,220.0,316.0,359.0,425.0,441.0,420.0,434.0,437.0,87.48,2021-12-30T02:32:00Z,87.26773816589666,61.619556937811204
16,109.0,110.0,97.0,92.0,95.0,86.0,86.0,70.0,84.0,77.0,79.0,58.0,86.0,104.0,148.0,223.0,315.0,368.0,432.0,437.0,417.0,433.0,439.0,87.66,2021-12-30T02:33:00Z,88.4949785045316,61.50281363060898
17,109.0,110.0,97.0,92.0,96.0,86.0,86.0,71.0,84.0,77.0,78.0,58.0,85.0,103.0,151.0,231.0,314.0,373.0,442.0,436.0,415.0,428.0,439.0,87.3,2021-12-30T02:34:00.001000Z,90.0,43.67387670117938
18,110.0,110.0,97.0,92.0,95.0,86.0,86.0,71.0,85.0,77.0,78.0,58.0,84.0,100.0,154.0,240.0,320.0,371.0,449.0,441.0,410.0,426.0,436.0,87.26,2021-12-30T02:35:00.002000Z,90.0,57.578805691342566
19,110.0,110.0,97.0,92.0,95.0,86.0,86.0,71.0,85.0,78.0,78.0,57.0,82.0,97.0,154.0,246.0,333.0,372.0,445.0,448.0,408.0,421.0,431.0,0.0,2021-12-30T02:36:00Z,90.0,49.08600660504853
20,110.0,109.0,97.0,92.0,95.0,86.0,86.0,71.0,85.0,78.0,79.0,57.0,81.0,93.0,152.0,252.0,341.0,379.0,441.0,451.0,412.0,416.0,425.0,87.34,2021-12-30T02:37:00Z,90.0,79.56827611403953
21,108.0,110.0,97.0,92.0,95.0,86.0,86.0,71.0,85.0,78.0,79.0,57.0,81.0,90.0,147.0,252.0,344.0,391.0,445.0,447.0,418.0,417.0,419.0,87.28,2021-12-30T02:38:00.001000Z,90.0,83.74082838663834
22,109.0,109.0,97.0,92.0,95.0,86.0,86.0,71.0,85.0,78.0,79.0,57.0,81.0,89.0,140.0,248.0,346.0,392.0,455.0,449.0,413.0,427.0,418.0,0.0,2021-12-30T02:39:00Z,84.77759553165062,67.3935876324169
23,109.0,108.0,96.0,92.0,95.0,85.0,86.0,71.0,85.0,78.0,79.0,57.0,81.0,88.0,134.0,238.0,346.0,392.0,464.0,453.0,411.0,428.0,428.0,87.34,2021-12-30T02:40:00Z,86.24499942314051,65.90268590727628
24,110.0,108.0,95.0,92.0,94.0,85.0,86.0,71.0,85.0,78.0,80.0,58.0,82.0,88.0,131.0,225.0,338.0,397.0,463.0,463.0,416.0,422.0,436.0,87.32,2021-12-30T02:41:00Z,90.0,79.73221748336269
25,111.0,109.0,95.0,92.0,94.0,85.0,86.0,71.0,85.0,79.0,80.0,59.0,83.0,91.0,128.0,218.0,325.0,398.0,469.0,465.0,421.0,427.0,431.0,87.02,2021-12-30T02:42:00.001000Z,90.0,34.06813576435457
26,111.0,110.0,95.0,91.0,94.0,85.0,86.0,71.0,85.0,79.0,80.0,59.0,83.0,92.0,130.0,212.0,318.0,392.0,473.0,463.0,428.0,429.0,435.0,86.74,2021-12-30T02:43:00Z,90.0,81.79517902431876
27,111.0,111.0,96.0,90.0,94.0,85.0,86.0,71.0,85.0,79.0,80.0,59.0,84.0,93.0,135.0,207.0,313.0,382.0,469.0,469.0,428.0,435.0,437.0,86.66,2021-12-30T02:44:00.001000Z,87.74501394212942,49.72177518936759
28,111.0,111.0,96.0,90.0,93.0,85.0,86.0,71.0,85.0,79.0,80.0,59.0,85.0,95.0,141.0,210.0,305.0,380.0,463.0,473.0,432.0,439.0,444.0,86.36,2021-12-30T02:45:00.002000Z,90.0,34.229854210958536
29,111.0,111.0,96.0,91.0,93.0,85.0,86.0,71.0,86.0,79.0,80.0,59.0,87.0,99.0,145.0,220.0,304.0,375.0,457.0,471.0,438.0,439.0,449.0,86.42,2021-12-30T02:46:00Z,90.0,82.06519399292321
30,110.0,111.0,96.0,91.0,93.0,85.0,85.0,71.0,86.0,79.0,80.0,59.0,87.0,102.0,151.0,228.0,315.0,367.0,454.0,466.0,438.0,447.0,448.0,86.62,2021-12-30T02:47:00.001000Z,86.71374710478888,55.986481343928205
31,110.0,111.0,97.0,91.0,94.0,84.0,85.0,71.0,85.0,79.0,80.0,59.0,86.0,104.0,160.0,234.0,327.0,368.0,448.0,463.0,435.0,450.0,455.0,86.86,2021-12-30T02:48:00.002000Z,88.12000021972216,60.309255673392535
32,108.0,110.0,97.0,91.0,95.0,85.0,85.0,71.0,85.0,79.0,80.0,58.0,85.0,105.0,166.0,245.0,334.0,377.0,446.0,461.0,433.0,450.0,461.0,86.96,2021-12-30T02:49:00.003000Z,90.0,56.484122775619156
33,107.0,109.0,98.0,92.0,95.0,85.0,85.0,71.0,85.0,79.0,80.0,58.0,84.0,100.0,170.0,257.0,341.0,385.0,454.0,457.0,432.0,448.0,459.0,87.08,2021-12-30T02:50:00Z,90.0,54.37000000000191
34,108.0,107.0,98.0,93.0,95.0,85.0,86.0,71.0,85.0,79.0,80.0,58.0,83.0,96.0,170.0,263.0,351.0,389.0,460.0,457.0,428.0,446.0,455.0,87.08,2021-12-30T02:51:00Z,89.99500712810337,60.62000000000109
35,110.0,107.0,97.0,93.0,96.0,85.0,86.0,71.0,85.0,79.0,80.0,58.0,83.0,93.0,161.0,272.0,355.0,394.0,462.0,461.0,425.0,444.0,454.0,87.08,2021-12-30T02:52:00.001000Z,90.0,61.06031684913567
36,111.0,108.0,96.0,93.0,96.0,86.0,86.0,71.0,85.0,78.0,80.0,58.0,83.0,91.0,154.0,272.0,360.0,400.0,465.0,462.0,427.0,439.0,454.0,86.74,2021-12-30T02:53:00Z,90.0,67.56518823679464
37,112.0,109.0,96.0,92.0,96.0,86.0,86.0,71.0,85.0,78.0,79.0,58.0,83.0,92.0,146.0,263.0,362.0,400.0,469.0,462.0,429.0,439.0,447.0,86.56,2021-12-30T02:54:00Z,90.0,38.579593873496805
38,113.0,110.0,96.0,91.0,95.0,86.0,87.0,71.0,85.0,78.0,79.0,58.0,84.0,93.0,142.0,252.0,355.0,405.0,468.0,463.0,428.0,439.0,446.0,86.38,2021-12-30T02:55:00.001000Z,90.0,49.30709590705071
39,112.0,111.0,96.0,91.0,94.0,86.0,87.0,71.0,85.0,78.0,79.0,58.0,84.0,95.0,142.0,242.0,349.0,406.0,470.0,464.0,429.0,438.0,447.0,86.4,2021-12-30T02:56:00Z,90.0,-23.130000000011908
40,111.0,111.0,97.0,91.0,93.0,86.0,87.0,71.0,86.0,78.0,79.0,57.0,84.0,97.0,144.0,237.0,340.0,404.0,473.0,460.0,431.0,438.0,447.0,0.0,2021-12-30T02:57:00.001000Z,90.0,69.27858350117441
41,111.0,110.0,98.0,92.0,93.0,86.0,87.0,72.0,86.0,78.0,80.0,57.0,83.0,96.0,148.0,238.0,334.0,399.0,472.0,461.0,426.0,439.0,448.0,86.04,2021-12-30T02:58:00Z,90.0,50.77986447262067
42,111.0,110.0,97.0,92.0,94.0,85.0,86.0,72.0,86.0,78.0,80.0,57.0,84.0,94.0,150.0,242.0,335.0,392.0,469.0,461.0,424.0,436.0,448.0,86.42,2021-12-30T02:59:00Z,90.0,4.370000000005726
43,111.0,110.0,97.0,93.0,95.0,85.0,86.0,72.0,86.0,79.0,80.0,57.0,86.0,97.0,146.0,247.0,338.0,388.0,463.0,465.0,427.0,431.0,444.0,86.46,2021-12-30T03:00:00.001000Z,90.0,80.80562160800969
44,110.0,111.0,97.0,93.0,96.0,85.0,85.0,72.0,86.0,80.0,80.0,57.0,88.0,103.0,145.0,247.0,343.0,389.0,459.0,465.0,431.0,435.0,437.0,86.36,2021-12-30T03:01:00Z,89.99507256002322,29.84869400370671
45,110.0,110.0,98.0,93.0,96.0,86.0,86.0,71.0,86.0,80.0,81.0,56.0,88.0,107.0,151.0,239.0,343.0,390.0,461.0,460.0,433.0,438.0,441.0,86.4,2021-12-30T03:02:00.001000Z,90.0,31.170947289107957
46,111.0,110.0,98.0,92.0,95.0,86.0,86.0,71.0,85.0,80.0,81.0,57.0,86.0,105.0,157.0,238.0,333.0,391.0,461.0,459.0,429.0,443.0,443.0,86.2,2021-12-30T03:03:00.002000Z,86.24498754961714,63.18282665736662
47,111.0,111.0,98.0,93.0,94.0,86.0,87.0,71.0,85.0,79.0,81.0,57.0,85.0,101.0,161.0,244.0,328.0,387.0,460.0,462.0,426.0,443.0,449.0,86.22,2021-12-30T03:04:00Z,88.29044424670515,62.06426256756523
48,111.0,111.0,98.0,93.0,94.0,86.0,87.0,71.0,85.0,79.0,81.0,57.0,85.0,101.0,161.0,244.0,328.0,387.0,460.0,462.0,426.0,443.0,449.0,86.8,2021-12-30T03:05:00.001000Z,88.29044424670515,62.06426256756523
49,111.0,111.0,97.0,93.0,94.0,86.0,87.0,71.0,85.0,79.0,80.0,58.0,84.0,96.0,157.0,249.0,333.0,381.0,458.0,461.0,427.0,439.0,452.0,86.86,2021-12-30T03:06:00Z,90.0,37.42674599894842
50,111.0,111.0,98.0,93.0,95.0,86.0,87.0,71.0,85.0,79.0,80.0,57.0,83.0,92.0,148.0,252.0,341.0,382.0,453.0,460.0,426.0,440.0,446.0,86.72,2021-12-30T03:07:00Z,89.05750937809765,58.46280836484984
51,110.0,112.0,98.0,92.0,95.0,86.0,87.0,72.0,86.0,79.0,80.0,57.0,83.0,90.0,137.0,245.0,345.0,390.0,452.0,455.0,425.0,440.0,444.0,86.62,2021-12-30T03:08:00.001000Z,87.60862405345657,61.62284230671857
52,110.0,111.0,98.0,92.0,94.0,86.0,86.0,72.0,86.0,79.0,80.0,57.0,82.0,88.0,126.0,227.0,339.0,395.0,458.0,451.0,422.0,438.0,446.0,86.38,2021-12-30T03:09:00Z,89.99500948706049,59.35724755306069
53,110.0,112.0,98.0,92.0,94.0,86.0,86.0,71.0,86.0,79.0,80.0,58.0,83.0,87.0,120.0,204.0,324.0,394.0,466.0,456.0,418.0,434.0,444.0,86.26,2021-12-30T03:10:00Z,90.0,57.045872718783066
54,111.0,112.0,98.0,93.0,95.0,86.0,86.0,71.0,86.0,79.0,80.0,58.0,83.0,87.0,117.0,186.0,298.0,390.0,468.0,464.0,418.0,428.0,441.0,86.18,2021-12-30T03:11:00.001000Z,90.0,69.905287989991
55,113.0,113.0,98.0,93.0,96.0,86.0,86.0,71.0,85.0,79.0,80.0,59.0,83.0,89.0,117.0,179.0,279.0,380.0,466.0,468.0,425.0,427.0,435.0,86.12,2021-12-30T03:12:00Z,90.0,81.24698900735848
56,113.0,115.0,98.0,93.0,96.0,86.0,85.0,71.0,85.0,79.0,80.0,59.0,83.0,89.0,120.0,177.0,272.0,361.0,458.0,469.0,430.0,431.0,429.0,86.26,2021-12-30T03:13:00Z,83.74498638310955,35.23195407418989
57,113.0,115.0,99.0,93.0,96.0,86.0,85.0,71.0,85.0,79.0,80.0,59.0,83.0,89.0,124.0,179.0,273.0,348.0,446.0,467.0,433.0,435.0,432.0,86.32,2021-12-30T03:14:00.001000Z,83.99498324106582,46.1200000000032
58,112.0,115.0,99.0,93.0,96.0,87.0,86.0,71.0,85.0,79.0,80.0,60.0,83.0,89.0,128.0,188.0,276.0,347.0,433.0,467.0,432.0,439.0,436.0,86.54,2021-12-30T03:15:00Z,85.11999161392124,58.12000000000114
59,112.0,114.0,99.0,93.0,96.0,87.0,86.0,71.0,84.0,79.0,80.0,60.0,84.0,89.0,131.0,196.0,285.0,350.0,432.0,459.0,433.0,439.0,442.0,86.78,2021-12-30T03:16:00Z,89.99501754368261,40.398975713774576
60,113.0,113.0,99.0,94.0,96.0,86.0,87.0,71.0,84.0,79.0,80.0,61.0,84.0,92.0,133.0,205.0,294.0,352.0,434.0,450.0,431.0,441.0,442.0,86.88,2021-12-30T03:17:00Z,86.66164076861361,58.01072015331328
61,113.0,113.0,98.0,94.0,97.0,86.0,86.0,71.0,85.0,79.0,80.0,63.0,87.0,94.0,135.0,212.0,305.0,356.0,437.0,447.0,425.0,444.0,443.0,86.96,2021-12-30T03:18:00.001000Z,86.05749775523148,66.71589571674649
62,113.0,114.0,98.0,94.0,98.0,86.0,86.0,72.0,85.0,79.0,79.0,64.0,97.0,95.0,140.0,219.0,313.0,364.0,440.0,449.0,423.0,442.0,446.0,87.0,2021-12-30T03:19:00.002000Z,87.24499036930622,64.89515380365822
63,113.0,114.0,99.0,94.0,98.0,87.0,86.0,72.0,85.0,79.0,79.0,64.0,106.0,112.0,142.0,227.0,317.0,374.0,444.0,451.0,424.0,440.0,447.0,87.04,2021-12-30T03:20:00Z,89.16166918336982,60.257340529488076
64,113.0,114.0,99.0,94.0,97.0,87.0,87.0,72.0,86.0,79.0,79.0,63.0,108.0,133.0,147.0,232.0,326.0,377.0,452.0,449.0,424.0,439.0,445.0,87.02,2021-12-30T03:21:00.001000Z,88.74497113071477,59.96105265082738
65,113.0,115.0,99.0,94.0,97.0,87.0,87.0,72.0,86.0,79.0,80.0,63.0,102.0,148.0,167.0,232.0,331.0,380.0,456.0,451.0,422.0,439.0,445.0,87.12,2021-12-30T03:22:00.002000Z,88.2904281847537,62.25997485464141
66,113.0,115.0,99.0,94.0,97.0,87.0,87.0,72.0,86.0,79.0,80.0,62.0,95.0,142.0,197.0,241.0,333.0,386.0,456.0,458.0,420.0,438.0,446.0,87.14,2021-12-30T03:23:00Z,89.24497704998228,61.87000000000084
67,113.0,115.0,100.0,94.0,97.0,87.0,87.0,72.0,86.0,79.0,80.0,61.0,91.0,129.0,219.0,266.0,334.0,387.0,458.0,456.0,423.0,434.0,444.0,87.52,2021-12-30T03:24:00.001000Z,90.0,30.502624306329302
68,113.0,114.0,100.0,94.0,97.0,87.0,87.0,72.0,86.0,79.0,80.0,61.0,88.0,116.0,219.0,296.0,347.0,387.0,458.0,453.0,424.0,436.0,440.0,87.96,2021-12-30T03:25:00.002000Z,88.11998749217719,57.88653344388186
69,114.0,114.0,100.0,95.0,97.0,88.0,88.0,73.0,87.0,79.0,80.0,60.0,87.0,109.0,204.0,312.0,363.0,386.0,458.0,454.0,419.0,439.0,440.0,0.0,2021-12-30T03:26:00.003000Z,86.44236840099647,66.7527044125612
70,114.0,114.0,99.0,95.0,97.0,88.0,88.0,73.0,87.0,80.0,80.0,60.0,86.0,106.0,188.0,306.0,373.0,388.0,458.0,454.0,419.0,435.0,443.0,87.44,2021-12-30T03:27:00Z,89.99500941976164,59.529855982616255
71,115.0,114.0,100.0,95.0,98.0,88.0,88.0,73.0,87.0,80.0,80.0,60.0,86.0,103.0,179.0,290.0,375.0,389.0,456.0,453.0,420.0,433.0,440.0,87.12,2021-12-30T03:28:00.001000Z,90.0,55.620000000001355
72,114.0,114.0,100.0,95.0,98.0,88.0,88.0,73.0,87.0,80.0,81.0,60.0,85.0,103.0,175.0,279.0,371.0,390.0,452.0,451.0,420.0,432.0,437.0,86.64,2021-12-30T03:29:00Z,88.92356805621314,56.779598233662504
73,113.0,114.0,101.0,94.0,98.0,88.0,88.0,73.0,87.0,80.0,81.0,60.0,86.0,104.0,176.0,272.0,366.0,393.0,445.0,446.0,419.0,431.0,434.0,86.54,2021-12-30T03:30:00Z,87.49500577966577,59.314499206012385
74,112.0,114.0,101.0,95.0,97.0,88.0,88.0,73.0,87.0,80.0,81.0,60.0,86.0,106.0,179.0,277.0,361.0,395.0,441.0,437.0,415.0,430.0,431.0,86.62,2021-12-30T03:31:00.001000Z,86.5128158798387,64.00010565416059
75,111.0,113.0,101.0,95.0,96.0,88.0,88.0,73.0,87.0,80.0,81.0,60.0,86.0,106.0,180.0,283.0,364.0,396.0,444.0,429.0,404.0,430.0,431.0,86.52,2021-12-30T03:32:00.002000Z,86.39506414076234,69.50267555959229
76,110.0,112.0,101.0,95.0,96.0,88.0,88.0,73.0,87.0,80.0,80.0,61.0,87.0,105.0,181.0,285.0,372.0,392.0,450.0,425.0,397.0,421.0,433.0,87.24,2021-12-30T03:33:00Z,89.99500451279243,65.57197039677604
77,111.0,112.0,100.0,95.0,96.0,88.0,88.0,73.0,87.0,80.0,80.0,61.0,87.0,107.0,178.0,286.0,377.0,391.0,450.0,429.0,388.0,413.0,425.0,87.1,2021-12-30T03:34:00.001000Z,89.70654745871444,66.62916466786378
78,112.0,112.0,100.0,95.0,96.0,88.0,87.0,73.0,87.0,80.0,80.0,61.0,87.0,109.0,175.0,284.0,380.0,398.0,447.0,435.0,387.0,405.0,414.0,86.68,2021-12-30T03:35:00Z,89.99498534444383,62.88843944724914
79,112.0,113.0,100.0,95.0,96.0,88.0,87.0,73.0,87.0,80.0,80.0,61.0,86.0,109.0,174.0,278.0,378.0,400.0,450.0,436.0,390.0,399.0,406.0,86.34,2021-12-30T03:36:00.001000Z,90.0,41.8835885621675
80,112.0,112.0,100.0,95.0,96.0,88.0,88.0,73.0,87.0,80.0,80.0,60.0,85.0,104.0,175.0,271.0,374.0,399.0,449.0,430.0,396.0,400.0,397.0,86.08,2021-12-30T03:37:00Z,84.63783192556235,54.90571428571843
81,111.0,111.0,100.0,95.0,96.0,88.0,88.0,73.0,87.0,80.0,80.0,61.0,84.0,101.0,173.0,269.0,367.0,397.0,447.0,431.0,394.0,405.0,396.0,85.98,2021-12-30T03:38:00.001000Z,84.55749702267158,66.76869997723372
82,111.0,112.0,100.0,94.0,96.0,88.0,87.0,73.0,86.0,80.0,80.0,61.0,83.0,98.0,165.0,269.0,362.0,395.0,446.0,431.0,391.0,408.0,398.0,85.96,2021-12-30T03:39:00Z,84.85612160611717,69.43741129522596
83,111.0,112.0,100.0,95.0,96.0,88.0,87.0,73.0,86.0,80.0,80.0,61.0,83.0,97.0,161.0,261.0,364.0,392.0,446.0,428.0,391.0,403.0,401.0,85.98,2021-12-30T03:40:00.001000Z,85.7092922661801,64.5011561962654
84,111.0,111.0,100.0,95.0,96.0,88.0,87.0,73.0,86.0,80.0,80.0,61.0,83.0,96.0,162.0,253.0,362.0,391.0,444.0,427.0,386.0,401.0,396.0,85.88,2021-12-30T03:41:00Z,85.30751321528372,67.65360082021621
85,112.0,111.0,99.0,94.0,96.0,87.0,87.0,73.0,86.0,80.0,80.0,62.0,83.0,95.0,166.0,255.0,355.0,394.0,442.0,425.0,383.0,401.0,394.0,85.92,2021-12-30T03:42:00Z,85.19499934443947,69.40558503300349
86,112.0,112.0,99.0,94.0,96.0,87.0,87.0,73.0,85.0,80.0,80.0,62.0,83.0,93.0,164.0,262.0,355.0,391.0,444.0,426.0,381.0,394.0,398.0,85.88,2021-12-30T03:43:00.001000Z,87.91165496878452,61.81006896120571
87,112.0,112.0,99.0,94.0,95.0,88.0,87.0,72.0,85.0,80.0,79.0,62.0,83.0,94.0,161.0,262.0,357.0,384.0,446.0,428.0,381.0,392.0,394.0,85.96,2021-12-30T03:44:00.002000Z,87.07833252696581,61.19716122995717
88,112.0,112.0,100.0,93.0,95.0,88.0,86.0,72.0,85.0,80.0,79.0,62.0,83.0,97.0,158.0,258.0,360.0,381.0,441.0,434.0,383.0,389.0,390.0,86.02,2021-12-30T03:45:00.003000Z,86.99499742352455,52.60727508252511
89,112.0,112.0,100.0,94.0,94.0,88.0,87.0,72.0,85.0,80.0,79.0,62.0,83.0,102.0,159.0,254.0,359.0,382.0,438.0,436.0,387.0,393.0,387.0,85.96,2021-12-30T03:46:00Z,84.36999921167498,62.026796335351655
90,111.0,112.0,100.0,94.0,94.0,87.0,87.0,72.0,85.0,80.0,79.0,62.0,83.0,104.0,167.0,252.0,358.0,386.0,438.0,433.0,389.0,397.0,389.0,85.92,2021-12-30T03:47:00.001000Z,84.37000376184054,64.83937501000133
91,111.0,112.0,101.0,94.0,95.0,87.0,86.0,72.0,85.0,80.0,79.0,62.0,84.0,103.0,180.0,256.0,355.0,388.0,439.0,433.0,389.0,400.0,392.0,85.94,2021-12-30T03:48:00.002000Z,84.66605629114747,66.61763048731717
92,110.0,111.0,100.0,94.0,95.0,87.0,86.0,72.0,85.0,80.0,79.0,62.0,84.0,104.0,187.0,268.0,354.0,389.0,442.0,432.0,389.0,401.0,393.0,85.98,2021-12-30T03:49:00.003000Z,84.74500664716182,67.11202308173775
93,109.0,111.0,100.0,95.0,95.0,87.0,86.0,72.0,85.0,80.0,79.0,62.0,83.0,102.0,190.0,281.0,360.0,388.0,442.0,433.0,390.0,401.0,394.0,86.04,2021-12-30T03:50:00.004000Z,84.7866670809362,66.1994099806713
94,109.0,111.0,99.0,95.0,95.0,87.0,86.0,72.0,85.0,80.0,79.0,62.0,84.0,100.0,188.0,289.0,369.0,387.0,444.0,435.0,392.0,403.0,395.0,85.94,2021-12-30T03:51:00Z,84.6660415957081,66.495022628545
95,110.0,110.0,99.0,94.0,95.0,87.0,86.0,72.0,85.0,80.0,79.0,62.0,84.0,99.0,181.0,288.0,375.0,388.0,444.0,438.0,389.0,403.0,396.0,85.78,2021-12-30T03:52:00Z,84.99501034901284,67.7018990841524
96,112.0,110.0,98.0,93.0,96.0,87.0,86.0,72.0,85.0,80.0,79.0,62.0,85.0,97.0,174.0,280.0,376.0,389.0,443.0,439.0,392.0,402.0,398.0,85.52,2021-12-30T03:53:00.001000Z,85.1735802485095,64.03999932402769
97,113.0,111.0,98.0,93.0,95.0,88.0,86.0,72.0,85.0,80.0,80.0,62.0,85.0,99.0,168.0,269.0,369.0,389.0,443.0,434.0,396.0,402.0,400.0,85.4,2021-12-30T03:54:00.002000Z,85.3075261184318,57.354903407734675
98,112.0,112.0,99.0,92.0,94.0,87.0,86.0,72.0,85.0,79.0,80.0,62.0,84.0,99.0,163.0,259.0,358.0,387.0,442.0,428.0,396.0,406.0,399.0,85.4,2021-12-30T03:55:00.003000Z,84.70089816640301,65.36163360964763
99,111.0,112.0,99.0,92.0,94.0,87.0,87.0,72.0,85.0,79.0,80.0,63.0,84.0,96.0,159.0,244.0,350.0,381.0,440.0,427.0,390.0,409.0,404.0,85.42,2021-12-30T03:56:00.004000Z,85.46374879047698,69.04559955415223
100,112.0,112.0,99.0,92.0,94.0,86.0,86.0,72.0,85.0,79.0,80.0,64.0,84.0,94.0,154.0,230.0,335.0,374.0,433.0,424.0,387.0,402.0,406.0,85.52,2021-12-30T03:57:00Z,87.60863735098245,63.56487621969348
101,113.0,113.0,99.0,94.0,94.0,86.0,86.0,72.0,85.0,79.0,80.0,65.0,87.0,92.0,149.0,219.0,321.0,370.0,428.0,420.0,387.0,399.0,398.0,85.7,2021-12-30T03:58:00.001000Z,85.95653636685658,64.13189227395947
102,112.0,114.0,99.0,94.0,94.0,86.0,85.0,72.0,86.0,79.0,79.0,65.0,91.0,98.0,143.0,209.0,311.0,362.0,422.0,412.0,383.0,397.0,391.0,85.76,2021-12-30T03:59:00Z,85.12001008130376,67.63518515968869
103,109.0,114.0,100.0,94.0,95.0,86.0,85.0,72.0,86.0,80.0,79.0,64.0,90.0,106.0,140.0,200.0,302.0,359.0,418.0,406.0,377.0,396.0,391.0,85.94,2021-12-30T04:00:00.001000Z,85.4637618583173,69.51629600061447
104,108.0,111.0,100.0,94.0,95.0,86.0,85.0,71.0,85.0,80.0,79.0,64.0,89.0,107.0,149.0,194.0,293.0,358.0,417.0,403.0,375.0,391.0,393.0,86.02,2021-12-30T04:01:00Z,86.78072443903606,66.05161705648743
105,108.0,109.0,99.0,94.0,95.0,87.0,85.0,71.0,85.0,80.0,80.0,64.0,87.0,103.0,162.0,198.0,287.0,354.0,422.0,405.0,370.0,387.0,390.0,86.14,2021-12-30T04:02:00.001000Z,87.0485883033198,66.48104947808741
