,0,1,2,3,4,5,6
0,11.335218,11.50797,11.778509,11.731317,11.656748,11.733465,11.623572
1,9.816695,10.116138,10.670233,10.514469,10.397056,10.593244,10.145309
2,8.486135,8.882776,9.715412,9.484336,9.287727,9.597142,8.861796
3,7.1695886,7.6333737,8.782594,8.487796,8.160064,8.598903,7.5491967
4,5.854368,6.357909,7.8517923,7.507865,7.0045567,7.565072,6.2990885
5,4.535269,5.0549436,6.9210253,6.5322895,5.822604,6.5447783,5.0664625
6,3.211101,3.7323954,5.9907346,5.5597305,4.6217747,5.5255356,3.8431077
7,1.886878,2.400459,5.060826,4.5893435,3.4119067,4.5009727,2.627427
8,0.6310205,1.0858725,4.132129,3.6215043,2.2072346,3.4689128,1.425547
9,0.13707773,0.18985166,3.2021346,2.6541557,1.1130396,2.4736822,0.4033688
10,0.092635974,0.097828805,2.274575,1.6929746,0.38709652,1.55656,0.2167536
11,0.088424854,0.09353833,1.3578153,0.7649189,0.21918288,0.6816596,0.21661928
12,0.0829781,0.08736642,0.51084524,0.19167213,0.21559116,0.22899921,0.21656144
13,0.08180345,0.0872624,0.14924257,0.10299613,0.1367431,0.15874337,0.2144349
14,0.07023765,0.07387855,0.08310068,0.08821954,0.10814188,0.11265718,0.16161321
15,0.06541329,0.06998493,0.07794356,0.08146417,0.09582542,0.1001003,0.1309332
16,0.061392497,0.067896985,0.07488728,0.07759829,0.08722654,0.09395452,0.10818855
17,0.058172382,0.066293746,0.07278772,0.07486315,0.082699016,0.089114,0.099327214
18,0.057455406,0.0653277,0.07063882,0.072758384,0.079760395,0.08585805,0.09517994
19,0.05621665,0.06398912,0.06891994,0.07130584,0.07739372,0.0828797,0.09203164
20,0.05653668,0.06366182,0.06821036,0.07027938,0.0765218,0.08200266,0.09016174
21,0.055843446,0.06305065,0.0668384,0.06928672,0.07540415,0.08044023,0.08833807
22,0.05554723,0.0625769,0.066288084,0.06850639,0.07426583,0.07901826,0.086567156
23,0.055261943,0.061849803,0.06553784,0.067839414,0.0733602,0.07818998,0.08577982
24,0.055684615,0.062069297,0.064988784,0.06704068,0.07232149,0.07732031,0.08563308
25,0.05479242,0.061268494,0.06419754,0.06614303,0.0714171,0.07575234,0.08421349
26,0.0545928,0.060915835,0.063457444,0.06551682,0.070732564,0.075215526,0.083226584
27,0.054861244,0.061016984,0.063160725,0.0650939,0.06990088,0.0743705,0.08204241
28,0.054482292,0.060599975,0.062436022,0.06445309,0.06923337,0.07398935,0.08158588
29,0.05439193,0.06052941,0.062474474,0.06419817,0.06869741,0.07318229,0.08119954
30,0.054114144,0.060106948,0.061879933,0.06392517,0.06860455,0.0725833,0.08029501
31,0.05388017,0.059709,0.061370835,0.063100435,0.067244776,0.07137162,0.07920265
32,0.05393062,0.05966352,0.061042313,0.06274293,0.066919364,0.07111206,0.0794383
33,0.053720124,0.059671886,0.06107466,0.062318332,0.06655288,0.07036546,0.07837421
34,0.05392103,0.059298486,0.060804125,0.061997116,0.06606222,0.07034855,0.07786444
35,0.05345913,0.058764443,0.060179695,0.06162686,0.06605752,0.07029489,0.077877924
