,0,1,2,3,4,5,6
0,11.3221655,11.481197,11.747867,11.71277,11.660568,11.703702,11.577064
1,9.784105,10.095636,10.585686,10.4951315,10.473196,10.549219,9.9728
2,8.440548,8.894397,9.515016,9.440603,9.419325,9.369869,8.63449
3,7.1174426,7.7016215,8.433007,8.440632,8.365207,8.228157,7.3233852
4,5.8040047,6.5148177,7.37137,7.4147677,7.3181243,7.144948,6.045561
5,4.4961786,5.3291926,6.260092,6.3762,6.2743897,6.0367637,4.7834344
6,3.1936011,4.1451335,5.183181,5.363266,5.2317333,4.888538,3.5299785
7,1.8985888,2.9630451,4.120613,4.3612413,4.1900396,3.794366,2.2849686
8,0.66927266,1.7872277,3.0665836,3.3663945,3.1503625,2.715292,1.0634288
9,0.217687,0.66642356,2.0189698,2.375897,2.1124818,1.6477575,0.26023135
10,0.21697052,0.21876842,0.99368274,1.3969531,1.090586,0.63819444,0.21686493
11,0.21669906,0.21671318,0.27714145,0.5030601,0.3114448,0.21971759,0.21665789
12,0.21648435,0.21646167,0.21645543,0.2173415,0.21654604,0.21646501,0.21651106
13,0.21656822,0.2165684,0.21658388,0.2166063,0.21659039,0.21660596,0.2165079
14,0.21666141,0.21665114,0.21664935,0.21664467,0.21671203,0.21667804,0.2167099
15,0.21661232,0.21658365,0.21664497,0.21662414,0.21663894,0.21664013,0.21662898
16,0.21615984,0.2139083,0.21382095,0.21538809,0.2148917,0.21362865,0.21498829
17,0.15076806,0.1977994,0.18238279,0.19726911,0.19849627,0.19425066,0.198695
18,0.078818016,0.12276761,0.10992338,0.14830974,0.1560744,0.16250145,0.17251772
19,0.06271911,0.079295896,0.08564768,0.09879479,0.10410095,0.11134668,0.120841
20,0.060810585,0.073358886,0.07903811,0.08809093,0.09421998,0.10078281,0.109488524
21,0.059088092,0.06956791,0.07483267,0.08251084,0.08830739,0.09537141,0.103205234
22,0.058372498,0.06841986,0.073233716,0.080171525,0.086075135,0.09228145,0.099483065
23,0.05797441,0.067156434,0.07176863,0.07755259,0.08324719,0.089727126,0.096623436
24,0.05801361,0.06655063,0.07001523,0.07551655,0.08063475,0.08738118,0.09482615
25,0.057229355,0.065707184,0.06957439,0.074282266,0.07971772,0.085752994,0.09292797
26,0.05665992,0.06472139,0.06845752,0.07292351,0.07879469,0.08483901,0.09203251
27,0.056808725,0.064214244,0.06797781,0.07134377,0.07591775,0.081810616,0.0892463
