,0,1,2,3,4,5,6
0,78.69071,78.2746,79.13818,78.17966,78.94898,76.63323,77.627396
1,67.07466,65.62012,67.950096,66.35901,67.342125,64.01752,65.064316
2,56.981148,54.31511,58.25229,55.87486,57.041523,52.898743,54.18349
3,47.072636,43.35134,48.73903,45.52524,47.03825,41.864826,43.50544
4,37.248714,32.541634,38.921158,35.353184,37.153133,31.018135,32.922447
5,27.47677,21.822783,29.222542,25.25899,27.331915,20.259628,22.399149
6,17.755493,11.220956,19.649887,15.241936,17.573175,9.643975,11.968319
7,8.18013,2.6282866,10.2013,5.585586,7.9735622,2.0529678,3.047992
8,1.8408905,1.5154217,2.5544248,1.5274773,1.7919772,1.5153996,1.5153764
9,1.5168345,1.5167114,1.5163463,1.516633,1.516766,1.5162798,1.5161138
10,1.5160806,1.5160657,1.5163885,1.5162629,1.5160426,1.5162015,1.5162915
11,1.5162109,1.5161618,1.5162932,1.5163997,1.5165555,1.5163181,1.5165551
12,1.5157157,1.5155709,1.5158526,1.5159324,1.5160272,1.5159993,1.5157769
13,1.5164894,1.516545,1.5159947,1.5163532,1.5162482,1.5160213,1.5159147
14,1.5166268,1.5165747,1.5162654,1.5160947,1.516167,1.5163769,1.5160134
15,1.5154223,1.5155935,1.5156556,1.5156522,1.5158713,1.5158476,1.5154476
16,1.5156759,1.5157914,1.5156902,1.5158153,1.5159521,1.5160563,1.5163653
17,1.5035356,1.5157579,1.5163836,1.5162886,1.5164996,1.5165452,1.5164429
18,0.84974706,1.2862157,1.5175354,1.2602513,1.2794167,1.3200235,1.344235
19,0.48750275,0.73451614,0.85327375,0.73364735,0.829654,0.82393634,0.9284912
20,0.43272492,0.5411598,0.59718657,0.6436461,0.72984475,0.7230636,0.8088313
21,0.42008924,0.5046359,0.53151155,0.5933968,0.6710563,0.67397773,0.7537833
22,0.4112046,0.48811382,0.50599116,0.5633532,0.62955505,0.6320031,0.6973712
23,0.40661082,0.48038834,0.49690214,0.54466665,0.6011764,0.61194646,0.67977834
24,0.4029941,0.474516,0.48857,0.5301775,0.5763308,0.5946653,0.65545017
25,0.39917067,0.46548727,0.47872108,0.5162895,0.5594096,0.5765011,0.63869286
26,0.3988147,0.46159402,0.4746295,0.50690967,0.54447764,0.5655477,0.6237509
27,0.39597413,0.45946127,0.47078708,0.5002483,0.53902054,0.557432,0.6162328
28,0.39521006,0.4562682,0.46718353,0.4982532,0.53450584,0.55396086,0.6131123
29,0.3939921,0.45513487,0.4615605,0.49268693,0.5268462,0.5478651,0.60573155
30,0.39316294,0.45131823,0.46068737,0.48333803,0.5052439,0.52963394,0.58563507
31,0.4039765,0.4487929,0.4551681,0.48043573,0.50439644,0.5292209,0.5854205
32,0.38973695,0.4445307,0.45233256,0.47631064,0.49969307,0.52188855,0.57430565
33,0.38819864,0.44413236,0.45168212,0.47520882,0.49617478,0.51915663,0.5730972
34,0.38907167,0.44254696,0.44830978,0.46974176,0.48892146,0.5125394,0.56904894
35,0.387536,0.44304875,0.4468532,0.4698377,0.49051058,0.5147769,0.57089305
36,0.38677475,0.4388175,0.44242534,0.46300438,0.4796874,0.50633746,0.55946565
