,0
1661,69.02586
1662,69.562935
1663,69.39229
1664,67.6162
1665,66.98307
1666,71.6309
1667,68.86639
1668,69.24902
1669,69.70836
1670,69.61044
1671,67.85105
1672,67.22332
1673,71.468285
1674,68.72767
1675,68.982895
1676,69.33921
1677,69.27761
1678,67.49226
1679,66.99327
1680,71.53152
1681,68.73783
1682,69.04377
1683,69.48402
1684,69.383484
1685,67.53515
1686,66.94539
1687,71.32638
1688,68.61158
1689,68.94353
1690,69.38229
1691,69.25172
1692,67.49016
1693,66.87632
1694,71.109695
1695,68.310974
1696,68.649536
1697,69.09481
1698,68.99263
1699,67.14323
1700,66.50783
1701,71.16371
1702,68.458824
1703,68.76929
1704,69.2333
1705,69.0653
1706,67.21693
1707,66.617744
1708,71.32154
1709,68.43773
1710,68.78132
1711,69.16237
1712,68.9685
1713,67.16587
1714,66.517334
1715,71.102005
1716,68.28474
1717,68.63116
1718,69.06912
1719,68.909294
1720,67.00756
1721,66.38695
1722,71.277504
1723,68.36621
1724,68.73701
1725,69.17949
1726,68.9653
1727,67.06791
1728,66.32599
1729,70.927284
1730,68.1378
1731,68.46913
1732,68.99987
1733,68.866844
1734,67.01969
1735,66.39951
1736,71.246635
1737,68.4417
1738,68.74338
1739,69.284256
1740,69.11519
1741,67.170975
1742,66.42203
1743,71.11064
1744,68.23426
1745,68.59778
1746,69.01862
1747,68.82829
1748,66.952896
1749,66.37546
1750,70.96464
1751,68.10755
1752,68.39448
1753,68.852585
1754,68.6233
1755,66.815956
1756,66.17002
1757,70.99634
1758,68.1363
1759,68.45735
1760,68.93275
1761,68.751785
1762,66.960815
1763,66.35681
1764,70.891624
1765,68.04545
1766,68.343346
1767,68.73493
1768,68.58189
1769,66.7449
1770,66.083916
1771,70.62011
1772,67.73503
1773,68.1178
1774,68.614975
1775,68.37891
1776,66.575005
1777,65.936966
1778,70.71394
1779,67.80753
1780,68.106575
1781,68.614784
1782,68.46701
1783,66.65127
1784,65.9334
1785,70.86196
1786,67.998604
1787,68.33987
1788,68.85679
1789,68.6055
1790,66.8922
1791,66.246414
1792,70.732315
1793,67.728935
1794,68.061455
1795,68.48986
1796,68.3343
1797,66.51285
1798,65.8771
1799,70.79751
1800,67.8962
1801,68.21901
1802,68.68012
1803,68.38608
1804,66.51338
1805,65.87409
1806,70.474045
1807,67.61716
1808,68.00066
1809,68.44724
1810,68.22844
1811,66.48788
1812,65.852036
1813,70.449814
1814,67.54922
1815,67.953545
1816,68.49758
1817,68.26587
1818,66.46859
1819,65.76564
1820,70.29733
1821,67.53841
1822,67.884285
1823,68.363266
1824,68.17693
1825,66.390976
1826,65.7524
1827,70.40231
1828,67.48624
1829,67.78184
1830,68.290245
1831,68.01413
1832,66.25082
1833,65.644554
1834,70.03515
1835,67.16907
1836,67.55419
1837,68.07497
1838,67.87505
1839,66.07568
1840,65.41717
1841,70.03448
1842,67.11946
1843,67.48775
1844,67.98237
1845,67.7395
1846,65.97364
1847,65.21825
1848,70.45049
1849,67.51356
1850,67.868034
1851,68.441666
1852,68.24383
1853,66.401146
1854,65.67618
1855,70.153595
1856,67.18994
1857,67.58865
1858,68.09688
1859,67.90568
1860,66.14956
1861,65.49762
1862,69.81523
1863,66.89652
1864,67.32139
1865,67.85593
1866,67.56439
1867,65.83891
1868,65.16722
1869,70.16123
1870,67.19622
1871,67.514336
1872,68.01712
1873,67.80228
