,index,others,海通期货,国泰君安,中信期货,东证期货,银河期货,兴证期货,广发期货,华泰期货,方正中期,申万期货,国投安信,国信期货,上海中期,徽商期货,光大期货,新湖期货,永安期货,宏源期货,中信建投,南华期货,金瑞期货,中融汇信,东方财富,长江期货,平安期货,国富期货,西部期货,瑞达期货,华闻期货,鲁证期货,招金期货,中银国际,浙商期货,中辉期货,华鑫期货,铜冠金源,招商期货,同信久恒,华安期货,齐盛期货,经易期货,弘业期货,五矿经易,宝城期货,建信期货,五矿期货,瑞龙期货,东航期货,中证期货,roll_yield,spot_price,near_contract_price,dominant_contract_price,near_basis,dom_basis,near_basis_rate,dom_basis_rate,label
1579,1580,551976.0,112976.0,35046.0,89859.0,53516.0,11389.0,10109.0,9234.0,14122.0,11874.0,0.0,46858.0,45960.0,0.0,12270.0,0.0,0.0,0.0,0.0,10633.0,0.0,0.0,0.0,12020.0,0.0,16451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12902.0,0.0,13516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013892915034990818,335.0,333.8,337.05,-1.1999999999999886,2.0500000000000114,-0.0035820895522388208,0.006119402985074629,2.3290313009939245
1580,1581,531642.0,99732.0,36520.0,71601.0,52548.0,20093.0,0.0,8165.0,25097.0,14741.0,11348.0,43008.0,40164.0,0.0,12528.0,0.0,0.0,0.0,13666.0,10551.0,0.0,0.0,0.0,14071.0,0.0,10445.0,11986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9863.0,0.0,14648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01832861996974245,339.45,338.55,339.7,-0.8999999999999773,0.25,-0.002651347768448886,0.0007364854912357277,0.7801000883132109
1581,1582,732764.0,152609.0,50513.0,98473.0,58101.0,26865.0,14724.0,0.0,31930.0,19078.0,13434.0,54788.0,54406.0,0.0,23537.0,0.0,0.0,0.0,14723.0,15020.0,0.0,0.0,0.0,20324.0,0.0,14714.0,15668.0,15362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14440.0,0.0,24055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019617616452975793,343.03,343.9,346.25,0.8700000000000045,3.2200000000000273,0.0025362213217503538,0.00938693408739777,1.8916967509025304
1582,1583,413486.0,88295.0,22609.0,54422.0,39908.0,7843.0,6875.0,0.0,14921.0,10076.0,6362.0,44695.0,38931.0,0.0,12528.0,0.0,0.0,0.0,6030.0,6587.0,0.0,0.0,0.0,10479.0,0.0,0.0,11397.0,5905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025421909606913377,344.75,343.9,345.35,-0.8500000000000227,0.6000000000000227,-0.002465554749818799,0.0017403915881073484,-0.2606051831475249
1583,1584,405798.0,93769.0,15669.0,42715.0,35389.0,9115.0,7442.0,0.0,19836.0,11229.0,5455.0,34714.0,48447.0,0.0,12320.0,0.0,0.0,0.0,7489.0,6422.0,0.0,0.0,0.0,12734.0,0.0,8790.0,9323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02422847249568161,342.75,343.9,346.05,1.1499999999999773,3.3000000000000114,0.0033552151714075773,0.009628008752735173,0.20228290709434724
1584,1585,470217.0,112861.0,21711.0,57276.0,42411.0,9262.0,8940.0,0.0,24661.0,12594.0,9972.0,38997.0,40144.0,0.0,12004.0,0.0,0.0,0.0,0.0,8186.0,0.0,0.0,0.0,15332.0,0.0,8952.0,9496.0,7510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020740334637351632,347.5,343.9,349.45,-3.6000000000000227,1.9499999999999886,-0.010359712230215923,0.005611510791366792,0.9729575046501581
1585,1586,853016.0,188653.0,46918.0,111405.0,63266.0,22393.0,21100.0,0.0,54646.0,17473.0,14338.0,66005.0,72830.0,0.0,18450.0,0.0,0.0,0.0,17977.0,13762.0,0.0,0.0,0.0,21786.0,0.0,14934.0,21756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19936.0,0.0,26987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013872838550276346,342.65,343.9,344.9,1.25,2.25,0.003648037355902467,0.006566467240624485,-1.3192229631777361
1586,1587,731336.0,165716.0,49238.0,87726.0,61568.0,12438.0,12149.0,11692.0,33826.0,14062.0,11041.0,61220.0,53733.0,0.0,14774.0,0.0,0.0,0.0,15405.0,11057.0,0.0,0.0,0.0,21585.0,0.0,14720.0,20463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35126.0,0.0,23797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02171555030587835,346.0,343.9,347.9,-2.1000000000000227,1.8999999999999773,-0.006069364161849777,0.005491329479768714,0.8623167576889912
1587,1588,531485.0,126610.0,28763.0,60358.0,44932.0,13882.0,9971.0,7619.0,25458.0,9279.0,0.0,39480.0,42900.0,0.0,11459.0,0.0,0.0,0.0,9250.0,10058.0,0.0,0.0,0.0,15599.0,0.0,8155.0,14587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25866.0,0.0,16638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022543379121103657,346.9,347.2,348.55,0.30000000000001137,1.650000000000034,0.000864802536754139,0.004756413952147653,0.18648687419309543
1588,1589,493773.0,107445.0,32377.0,51726.0,47575.0,8161.0,10131.0,0.0,26735.0,8192.0,0.0,41901.0,32206.0,0.0,11788.0,0.0,0.0,0.0,9282.0,9872.0,0.0,0.0,0.0,15078.0,0.0,7933.0,14627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24702.0,0.0,15771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02247193638097268,344.2,345.7,346.55,1.5,2.3500000000000227,0.004357931435212015,0.006827425915165719,-0.5771172990910403
1589,1590,255269.0,58820.0,13452.0,31526.0,23861.0,4821.0,4666.0,0.0,15582.0,5600.0,0.0,19279.0,18670.0,0.0,8726.0,0.0,0.0,0.0,4197.0,8047.0,0.0,0.0,0.0,8754.0,4081.0,4337.0,4785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020758273552727833,342.39,343.95,344.9,1.5600000000000023,2.509999999999991,0.004556207833172676,0.0073308215777330155,-0.47839953609742947
1590,1591,270148.0,67637.0,12589.0,35737.0,23052.0,4452.0,5286.0,4620.0,16839.0,5604.0,3865.0,20999.0,18660.0,0.0,5629.0,0.0,0.0,0.0,6850.0,7851.0,0.0,0.0,0.0,10011.0,0.0,4456.0,5206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022567415335104743,343.35,345.65,346.25,2.2999999999999545,2.8999999999999773,0.006698703946410145,0.008446191932430347,0.38989169675090907
1591,1592,210513.0,53528.0,7823.0,28859.0,16155.0,3280.0,3221.0,0.0,11200.0,4686.0,3612.0,17653.0,16632.0,0.0,4709.0,0.0,0.0,0.0,4790.0,7602.0,0.0,0.0,0.0,7763.0,0.0,3919.0,3256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5217.0,0.0,0.0,0.0,0.0,3124.0,3484.0,0.0,0.0,0.0,0.0,-0.02337231669955706,343.65,344.75,346.25,1.1000000000000227,2.6000000000000227,0.0032009311799796603,0.007565837334497338,0.0
1592,1593,238502.0,55241.0,8040.0,30867.0,21870.0,4993.0,4247.0,0.0,11197.0,4380.0,3426.0,19874.0,20409.0,0.0,5889.0,0.0,0.0,0.0,4325.0,10120.0,0.0,0.0,0.0,8806.0,0.0,5013.0,4766.0,0.0,0.0,0.0,0.0,0.0,0.0,3856.0,0.0,0.0,0.0,0.0,0.0,6189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026692661847039736,343.5,341.95,346.35,-1.5500000000000114,2.8500000000000227,-0.004512372634643436,0.008296943231441034,0.028872527789814563
1593,1594,743587.0,161025.0,49068.0,80880.0,59595.0,16541.0,15247.0,15041.0,30358.0,17641.0,17222.0,49781.0,72965.0,0.0,17223.0,0.0,0.0,0.0,20095.0,16920.0,0.0,0.0,0.0,21786.0,0.0,22291.0,20943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17221.0,0.0,21744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02393236100599618,355.65,352.95,354.1,-2.6999999999999886,-1.5499999999999545,-0.007591733445803439,-0.004358217348516713,2.188647274781135
1594,1595,426937.0,89274.0,22137.0,62159.0,40978.0,6572.0,8484.0,0.0,14917.0,10968.0,8319.0,35018.0,40279.0,0.0,9810.0,0.0,0.0,0.0,0.0,10109.0,6839.0,0.0,0.0,10585.0,0.0,8827.0,12260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11528.0,0.0,10939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02182736421512731,354.21,355.3,357.6,1.0900000000000318,3.390000000000043,0.0030772705457216,0.009570593715592546,0.9787472035794182
1595,1596,604246.0,119185.0,39758.0,82908.0,45967.0,0.0,14971.0,0.0,24122.0,19760.0,15145.0,40896.0,50194.0,0.0,14962.0,0.0,0.0,0.0,12224.0,12074.0,10096.0,0.0,0.0,19125.0,0.0,11715.0,15369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31619.0,0.0,13420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024402249469452013,355.9,356.35,359.6,0.4500000000000455,3.7000000000000455,0.0012644001123911508,0.010396178701882697,0.5561735261401557
1596,1597,447104.0,93270.0,19179.0,54447.0,46832.0,7569.0,0.0,0.0,18556.0,12707.0,11985.0,33731.0,42014.0,0.0,10403.0,0.0,0.0,0.0,6906.0,6213.0,0.0,0.0,0.0,11714.0,0.0,11111.0,12183.0,0.0,7030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22622.0,0.0,11181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02345388997932133,358.0,359.9,360.55,1.8999999999999773,2.5500000000000114,0.005307262569832272,0.007122905027932891,0.2634863403134069
1597,1598,554269.0,128475.0,36850.0,54605.0,47309.0,10548.0,0.0,0.0,19305.0,12100.0,9658.0,48575.0,63058.0,0.0,13032.0,0.0,0.0,0.0,8915.0,10576.0,8437.0,0.0,0.0,15921.0,0.0,12050.0,17725.0,0.0,10022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9748.0,0.0,17360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024185174173852856,353.5,356.95,357.95,3.4499999999999886,4.449999999999989,0.009759547383309641,0.012588401697312568,-0.7263584299483231
1598,1599,489514.0,121928.0,44310.0,51909.0,44620.0,7503.0,0.0,0.0,14280.0,9120.0,7841.0,46063.0,32531.0,0.0,10117.0,0.0,0.0,7980.0,11827.0,8779.0,8863.0,0.0,0.0,12121.0,0.0,0.0,13410.0,8063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16097.0,0.0,12152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023230117513733044,353.75,356.95,355.8,3.1999999999999886,2.0500000000000114,0.00904593639575979,0.005795053003533557,-0.6042720629567109
1599,1600,264565.0,61856.0,21686.0,27861.0,25848.0,4157.0,4333.0,0.0,9148.0,6260.0,4625.0,24446.0,22941.0,0.0,4430.0,0.0,0.0,0.0,5211.0,4171.0,5358.0,0.0,0.0,8520.0,0.0,6065.0,6239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023151154125176997,354.55,356.95,357.2,2.3999999999999773,2.6499999999999773,0.006769143985333459,0.007474263150472282,0.3919372900335883
1600,1601,697063.0,148075.0,52492.0,63686.0,66390.0,13172.0,14502.0,0.0,28845.0,17494.0,12585.0,54646.0,71259.0,0.0,17830.0,0.0,0.0,0.0,14302.0,14895.0,15889.0,12535.0,0.0,17824.0,0.0,0.0,21402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23639.0,0.0,15601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02731934144982915,358.55,356.8,361.15,-1.75,2.599999999999966,-0.004880769767117599,0.00725142936828882,1.093728367714243
1601,1602,506558.0,117771.0,28141.0,56552.0,55428.0,9336.0,0.0,0.0,14949.0,11349.0,10762.0,50433.0,38862.0,0.0,11665.0,0.0,0.0,0.0,11181.0,8626.0,8142.0,11900.0,0.0,11394.0,0.0,0.0,14302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17007.0,0.0,9012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025175469186456058,357.3,356.8,360.45,-0.5,3.1499999999999773,-0.0013993842709207893,0.00881612090680095,-0.19420169232903
1602,1603,805999.0,183340.0,35389.0,97756.0,79451.0,15325.0,16709.0,0.0,26966.0,14700.0,14604.0,77812.0,77445.0,0.0,17692.0,0.0,0.0,0.0,23185.0,15582.0,13775.0,0.0,0.0,17990.0,0.0,14792.0,26571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20686.0,0.0,16229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023368222831250514,350.54,356.8,353.7,6.259999999999991,3.159999999999968,0.017858161693387276,0.009014663091230668,-1.9083969465648856
1603,1604,755086.0,197637.0,28115.0,70868.0,71038.0,11318.0,23738.0,0.0,21370.0,12813.0,0.0,78049.0,62050.0,0.0,11413.0,0.0,0.0,0.0,11206.0,12897.0,14008.0,17672.0,0.0,19692.0,0.0,12912.0,32125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26562.0,0.0,19603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025081117603216456,348.5,356.8,351.4,8.300000000000011,2.8999999999999773,0.02381635581061703,0.008321377331420354,-0.6545247581104188
1604,1605,526322.0,130908.0,22630.0,68080.0,53340.0,0.0,0.0,0.0,12815.0,10208.0,0.0,51523.0,41422.0,0.0,10210.0,0.0,0.0,0.0,9037.0,9101.0,8404.0,13450.0,0.0,15683.0,0.0,9299.0,18476.0,8646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10333.0,0.0,12536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02421101426087101,343.25,356.8,346.95,13.550000000000011,3.6999999999999886,0.039475600873998484,0.01077931536780774,-1.2826055627612016
1605,1606,443536.0,111430.0,22969.0,64083.0,43870.0,6872.0,7356.0,0.0,8385.0,7239.0,0.0,41216.0,37380.0,0.0,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,10997.0,0.0,12516.0,0.0,8298.0,11882.0,6738.0,0.0,0.0,0.0,7548.0,0.0,0.0,0.0,0.0,0.0,9933.0,0.0,10498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02430207285897936,343.9,342.5,346.05,-1.3999999999999773,2.150000000000034,-0.004070950857807398,0.006251817388776004,-0.2600780234070155
1606,1607,331438.0,88449.0,15638.0,49300.0,31621.0,6519.0,6442.0,0.0,6175.0,6394.0,0.0,29978.0,24232.0,0.0,4744.0,0.0,0.0,0.0,5001.0,5383.0,0.0,6564.0,0.0,7504.0,0.0,7528.0,7760.0,8145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6331.0,0.0,7730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025917966867098276,343.41,342.5,345.2,-0.910000000000025,1.7899999999999636,-0.002649893713054463,0.005212428292711291,-0.2462340672074226
1607,1608,159829.0,42658.0,10760.0,20854.0,17267.0,2509.0,4313.0,2630.0,3654.0,4032.0,2814.0,9753.0,7254.0,0.0,0.0,0.0,0.0,2619.0,0.0,0.0,3815.0,5745.0,0.0,2804.0,0.0,3253.0,7458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025955339682735966,344.2,342.5,346.4,-1.6999999999999886,2.1999999999999886,-0.004938988959906965,0.006391632771644451,0.34642032332563183
1608,1609,273386.0,79281.0,8796.0,40548.0,27330.0,4238.0,0.0,0.0,5764.0,6680.0,0.0,26183.0,19906.0,0.0,3967.0,3593.0,0.0,4064.0,0.0,0.0,3706.0,6232.0,3913.0,7186.0,0.0,4647.0,7247.0,5706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02590304785866602,343.9,344.95,345.45,1.0500000000000114,1.5500000000000114,0.0030532131433556042,0.0045071241640011195,-0.2750036184686608
1609,1610,277756.0,78290.0,10021.0,37105.0,23561.0,3671.0,5694.0,0.0,6594.0,5905.0,0.0,26023.0,22436.0,0.0,5011.0,0.0,0.0,0.0,6580.0,5529.0,4387.0,4924.0,3510.0,8468.0,0.0,8225.0,6329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026490109254701487,343.9,346.3,346.85,2.400000000000034,2.9500000000000455,0.006978772899098651,0.00857807502180874,0.4036326942482439
1610,1611,343376.0,107953.0,13218.0,40112.0,28528.0,5410.0,8147.0,0.0,7612.0,7534.0,0.0,30385.0,20279.0,0.0,7505.0,0.0,0.0,5841.0,0.0,6687.0,7962.0,0.0,6333.0,10080.0,0.0,6105.0,9170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5496.0,0.0,9019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025510242510645455,343.55,345.25,346.25,1.6999999999999886,2.6999999999999886,0.0049483335758986335,0.007859118032309764,-0.17328519855596325
1611,1612,200064.0,60482.0,8682.0,26524.0,19958.0,2855.0,3399.0,2916.0,4212.0,4885.0,2820.0,19249.0,14285.0,0.0,3720.0,0.0,0.0,0.0,2959.0,3220.0,0.0,0.0,2563.0,5823.0,0.0,3533.0,3946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021158072563491403,345.14,344.05,346.6,-1.089999999999975,1.4600000000000364,-0.003158138726313875,0.004230167468273871,0.10098095787652125
1612,1613,316778.0,86632.0,13532.0,47341.0,26962.0,5422.0,5242.0,0.0,8808.0,10768.0,0.0,22945.0,20004.0,0.0,5432.0,0.0,0.0,6283.0,6440.0,0.0,7331.0,0.0,5957.0,9859.0,0.0,6525.0,7980.0,5467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026546821298355165,349.18,346.15,349.25,-3.0300000000000296,0.06999999999999318,-0.008677472936594377,0.00020046967180253894,0.7587687902648468
1613,1614,281796.0,83105.0,12681.0,36622.0,26901.0,4564.0,0.0,0.0,6498.0,9519.0,0.0,22708.0,23531.0,0.0,4507.0,0.0,0.0,4307.0,6052.0,4046.0,3878.0,0.0,4154.0,8995.0,0.0,4800.0,5873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0302398220926748,350.2,349.85,352.3,-0.3499999999999659,2.1000000000000227,-0.000999428897772603,0.005996573386636284,0.8657394266250387
1614,1615,420212.0,121988.0,22165.0,48652.0,37465.0,0.0,8458.0,0.0,9056.0,13832.0,0.0,37356.0,35371.0,0.0,7068.0,0.0,0.0,9231.0,5809.0,6472.0,8788.0,0.0,0.0,8434.0,0.0,8537.0,8044.0,5626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7987.0,0.0,9873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027757747931331338,350.2,350.85,353.1,0.6500000000000341,2.900000000000034,0.001856082238720802,0.008280982295830963,0.22656471254602414
1615,1616,413877.0,122520.0,16970.0,46362.0,33671.0,6562.0,9258.0,0.0,8737.0,7833.0,7031.0,33456.0,49290.0,0.0,0.0,0.0,0.0,7028.0,8265.0,6296.0,7367.0,0.0,0.0,8419.0,0.0,9366.0,7085.0,7767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02433375293645832,348.09,349.4,350.95,1.3100000000000023,2.8600000000000136,0.003763394524404662,0.008216265908242093,-0.6126228807522537
1616,1617,306977.0,87867.0,12747.0,44777.0,30731.0,5345.0,7997.0,3915.0,8025.0,5480.0,0.0,20386.0,28882.0,0.0,3644.0,0.0,0.0,6745.0,7306.0,0.0,5040.0,3915.0,0.0,6219.0,0.0,7014.0,0.0,4413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03082198558749797,348.0,346.8,348.55,-1.1999999999999886,0.5500000000000114,-0.0034482758620689724,0.0015804597701150058,-0.6885669200975404
1617,1618,369387.0,104912.0,17642.0,48601.0,37863.0,0.0,7412.0,4937.0,9302.0,5358.0,5420.0,35423.0,30453.0,0.0,0.0,0.0,0.0,5601.0,0.0,0.0,9646.0,7102.0,0.0,5280.0,0.0,8283.0,6446.0,6039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8530.0,0.0,5137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026687754739533234,343.04,342.75,345.25,-0.29000000000002046,2.2099999999999795,-0.0008453824626866169,0.006442397388059629,-0.9558291093410606
1618,1619,93379.0,30990.0,5323.0,11678.0,10882.0,1203.0,1468.0,1490.0,2401.0,1843.0,0.0,6213.0,2905.0,0.0,0.0,0.0,0.0,1477.0,0.0,0.0,2949.0,2576.0,1244.0,1339.0,0.0,2001.0,2512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02855705974951775,343.08,338.35,344.6,-4.729999999999961,1.5200000000000387,-0.013786871866619865,0.00443045353853333,-0.1886244921648222
1619,1620,282863.0,92985.0,11994.0,34364.0,21148.0,4386.0,4811.0,0.0,6189.0,4356.0,0.0,22310.0,27614.0,0.0,0.0,3722.0,0.0,0.0,3974.0,0.0,4874.0,0.0,0.0,6676.0,0.0,5415.0,5336.0,3812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6609.0,0.0,5838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030740021861959697,347.6,347.0,348.85,-0.6000000000000227,1.25,-0.0017261219792865656,0.0035960874568470302,1.2182886627490324
1620,1621,274525.0,93068.0,11435.0,35811.0,18843.0,4140.0,4584.0,3974.0,6194.0,4904.0,4298.0,18643.0,20039.0,0.0,4150.0,3833.0,0.0,0.0,0.0,0.0,6386.0,0.0,0.0,6854.0,0.0,0.0,8395.0,7818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5922.0,0.0,5234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02890727542115465,346.95,348.55,348.35,1.6000000000000227,1.400000000000034,0.004611615506557198,0.004035163568237632,-0.14353380221042053
1621,1622,289706.0,79725.0,14008.0,36000.0,26842.0,0.0,6677.0,0.0,6447.0,5541.0,5509.0,22413.0,27379.0,0.0,4812.0,0.0,0.0,3773.0,0.0,0.0,6783.0,0.0,0.0,8543.0,0.0,5066.0,6621.0,4054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.0,0.0,6219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03166234260506291,343.25,348.55,345.1,5.300000000000011,1.8500000000000227,0.01544064093226516,0.00538965768390387,-0.9417560127499275
1622,1623,445699.0,121868.0,17340.0,53927.0,36661.0,0.0,7283.0,0.0,10794.0,6353.0,5859.0,29138.0,53312.0,0.0,7897.0,0.0,0.0,7732.0,6266.0,0.0,9400.0,0.0,0.0,14001.0,0.0,6939.0,11188.0,19088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7755.0,0.0,12898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028818918660864876,338.97,348.55,340.7,9.579999999999984,1.7299999999999613,0.028262088090391435,0.005103696492314791,-1.2914587613736526
1623,1624,203656.0,56751.0,8493.0,23770.0,19475.0,0.0,3757.0,3070.0,5277.0,3853.0,3862.0,16477.0,18895.0,0.0,3065.0,0.0,0.0,2638.0,0.0,0.0,2918.0,0.0,0.0,7000.0,0.0,4305.0,4848.0,5134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6187.0,0.0,3881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029750680759098598,341.75,348.55,341.85,6.800000000000011,0.10000000000002274,0.019897585954645303,0.0002926115581565192,0.33640485593097386
1624,1625,276589.0,75078.0,12288.0,34190.0,24465.0,3870.0,6745.0,4167.0,6081.0,4800.0,5631.0,22443.0,32898.0,0.0,4539.0,0.0,0.0,0.0,0.0,0.0,4755.0,0.0,0.0,10305.0,0.0,4379.0,6433.0,3601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03413824951037494,340.05,340.95,340.45,0.8999999999999773,0.39999999999997726,0.0026466696074105567,0.00117629760329363,-0.4112204435306313
