,index,others,海通期货,国泰君安,中信期货,东证期货,银河期货,兴证期货,广发期货,华泰期货,方正中期,申万期货,国投安信,国信期货,上海中期,徽商期货,光大期货,新湖期货,永安期货,宏源期货,中信建投,南华期货,金瑞期货,中融汇信,东方财富,长江期货,平安期货,国富期货,西部期货,瑞达期货,华闻期货,鲁证期货,招金期货,中银国际,浙商期货,中辉期货,华鑫期货,铜冠金源,招商期货,同信久恒,华安期货,齐盛期货,经易期货,弘业期货,五矿经易,宝城期货,建信期货,五矿期货,瑞龙期货,东航期货,中证期货,roll_yield,spot_price,near_contract_price,dominant_contract_price,near_basis,dom_basis,near_basis_rate,dom_basis_rate,label
0,1,14874.0,975.0,477.0,0.0,0.0,511.0,0.0,623.0,0.0,0.0,723.0,0.0,0.0,610.0,0.0,475.0,990.0,0.0,371.0,0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,407.0,-0.004345765355392367,334.6,335.92,338.29,1.3199999999999932,3.6899999999999977,0.00394500896592942,0.01102809324566656,-0.9577581365100807
1,2,19353.0,1142.0,0.0,0.0,0.0,506.0,0.0,789.0,0.0,0.0,850.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,621.0,0.0,872.0,2302.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,1695.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,-0.00247448222100528,336.67,336.0,340.05,-0.6700000000000159,3.3799999999999955,-0.001990079306145476,0.010039504559360868,0.5175709454491959
2,3,15389.0,1078.0,583.0,0.0,0.0,522.0,0.0,648.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,939.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,1123.0,-0.004954176424723755,337.0,336.5,341.29,-0.5,4.2900000000000205,-0.0014836795252225476,0.012729970326409656,0.3633273755457262
3,4,15113.0,938.0,0.0,0.0,0.0,396.0,0.0,950.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,1477.0,0.0,0.0,570.0,-0.005310284070602327,336.81,336.5,340.62,-0.3100000000000023,3.8100000000000023,-0.0009204002256465449,0.011312015676494092,-0.19670013504785858
4,5,10130.0,417.0,579.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,391.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,751.0,373.0,0.0,484.0,-0.006009638522616134,336.81,336.5,341.85,-0.3100000000000023,5.0400000000000205,-0.0009204002256465449,0.014963926249220716,0.3598069328652971
5,6,9410.0,742.0,285.0,0.0,0.0,323.0,0.0,678.0,0.0,0.0,738.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,312.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,-0.005872811576309648,336.81,336.5,340.49,-0.3100000000000023,3.680000000000007,-0.0009204002256465449,0.010926041388319874,-0.39942435901201606
6,7,24400.0,1037.0,782.0,0.0,0.0,1178.0,0.0,1313.0,0.0,0.0,1053.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,550.0,0.0,798.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,2698.0,583.0,0.0,595.0,-0.006835489021320582,326.7,336.5,329.8,9.800000000000011,3.1000000000000227,0.029996939087848284,0.00948882767064596,-3.2413583990297137
7,8,13582.0,419.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,320.0,415.0,0.0,525.0,783.0,0.0,371.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,331.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,-0.005569482852865377,326.92,326.21,329.76,-0.7100000000000364,2.839999999999975,-0.002171785146213301,0.008687140584852537,-0.012130033964101304
8,9,13817.0,574.0,617.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,331.0,0.0,458.0,0.0,0.0,894.0,0.0,433.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,461.0,413.0,0.0,527.0,-0.005518442217005391,325.82,325.2,328.79,-0.6200000000000045,2.9700000000000273,-0.0019028911669020099,0.009115462525320916,-0.295021138112464
9,10,37443.0,2598.0,1561.0,0.0,0.0,2143.0,0.0,1661.0,0.0,0.0,1959.0,0.0,0.0,946.0,0.0,0.0,0.0,896.0,0.0,0.0,912.0,0.0,0.0,0.0,2521.0,0.0,0.0,0.0,1129.0,0.0,0.0,0.0,0.0,1111.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.0,0.0,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,-0.005850208158684467,317.2,316.46,319.92,-0.7400000000000091,2.7200000000000273,-0.0023329129886506816,0.008575031525851262,-2.77256814203551
10,11,19408.0,749.0,550.0,0.0,0.0,550.0,0.0,2136.0,0.0,0.0,1592.0,0.0,0.0,0.0,0.0,562.0,0.0,839.0,538.0,0.0,629.0,481.0,0.0,0.0,510.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,603.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,-0.005874627397603902,321.4,320.46,323.74,-0.9399999999999977,2.340000000000032,-0.0029247044181704984,0.0072806471686373,1.1799592265398138
11,12,23166.0,872.0,1272.0,0.0,0.0,721.0,0.0,2397.0,0.0,0.0,1560.0,0.0,0.0,807.0,0.0,730.0,0.0,0.0,1526.0,0.0,836.0,848.0,0.0,0.0,1224.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,829.0,0.0,0.0,-0.0057906773650412595,322.34,320.97,323.94,-1.3699999999999477,1.6000000000000227,-0.00425017062728783,0.004963702922380131,0.061739828363273644
12,13,25634.0,912.0,890.0,0.0,0.0,917.0,0.0,2038.0,0.0,0.0,922.0,0.0,0.0,828.0,0.0,755.0,0.0,541.0,1131.0,0.0,833.0,1670.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,1905.0,0.0,0.0,0.0,-0.004375088399138585,326.0,321.99,325.53,-4.009999999999991,-0.4700000000000273,-0.012300613496932455,-0.0014417177914111123,0.4884342456916337
13,14,25343.0,893.0,1141.0,0.0,0.0,0.0,0.0,2410.0,0.0,0.0,1373.0,0.0,0.0,585.0,0.0,887.0,0.0,0.0,841.0,0.0,944.0,0.0,0.0,0.0,1339.0,0.0,0.0,0.0,857.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,0.0,0.0,0.0,0.0,1350.0,756.0,0.0,0.0,-0.005579659335788387,326.69,325.27,328.57,-1.420000000000016,1.8799999999999955,-0.004346628302060118,0.005754690991459865,0.9252214140061541
14,15,19042.0,545.0,0.0,0.0,0.0,544.0,0.0,2130.0,0.0,0.0,1226.0,0.0,0.0,647.0,0.0,671.0,0.0,1098.0,540.0,0.0,1565.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,423.0,0.0,0.0,783.0,0.0,0.0,-0.0064750675048209074,324.43,321.98,326.17,-2.4499999999999886,1.740000000000009,-0.0075517060691058235,0.005363252473568947,-0.735812613054535
15,16,19645.0,566.0,1601.0,0.0,0.0,760.0,0.0,2261.0,0.0,0.0,1175.0,0.0,0.0,783.0,0.0,674.0,0.0,0.0,766.0,0.0,1138.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,539.0,-0.006368652044053805,320.5,321.98,323.13,1.4800000000000182,2.6299999999999955,0.004617784711388406,0.0082059282371294,-0.9407978213103149
16,17,23611.0,725.0,844.0,0.0,0.0,737.0,0.0,2626.0,0.0,0.0,775.0,0.0,0.0,918.0,0.0,666.0,0.0,708.0,650.0,0.0,1384.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,764.0,760.0,0.0,0.0,-0.007279965214687155,320.3,318.15,323.05,-2.150000000000034,2.75,-0.006712457071495592,0.008585700905401117,-0.02476396842593533
17,18,21260.0,1339.0,419.0,0.0,0.0,494.0,0.0,2319.0,0.0,0.0,1173.0,0.0,0.0,1201.0,0.0,757.0,0.0,0.0,758.0,0.0,709.0,1160.0,0.0,0.0,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,839.0,583.0,0.0,513.0,-0.008765088578109082,319.8,318.15,322.88,-1.650000000000034,3.079999999999984,-0.005159474671669884,0.009631019387116968,-0.05265113974232406
18,19,20327.0,876.0,719.0,0.0,0.0,821.0,0.0,1165.0,0.0,0.0,1015.0,0.0,0.0,946.0,0.0,533.0,0.0,1561.0,517.0,0.0,839.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,1267.0,1779.0,0.0,1124.0,-0.008178712951848058,319.95,318.64,322.56,-1.3100000000000023,2.6100000000000136,-0.004094389748398153,0.008157524613220835,-0.09920634920634709
19,20,25268.0,1145.0,0.0,0.0,0.0,555.0,0.0,1143.0,0.0,0.0,1146.0,0.0,0.0,1177.0,0.0,677.0,0.0,1652.0,1205.0,0.0,781.0,1126.0,0.0,0.0,2277.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.0,1588.0,0.0,0.0,-0.006059486487641839,319.0,318.64,323.06,-0.36000000000001364,4.060000000000002,-0.0011285266457680132,0.012727272727272698,0.1547700117625209
20,21,29000.0,1073.0,1544.0,0.0,0.0,758.0,0.0,1149.0,0.0,0.0,1557.0,0.0,0.0,889.0,0.0,671.0,0.0,1087.0,910.0,0.0,806.0,1315.0,0.0,0.0,3246.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,0.0,1394.0,-0.009637389548824952,317.6,317.02,321.73,-0.5800000000000409,4.1299999999999955,-0.0018261964735517555,0.013003778337531413,-0.4133901097193249
21,22,22407.0,1010.0,621.0,0.0,0.0,537.0,0.0,1026.0,0.0,0.0,1258.0,0.0,0.0,707.0,0.0,0.0,0.0,880.0,798.0,0.0,827.0,1832.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,1840.0,0.0,798.0,-0.00746787678540913,318.66,318.12,322.33,-0.5400000000000205,3.669999999999959,-0.0016945961212578853,0.011516977342622026,0.1861446343809034
22,23,17454.0,501.0,0.0,0.0,0.0,432.0,0.0,755.0,0.0,0.0,818.0,0.0,0.0,1307.0,0.0,0.0,0.0,699.0,851.0,0.0,580.0,644.0,0.0,0.0,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,1058.0,0.0,512.0,-0.007478723735245546,319.1,319.45,322.35,0.3499999999999659,3.25,0.00109683484800982,0.010184895017236073,0.006204436171874872
23,24,18346.0,1043.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,0.0,896.0,0.0,0.0,1566.0,0.0,521.0,0.0,705.0,968.0,0.0,822.0,968.0,0.0,0.0,1862.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,0.0,1037.0,0.0,570.0,-0.009675996871107597,320.8,319.45,324.04,-1.3500000000000227,3.240000000000009,-0.0042082294264339515,0.010099750623441484,0.5215405505493141
24,25,20618.0,492.0,0.0,0.0,0.0,518.0,0.0,781.0,0.0,0.0,1118.0,0.0,0.0,1316.0,0.0,512.0,0.0,0.0,729.0,0.0,768.0,0.0,0.0,0.0,3276.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,600.0,0.0,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,0.0,479.0,-0.010156308787975306,319.75,319.45,322.84,-0.30000000000001137,3.089999999999975,-0.0009382329945269996,0.009663799843627752,-0.3717011522735862
25,26,13795.0,852.0,0.0,0.0,0.0,1254.0,0.0,382.0,0.0,0.0,809.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,977.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,365.0,428.0,473.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,713.0,-0.011741594477163348,319.95,318.0,323.78,-1.9499999999999886,3.829999999999984,-0.006094702297233856,0.01197062040943897,0.290320588053616
26,27,26724.0,802.0,0.0,0.0,0.0,1927.0,0.0,834.0,0.0,0.0,1454.0,0.0,0.0,817.0,0.0,0.0,0.0,1053.0,1387.0,0.0,1028.0,839.0,0.0,0.0,2704.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,619.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,-0.011696488435223614,320.59,321.18,324.18,0.5900000000000318,3.590000000000032,0.0018403568420726213,0.011198103496678158,0.12338824110063364
27,28,20664.0,1009.0,379.0,0.0,0.0,1393.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,1021.0,0.0,0.0,0.0,392.0,1644.0,0.0,638.0,0.0,0.0,0.0,2697.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,-0.01089920953512937,320.59,321.77,325.25,1.1800000000000068,4.660000000000025,0.0036807136841447985,0.014535699803487345,0.32897770945426386
28,29,14294.0,1006.0,0.0,0.0,0.0,1461.0,0.0,0.0,0.0,0.0,706.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-0.011988808318719915,322.78,323.73,326.7,0.9500000000000455,3.920000000000016,0.002943181114071658,0.012144494702273967,0.4438322620140768
29,30,14182.0,1026.0,0.0,0.0,0.0,1317.0,0.0,393.0,0.0,0.0,419.0,0.0,0.0,942.0,0.0,0.0,0.0,432.0,476.0,0.0,606.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,518.0,494.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,-0.012805115058258756,322.04,323.25,325.82,1.2099999999999795,3.7799999999999727,0.003757297230157608,0.011737672338839822,-0.27008777852802024
30,31,14441.0,463.0,255.0,0.0,0.0,1382.0,0.0,349.0,0.0,0.0,432.0,0.0,0.0,1244.0,0.0,0.0,0.0,383.0,509.0,0.0,434.0,0.0,0.0,0.0,2589.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,934.0,687.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,-0.012871216000518139,323.0,323.58,326.73,0.5799999999999841,3.730000000000018,0.0017956656346749256,0.011547987616099098,0.2785174302941343
31,32,14926.0,803.0,0.0,0.0,0.0,973.0,0.0,648.0,0.0,0.0,894.0,0.0,0.0,682.0,0.0,0.0,0.0,1441.0,508.0,0.0,501.0,755.0,0.0,0.0,561.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,573.0,0.0,0.0,419.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,-0.00967336301946811,322.5,323.48,325.96,0.9800000000000182,3.4599999999999795,0.003038759689922621,0.01072868217054257,-0.2362253037182595
32,33,18420.0,741.0,366.0,0.0,0.0,1223.0,0.0,924.0,0.0,0.0,496.0,0.0,0.0,1229.0,0.0,0.0,0.0,867.0,596.0,0.0,662.0,370.0,0.0,0.0,3041.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,396.0,509.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.0,0.0,0.0,522.0,-0.014560270034252674,320.85,320.65,324.69,-0.20000000000004547,3.839999999999975,-0.0006233442418577262,0.011968209443665279,-0.39114232036711377
33,34,18515.0,733.0,341.0,0.0,0.0,1565.0,0.0,1195.0,0.0,0.0,830.0,0.0,0.0,1102.0,0.0,0.0,0.0,2057.0,340.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.0,0.0,0.0,723.0,-0.01747366615149485,320.17,320.2,323.74,0.029999999999972715,3.569999999999993,9.370022175714254e-05,0.011150326389105736,-0.2934453573855528
34,35,13647.0,442.0,0.0,0.0,0.0,1556.0,0.0,734.0,0.0,0.0,641.0,0.0,0.0,783.0,0.0,0.0,0.0,535.0,399.0,0.0,661.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,0.0,747.0,-0.01433141203516753,321.49,321.03,325.24,-0.4600000000000364,3.75,-0.0014308376621358088,0.01166443746306256,0.4611978846390358
35,36,9385.0,785.0,0.0,0.0,0.0,811.0,0.0,661.0,0.0,0.0,352.0,0.0,288.0,684.0,0.0,0.0,0.0,585.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,315.0,224.0,0.0,300.0,0.0,0.0,0.0,0.0,285.0,-0.020411931531769477,319.5,318.61,322.86,-0.8899999999999864,3.3600000000000136,-0.0027856025039123544,0.010516431924882719,-0.737161618038777
36,37,14131.0,1320.0,354.0,0.0,0.0,1233.0,0.0,841.0,0.0,0.0,406.0,0.0,0.0,912.0,0.0,0.0,0.0,593.0,505.0,0.0,507.0,0.0,0.0,0.0,792.0,0.0,0.0,325.0,595.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0,0.0,-0.015377877160533057,319.5,319.5,323.69,0.0,4.189999999999998,0.0,0.013114241001564997,0.25641817788624427
37,38,12372.0,994.0,0.0,0.0,0.0,1326.0,0.0,503.0,0.0,0.0,543.0,0.0,335.0,1050.0,0.0,0.0,0.0,416.0,0.0,0.0,374.0,347.0,0.0,0.0,0.0,0.0,0.0,351.0,505.0,0.0,0.0,0.0,366.0,0.0,0.0,372.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,386.0,-0.011832903987705425,320.79,319.5,324.11,-1.2900000000000205,3.319999999999993,-0.004021322360422741,0.010349449795816534,0.12958563450680816
38,39,25158.0,2332.0,0.0,0.0,0.0,2019.0,0.0,745.0,0.0,0.0,1205.0,0.0,0.0,1491.0,0.0,0.0,0.0,705.0,0.0,0.0,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,0.0,0.0,0.0,1423.0,806.0,0.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,0.0,657.0,-0.01098239709419743,313.85,319.5,316.98,5.649999999999977,3.1299999999999955,0.018002230364823957,0.009972916998566284,-2.2493532714997775
39,40,19979.0,1625.0,0.0,0.0,0.0,1549.0,0.0,921.0,0.0,0.0,1015.0,0.0,0.0,683.0,0.0,0.0,0.0,1039.0,699.0,0.0,838.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,1219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,-0.00995212181672246,316.03,315.0,318.87,-1.0299999999999727,2.840000000000032,-0.0032591842546593197,0.00898648862449769,0.5927180355630778
40,41,15459.0,854.0,0.0,0.0,0.0,1323.0,0.0,603.0,0.0,0.0,731.0,0.0,477.0,624.0,0.0,0.0,0.0,1027.0,407.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,643.0,0.0,0.0,487.0,-0.00275197841837987,315.3,315.0,318.53,-0.30000000000001137,3.2299999999999613,-0.0009514747859181716,0.010244211861718977,-0.10674033842967127
41,42,11661.0,747.0,344.0,0.0,301.0,1135.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,649.0,0.0,0.0,0.0,676.0,357.0,0.0,428.0,403.0,0.0,0.0,0.0,0.0,0.0,316.0,300.0,0.0,0.0,425.0,957.0,302.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,415.0,-0.004473365020680335,315.3,315.0,320.39,-0.30000000000001137,5.089999999999975,-0.0009514747859181716,0.016143355534411485,0.5805424638721601
42,43,20849.0,1128.0,0.0,0.0,0.0,1590.0,0.0,638.0,0.0,0.0,976.0,0.0,0.0,913.0,0.0,595.0,0.0,925.0,0.0,0.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,585.0,0.0,1303.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,534.0,0.0,637.0,-0.004696995062288237,312.23,315.0,314.39,2.769999999999982,2.159999999999968,0.008871665118662442,0.00691797713224207,-1.9084576481440252
43,44,12411.0,913.0,0.0,0.0,0.0,1157.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,686.0,0.0,324.0,0.0,309.0,372.0,0.0,785.0,0.0,0.0,0.0,283.0,0.0,0.0,291.0,477.0,0.0,0.0,304.0,936.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,402.0,-0.0003448811030947153,311.95,315.0,314.67,3.0500000000000114,2.7200000000000273,0.009777207885879102,0.00871934604904645,0.0889821082403882
44,45,2840.0,160.0,106.0,0.0,0.0,71.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,530.0,72.0,0.0,160.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,126.0,0.0,147.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0036484426797262293,288.9,315.0,298.95,26.100000000000023,10.050000000000011,0.09034267912772598,0.0347871235721704,-5.258404415454098
45,46,39439.0,1562.0,1372.0,0.0,0.0,2174.0,0.0,1946.0,0.0,0.0,0.0,0.0,0.0,1164.0,1721.0,1088.0,0.0,3653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,0.0,1118.0,0.0,0.0,1384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,0.0,0.0,0.0,0.0,2587.0,0.0,0.0,0.0,-0.0012295922239881235,268.7,296.97,275.63,28.27000000000004,6.930000000000007,0.10521027167845198,0.025790844808336377,-8.460617494467218
46,47,61256.0,2600.0,1806.0,0.0,0.0,4896.0,0.0,1754.0,0.0,0.0,3230.0,0.0,0.0,1553.0,0.0,2178.0,0.0,0.0,0.0,0.0,2847.0,1715.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,0.0,1385.0,0.0,0.0,2200.0,0.0,1639.0,0.0,0.0,0.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0,0.0,1622.0,0.0,2533.0,0.0013712719083643333,274.77,282.12,275.29,7.350000000000023,0.5200000000000387,0.026749645157768454,0.0018924919023184383,-0.12350612081803733
47,48,89093.0,2439.0,2243.0,0.0,0.0,6027.0,0.0,8099.0,0.0,0.0,3539.0,0.0,0.0,0.0,0.0,5010.0,0.0,0.0,2270.0,0.0,3160.0,3186.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0,0.0,0.0,0.0,2310.0,2142.0,0.0,3589.0,0.0,0.0,0.0,0.0,0.0,6687.0,0.0,0.0,0.0,0.0,0.0,4045.0,0.0,2721.0,0.004339611137744308,272.6,269.33,271.48,-3.2700000000000387,-1.1200000000000045,-0.011995597945708147,-0.004108584005869442,-1.4034182996905857
48,49,69056.0,1700.0,0.0,0.0,1687.0,4828.0,0.0,5213.0,0.0,0.0,2481.0,0.0,0.0,0.0,0.0,2338.0,0.0,0.0,0.0,0.0,2940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.0,0.0,2569.0,0.0,0.0,2578.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,4172.0,0.0,0.0,0.0,0.0,0.0,2773.0,0.0,1639.0,0.007738841510454099,279.09,280.9,280.33,1.8100000000000023,1.240000000000009,0.006485363144505429,0.0044430112150202206,3.156993543323928
